统计序号,client发送时间(us),client接收时间(us),server发送时间(us),server接收时间(us),本地总线间隔时间(us),占比百分比(%),服务端间隔时间(us),占比百分比(%),对比百分比1 L/S(%),对比百分比2 S/L(%)
249,22607131274,22607218596,22607137426,22607209509,4879.256102,17.451501,23079.691421,82.548499,21.140907,473.016602
250,22607218613,22607324935,22607228064,22607315702,5982.283680,17.573033,28060.125089,82.426967,21.319519,469.053736
251,22607324957,22607418493,22607334270,22607410755,5459.426195,18.229345,24489.133337,81.770655,22.293260,448.566067
252,22607418510,22607512195,22607427909,22607503928,5656.338230,18.856807,24339.928446,81.143193,23.238927,430.312465
253,22607512212,22607605936,22607521759,22607597361,5802.341300,19.335496,24206.412480,80.664504,23.970265,417.183534
254,22607605957,22607699600,22607615299,22607694039,4771.674892,15.914697,25211.144133,84.085303,18.926848,528.349997
255,22607699618,22607787247,22607705878,22607777475,5133.160563,18.295313,22924.082886,81.704687,22.392000,446.588074
256,22607787342,22607880836,22607796433,22607872131,5697.961912,19.034377,24237.149969,80.965623,23.509208,425.365251
257,22607880858,22607974583,22607890210,22607964508,6220.179033,20.727661,23788.894930,79.272339,26.147406,382.447110
258,22607974605,22608074486,22607983837,22608064140,6268.526541,19.601326,25711.588866,80.398674,24.380160,410.169578
259,22608074508,22608168479,22608083930,22608159348,5940.339816,19.743325,24147.498961,80.256675,24.600228,406.500296
260,22608168503,22608261746,22608177510,22608254011,5360.489904,17.955235,24494.256252,82.044765,21.884681,456.940628
261,22608261759,22608342971,22608264962,22608339288,2204.774428,8.479043,23797.860030,91.520957,9.264591,1079.378449
262,22608342983,22608430596,22608345926,22608423622,3175.246588,11.319096,24876.873946,88.680904,12.763849,783.462741
263,22608430617,22608524227,22608436825,22608513840,5313.423125,17.727807,24658.829888,82.272193,21.547750,464.085568
264,22608524249,22608617905,22608533555,22608608972,5839.802614,19.474460,24147.178779,80.525540,24.184203,413.493064
265,22608617928,22608705364,22608627231,22608700393,4570.280307,16.325083,23425.167984,83.674917,19.510128,512.554295
266,22608705382,22608792599,22608711628,22608785051,4416.592865,15.815724,23508.735530,84.184276,18.787029,532.282152
267,22608792611,22608873769,22608795599,22608868833,2537.123522,9.763671,23448.221100,90.236329,10.820111,924.204947
268,22608873778,22608954914,22608879987,22608952894,2634.779084,10.142230,23343.521530,89.857770,11.286982,885.976425
269,22608954921,22609042780,22608958057,22609033970,3824.896213,13.596786,24305.989136,86.403214,15.736435,635.467939
270,22609042803,22609130167,22609052028,22609124461,4780.639993,17.090564,23191.755181,82.909436,20.613533,485.118210
271,22609130184,22609217700,22609136405,22609209558,4598.776520,16.411856,23422.286344,83.588144,19.634191,509.315603
272,22609217724,22609305142,22609226935,22609299771,4668.896415,16.680775,23320.788596,83.319225,20.020320,499.492525
273,22609305164,22609392589,22609311382,22609383728,4828.026954,17.247927,23163.899332,82.752073,20.842894,479.779826
274,22609392610,22609480029,22609401856,22609474702,4666.014776,16.670289,23323.990418,83.329711,20.005216,499.869622
275,22609480050,22609567487,22609486269,22609558141,4983.635489,17.801388,23012.132983,82.198612,21.656556,461.753935
276,22609567503,22609661147,22609576943,22609650881,6309.509859,21.043527,23673.629348,78.956473,26.652060,375.205521
277,22609661164,22609748583,22609670643,22609742943,4840.834241,17.294867,23149.170952,82.705133,20.911480,478.206231
278,22609748602,22609836104,22609754980,22609828216,4567.718849,16.303627,23448.861464,83.696373,19.479491,513.360437
279,22609836126,22609923426,22609842380,22609915091,4671.137691,16.711340,23280.765825,83.288660,20.064364,498.396052
280,22609923444,22610017291,22609932837,22610007013,6298.303483,20.960713,23749.832705,79.039287,26.519359,377.083016
281,22610017313,22610110833,22610026782,22610103529,5370.415552,17.935201,24573.021066,82.064799,21.854926,457.562750
282,22610110850,22610198292,22610117430,22610190965,4452.773450,15.904257,23544.595933,84.095743,18.912083,528.762494
283,22610198311,22610285878,22610204579,22610277672,4634.316741,16.529058,23403.075414,83.470942,19.802170,504.995164
284,22610285900,22610379544,22610295213,22610369804,6100.430901,20.346205,23882.708306,79.653795,25.543296,391.492153
285,22610379562,22610473243,22610388856,22610464402,5806.503668,19.358248,24188.482279,80.641752,24.005242,416.575682
286,22610473268,22610566990,22610482542,22610557634,5964.993843,19.877937,24043.119573,80.122063,24.809567,403.070317
287,22610567012,22610660686,22610576316,22610649308,6622.007657,22.078698,23370.737015,77.921302,28.334612,352.925249
288,22610660708,22610748171,22610666946,22610741684,4074.318124,14.549009,23929.775085,85.450991,17.026145,587.332024
289,22610748193,22610841773,22610754353,22610834309,4362.161896,14.558666,25600.485652,85.441334,17.039372,586.876101
290,22610841795,22610922819,22610847953,22610919053,3177.487863,12.248223,22764.952347,87.751777,13.957806,716.444982
291,22610922832,22611003806,22610925931,22610999526,2362.624239,9.112802,23563.806864,90.887198,10.026496,997.357365
292,22611003813,22611085102,22611010011,22611081929,3000.427123,11.528005,23026.861363,88.471995,13.030118,767.452780
293,22611085109,22611160029,22611088183,22611157154,1904.763734,7.940470,22083.284506,92.059530,8.625364,1159.371323
294,22611160036,22611235048,22611163131,22611232502,1806.147626,7.520130,22211.357374,92.479870,8.131640,1229.764226
295,22611235055,22611316230,22611238307,22611308323,3572.912844,13.746843,22417.874874,86.253157,15.937786,627.439735
296,22611316238,22611397428,22611319309,22611390627,3160.838391,12.159133,22834.752061,87.840867,13.842228,722.427066
297,22611397435,22611484842,22611403617,22611480829,3264.257232,11.663826,24721.905776,88.336174,13.203906,757.351643
298,22611484849,22611559855,22611491117,22611558094,2570.742650,10.704477,21444.841257,89.295523,11.987697,834.188566
299,22611559891,22611641026,22611563122,22611635661,2752.285941,10.594688,23225.694491,89.405312,11.850177,843.869242
300,22611641034,22611722265,22611647245,22611719792,2780.461972,10.690500,23228.255949,89.309500,11.970171,835.409949
301,22611722274,22611803481,22611725365,22611798334,2637.660723,10.144446,23363.372825,89.855554,11.289726,885.761107
302,22611803489,22611884681,22611809699,22611879795,3552.741368,13.666371,22443.489448,86.333629,15.829719,631.723143
303,22611884719,22611965926,22611890973,22611963687,2719.307177,10.458458,23281.726371,89.541542,11.680007,856.163900
304,22611965933,22612059578,22611969114,22612053992,2807.037092,9.361952,27176.422297,90.638048,10.328943,968.153302
305,22612059588,22612140783,22612065835,22612134455,4026.290798,15.487407,21970.900564,84.512593,18.325561,545.685885
306,22612140790,22612222043,22612146996,22612217731,3367.676073,12.944753,22648.085855,87.055247,14.869584,672.513786
307,22612222054,22612303224,22612228211,22612298820,3381.443906,13.010965,22607.742901,86.989035,14.957017,668.582521
308,22612303260,22612384410,22612309423,22612379551,3529.047887,13.582255,22453.735277,86.417745,15.716975,636.254763
309,22612384418,22612465603,22612390651,22612460525,3621.580534,13.932377,22372.409006,86.067623,16.187709,617.752630
310,22612465609,22612546818,22612471838,22612544392,2771.176689,10.657686,23230.497224,89.342314,11.929046,838.290006
311,22612546825,22612621785,22612550093,22612619031,1928.137033,8.033618,22072.718494,91.966382,8.735385,1144.769180
312,22612621792,22612715471,22612624889,22612707524,3536.091895,11.789195,26458.253688,88.210805,13.364797,748.234335
313,22612715481,22612790498,22612718549,22612785401,2614.287425,10.884200,21404.818486,89.115800,12.213546,818.763013
314,22612790507,22612865498,22612796685,22612862740,2861.147879,11.916097,21149.633295,88.083903,13.528121,739.200985
315,22612865506,22612946555,22612868517,22612940774,2815.041646,10.847759,23135.403119,89.152241,12.167679,821.849409
316,22612946563,22613021589,22612952769,22613017752,3215.589542,13.386026,20806.398008,86.613974,15.454811,647.047695
317,22613021596,22613102802,22613027843,22613098601,3345.263321,12.866044,22655.450045,87.133956,14.765822,677.239663
318,22613102810,22613183984,22613109019,22613176934,4245.295403,16.334048,21745.172133,83.665952,19.522933,512.218116
319,22613184022,22613258951,22613187086,22613256659,1714.895707,7.148100,22276.034172,92.851900,7.698389,1298.973114
320,22613258961,22613340169,22613262061,22613332510,3444.839976,13.248695,22556.513754,86.751305,15.272041,654.791337
321,22613340177,22613415116,22613343260,22613411057,2286.741064,9.530418,21707.390637,90.469582,10.534389,949.271913
322,22613415123,22613496300,22613421360,22613490019,4008.040415,15.420624,21983.387668,84.579376,18.232133,548.482186
323,22613496310,22613590025,22613502545,22613585296,3510.477321,11.699301,26495.394820,88.300699,13.249387,754.751915
324,22613590035,22613664979,22613596285,22613661176,3218.791364,13.414016,20776.941248,86.585984,15.492133,645.488909
325,22613664985,22613746107,22613671224,22613741207,3566.509201,13.731170,22407.308862,86.268830,15.916723,628.270042
326,22613746115,22613833781,22613752374,22613831724,2662.634933,9.486004,25406.455257,90.513996,10.480151,954.184704
327,22613833788,22613908596,22613836799,22613904247,2356.540777,9.838520,21595.647059,90.161480,10.912110,916.413043
328,22613908603,22613983564,22613914855,22613978000,3783.272531,15.762863,20217.903178,84.237137,18.712487,534.402505
329,22613983571,22614064799,22613989805,22614057297,4398.022299,16.910425,21609.735075,83.089575,20.352042,491.351194
330,22614064805,22614139765,22614067869,22614134419,2692.732057,11.219317,21308.123470,88.780683,12.637115,791.319857
331,22614139775,22614227544,22614145967,22614220567,4216.479008,15.004159,23885.589945,84.995841,17.652815,566.481889
332,22614227566,22614314938,22614233780,22614304132,5449.500548,19.479925,22525.456083,80.520075,24.192631,413.349001
333,22614314962,22614402388,22614321240,22614391206,5590.380703,19.971176,22401.865766,80.028824,24.954978,400.721649
334,22614402408,22614489852,22614408691,22614478863,5530.186455,19.752070,22467.823293,80.247930,24.613806,406.276054
335,22614489873,22614577395,22614496145,22614566475,5504.571881,19.643061,22518.412076,80.356939,24.444760,409.085621
336,22614577417,22614658509,22614583590,22614650913,4408.588310,16.979480,21555.624288,83.020520,20.452149,488.946183
337,22614658530,22614752230,22614667921,22614742389,6157.743510,20.525080,23843.325899,79.474920,25.825858,387.208819
338,22614752252,22614839614,22614761541,22614833270,5005.407877,17.894508,22966.346933,82.105492,21.794532,458.830679
339,22614839631,22614920829,22614845893,22614913840,4242.733946,16.319367,21755.417963,83.680633,19.501965,512.768848
340,22614920847,22615008340,22614927109,22615001230,4281.475989,15.283508,23732.222685,84.716492,18.040771,554.300030
341,22615008362,22615095773,22615014627,22615088883,4211.996458,15.049593,23775.447278,84.950407,17.715740,564.469783
342,22615095791,22615183409,22615102014,22615173952,5020.456439,17.895866,23033.265006,82.104134,21.796547,458.788265
343,22615183425,22615276937,22615192653,22615268182,5757.835978,19.230687,24183.039182,80.769313,23.809398,420.002224
344,22615276958,22615364390,22615286424,22615357183,5338.397335,19.069677,22655.770227,80.930323,23.563080,424.392731
345,22615364414,22615451833,22615370687,22615444139,4471.984380,15.977076,23518.020813,84.022924,19.015139,525.896757
346,22615451855,22615539084,22615461179,22615533157,4883.098288,17.483864,23046.072293,82.516136,21.188419,471.955937
347,22615539096,22615620384,22615545348,22615614980,3732.043383,14.339140,22294.924920,85.660860,16.739430,597.391901
348,22615620399,22615701425,22615626548,22615694413,4213.917551,16.242934,21729.163025,83.757066,19.392912,515.652306
349,22615701433,22615782689,22615704510,22615776873,2847.380045,10.944423,23169.342429,89.055577,12.289430,813.707410
350,22615782696,22615870396,22615788922,22615862941,4380.412279,15.599772,23699.564104,84.400228,18.483092,541.035012
351,22615870418,22615957641,22615876680,22615949440,4630.794737,16.581636,23296.454751,83.418364,19.877680,503.076817
352,22615957651,22616032843,22615960705,22616029150,2160.269107,8.973029,21914.868684,91.026971,9.857550,1014.450867
353,22616032865,22616120255,22616042212,22616112707,5409.477776,19.332876,22571.242134,80.667124,23.966239,417.253625
354,22616120277,22616207712,22616126539,22616197758,5192.074082,18.546349,22803.054026,81.453651,22.769205,439.189689
355,22616207730,22616295157,22616217055,22616290039,4624.391094,16.520068,23368.175557,83.479932,19.789269,505.324379
356,22616295180,22616376184,22616301449,22616372861,3071.187383,11.841391,22864.849185,88.158609,13.431916,744.495413
357,22616376196,22616457960,22616379249,22616452984,2570.742650,9.819725,23608.632367,90.180275,10.888994,918.358451
358,22616457983,22616545047,22616463867,22616539103,3787.114717,13.585408,24089.225806,86.414592,15.721197,636.083869
359,22616545068,22616632417,22616551251,22616628146,3347.184414,11.968082,24620.408027,88.031918,13.595162,735.555768
360,22616632435,22616726116,22616641823,22616717009,5921.769250,19.742531,24073.216697,80.257469,24.598994,406.520681
361,22616726134,22616807226,22616729528,22616803379,2318.439099,8.929364,23645.773499,91.070636,9.804877,1019.900566
362,22616807239,22616894671,22616810261,22616886814,3483.261837,12.442813,24510.905725,87.557187,14.211069,703.676809
363,22616894682,22616982054,22616897720,22616974166,3498.310399,12.505150,24476.646233,87.494850,14.292442,699.670511
364,22616982062,22617063153,22616985091,22617060775,1731.224998,6.667818,24232.667418,93.332182,7.144178,1399.741076
365,22617063161,22617144352,22617066220,22617140656,2162.830564,8.319888,23833.080069,91.680112,9.074910,1101.939304
366,22617144360,22617231814,22617150579,22617226735,3617.418166,12.918792,24383.793403,87.081208,14.835338,674.066206
367,22617231824,22617319270,22617238058,22617313688,3783.272531,13.512339,24215.377581,86.487661,15.623430,640.064320
368,22617319280,22617406727,22617325476,22617400593,3947.846167,14.099969,24051.124128,85.900031,16.414394,609.221411
369,22617406734,22617487993,22617412933,22617484565,3082.393759,11.847303,22935.289262,88.152697,13.439524,744.073959
370,22617488000,22617582069,22617491251,22617571064,4564.517028,15.154833,25554.699602,84.845167,17.861752,559.855499
371,22617582090,22617675702,22617588474,22617666418,5016.614253,16.737170,24956.279125,83.262830,20.101611,497.472556
372,22617675725,22617769504,22617685028,22617761168,5647.693312,18.809115,24378.670488,81.190885,23.166535,431.657123
373,22617769526,22617863163,22617778719,22617852103,6484.649506,21.629270,23496.248426,78.370730,27.598659,362.336444
374,22617863188,22617950618,22617869437,22617942096,4729.410846,16.894659,23264.116352,83.105341,20.329209,491.903053
375,22617950644,22618050570,22617959887,22618039946,6361.059188,19.881712,25633.464416,80.118288,24.815449,402.974782
376,22618050593,22618144138,22618059996,22618136563,5436.052897,18.149554,24515.388275,81.850446,22.174044,450.977736
377,22618144156,22618237981,22618153550,22618231041,5229.855579,17.409006,24811.236601,82.590994,21.078577,474.415330
378,22618238004,22618325418,22618244244,22618320112,3696.823345,13.208411,24291.580938,86.791589,15.218537,657.093366
379,22618325439,22618412974,22618331698,22618405094,4527.055714,16.152396,23500.090612,83.847604,19.263993,519.103190
380,22618412995,22618506504,22618422138,22618497249,5890.711579,19.675111,24049.203035,80.324889,24.494415,408.256332
381,22618506525,22618612617,22618515919,22618608342,4376.570093,12.884101,29592.196776,87.115899,14.789609,676.150413
382,22618612635,22618700110,22618618934,22618692535,4442.207438,15.860532,23565.727957,84.139468,18.850287,530.495892
383,22618700211,22618787617,22618709662,22618782203,4759.507970,17.006842,23226.334855,82.993158,20.491860,487.998655
384,22618787638,22618874987,22618793914,22618869711,3698.744438,13.225108,24268.848004,86.774892,15.240709,656.137465
385,22618875009,22618962268,22618881254,22618954925,4350.635337,15.572033,23588.140709,84.427967,18.444164,542.176921
386,22618962278,22619043438,22618965324,22619035646,3470.134368,13.353869,22515.850618,86.646131,15.411962,648.846651
387,22619043474,22619124677,22619046529,22619118954,2810.559096,10.809945,23189.193724,89.190055,12.120124,825.074049
388,22619124684,22619205879,22619130890,22619200398,3741.969031,14.393743,22255.222331,85.606257,16.813892,594.746299
389,22619205886,22619293677,22619212126,22619284665,4883.418470,17.373079,23225.694491,82.626921,21.025931,475.603200
390,22619293699,22619387301,22619303015,22619377724,6049.201754,20.184398,23920.489802,79.815602,25.288787,395.432171
391,22619387321,22619481075,22619396658,22619473438,5434.772168,18.104828,24583.587078,81.895172,22.107320,452.338871
392,22619481097,22619574639,22619487340,22619568008,4122.025267,13.762802,25828.455358,86.237198,15.959240,626.596240
393,22619574664,22619662154,22619580984,22619653519,4788.324365,17.093382,23224.413762,82.906618,20.617633,485.021732
394,22619662177,22619749628,22619671480,22619743168,5047.031559,18.024951,22953.219464,81.975049,21.988338,454.786525
395,22619749646,22619837031,22619755889,22619827927,4913.835776,17.562511,23065.283224,82.437489,21.304034,469.394670
396,22619837050,22619924532,22619846452,22619919125,4741.577768,16.928054,23268.598902,83.071946,20.377582,490.735364
397,22619924555,22620012107,22619930905,22620004054,4611.583807,16.450795,23421.005615,83.549205,19.689948,507.873360
398,22620012129,22620099498,22620021315,22620092498,5182.468617,18.526022,22791.527467,81.473978,22.738575,439.781292
399,22620099520,22620193125,22620105708,22620184566,4721.726473,15.754500,25248.925629,84.245500,18.700703,534.739269
400,22620193144,22620286905,22620202518,22620279894,5246.184869,17.475283,24774.415652,82.524717,21.175817,472.236802
401,22620286926,22620374275,22620293123,22620366334,4526.735531,16.185646,23440.856910,83.814354,19.311306,517.831376
402,22620374300,22620461682,22620383685,22620455335,5037.105912,18.003708,22941.052541,81.996292,21.956734,455.441139
403,22620461701,22620555448,22620468055,22620544826,5435.412532,18.108313,24580.705438,81.891687,22.112516,452.232564
404,22620555474,22620649209,22620564909,22620640127,5928.813258,19.754627,24083.462527,80.245373,24.617778,406.210509
405,22620649231,22620742869,22620658542,22620732962,6153.260959,20.523719,23827.957155,79.476281,25.823703,387.241128
406,22620742891,22620836615,22620752300,22620826481,6257.320165,20.851650,23751.433616,79.148350,26.345021,379.578366
407,22620836636,22620936497,22620845870,22620929311,5257.391245,16.442856,26716.320518,83.557144,19.678575,508.166870
408,22620936519,22621024023,22620942938,22621016157,4573.802311,16.324968,23443.418367,83.675032,19.509963,512.558628
409,22621024045,22621111406,22621033423,22621104086,5346.401889,19.113792,22625.032739,80.886208,23.630471,423.182417
410,22621111424,22621198922,22621117678,22621191220,4468.462376,15.950079,23546.837208,84.049921,18.976911,526.956148
411,22621198944,22621292622,22621208182,22621283065,6017.823901,20.063409,23976.201500,79.936591,25.099155,398.419792
412,22621292644,22621386334,22621301878,22621376557,6086.983250,20.291386,23910.884337,79.708614,25.456956,392.819946
413,22621386358,22621479966,22621395531,22621474354,4733.893396,15.794590,25237.719253,84.205410,18.757216,533.128170
414,22621479988,22621567377,22621486395,22621561131,4051.265008,14.478939,23929.134720,85.521061,16.930261,590.658342
415,22621567395,22621654850,22621573623,22621648032,4177.096601,14.917386,23824.435151,85.082614,17.532825,570.358731
416,22621654872,22621742311,22621661175,22621735188,4298.765826,15.354704,23697.643011,84.645296,18.140056,551.266200
417,22621742330,22621829800,22621748585,22621821577,4635.597470,16.551961,23370.737015,83.448039,19.835050,504.158033
418,22621829848,22621923483,22621839289,22621913732,6144.936223,20.496609,23835.321344,79.503391,25.780799,387.885577
419,22621923501,22622017179,22621932917,22622008174,5898.075769,19.664169,24095.949632,80.335831,24.477457,408.539167
420,22622017202,22622110978,22622026569,22622102908,5583.016513,18.594310,24442.386740,81.405690,22.841536,437.798933
421,22622110999,22622198054,22622120207,22622190811,5267.316893,18.897249,22606.141991,81.102751,23.300380,429.177558
422,22622198062,22622279277,22622201158,22622274538,2508.627309,9.647233,23494.967697,90.352767,10.677296,936.566688
423,22622279289,22622366741,22622285508,22622360170,4095.129965,14.625166,23905.441240,85.374834,17.130535,583.752932
424,22622366749,22622454186,22622372944,22622446660,4393.219566,15.692441,23602.548906,84.307559,18.613327,537.249472
425,22622454193,22622535416,22622457388,22622529450,2933.188867,11.278825,23072.967596,88.721175,12.712664,786.617182
426,22622535423,22622623114,22622541646,22622613472,5079.690141,18.091936,22997.404603,81.908064,22.088102,452.732430
427,22622623139,22622710493,22622632446,22622705608,4544.025369,16.246537,23425.167984,83.753463,19.398048,515.515784
428,22622710511,22622791659,22622716984,22622782567,4983.635489,19.181003,20998.507311,80.818997,23.733285,421.349181
429,22622791679,22622879137,22622801208,22622873608,4821.303129,17.217407,23181.189169,82.782593,20.798343,480.807544
430,22622879157,22622960323,22622885367,22622951488,4817.140760,18.536087,21170.765319,81.463913,22.753739,439.488202
431,22622960342,22623041322,22622969505,22623035614,4761.429063,18.363794,21166.923133,81.636206,22.494668,444.549795
432,22623041333,22623116307,22623047684,22623112499,3252.730674,13.550031,20752.607404,86.449969,15.673841,638.005709
433,22623116316,22623191162,22623122552,22623188253,2928.065952,12.218422,21036.288807,87.781578,13.919118,718.436304
434,22623191168,22623266171,22623194303,22623260063,2959.443805,12.323507,21055.179555,87.676493,14.055657,711.457319
435,22623266177,22623341094,22623272381,22623337074,3273.542515,13.647103,20713.545179,86.352897,15.803874,632.756260
436,22623341102,22623416041,22623347335,22623414378,2528.158421,10.536570,21465.973280,89.463430,11.777516,849.075481
437,22623416047,22623491047,22623419152,22623484643,3044.612263,12.678667,20969.050551,87.321333,14.519552,688.726470
438,22623491054,22623566000,22623497262,22623560651,3700.345348,15.420436,20296.027628,84.579564,18.231870,548.490093
439,22623566007,22623640979,22623572208,22623637992,2941.833786,12.255242,21062.863927,87.744758,13.966922,715.977362
440,22623640986,22623715935,22623644033,22623714008,1592.586118,6.636513,22404.747405,93.363487,7.108253,1406.815440
441,22623715943,22623784603,22623719013,22623783165,1443.381226,6.565686,20540.326624,93.434314,7.027061,1423.070098
442,22623784609,22623853369,22623787724,22623851720,1525.347862,6.928447,20490.378206,93.071553,7.444215,1343.324937
443,22623853376,22623922122,22623856510,22623916194,2901.490832,13.181858,19109.752685,86.818142,15.183299,658.618407
444,22623922129,22623997235,22623928421,22623992795,3436.195058,14.289138,20611.407066,85.710862,16.671327,599.832277
445,22623997256,22624078592,22624003688,22624071444,4348.073880,16.696174,21694.263168,83.303826,20.042505,498.939617
446,22624078614,22624159743,22624084890,22624151595,4618.307632,17.779093,21357.751706,82.220907,21.623566,462.458403
447,22624159760,22624241103,22624169153,22624233094,5571.810137,21.393359,20472.768186,78.606641,27.215714,367.434778
448,22624241124,22624328439,22624250356,22624319510,5814.828405,20.799404,22141.877843,79.200596,26.261677,380.782997
449,22624328461,22624453418,22624337874,22624443472,6198.406645,15.492529,33810.596877,84.507471,18.332734,545.472390
450,22624453437,22624540994,22624462841,22624536636,4406.347035,15.717761,23627.843298,84.282239,18.648960,536.222933
451,22624541011,22624634562,22624550363,22624623409,6565.335413,21.918526,23388.026852,78.081474,28.071352,356.235065
452,22624634586,22624721955,22624640847,22624714618,4353.837159,15.563873,23620.158926,84.436127,18.432717,542.513605
453,22624721975,22624809540,22624728233,22624798797,5443.417087,19.415291,22593.334704,80.584709,24.093022,415.057938
454,22624809560,22624896776,22624815811,22624888808,4552.670287,16.303201,23372.337925,83.696799,19.478883,513.376468
455,22624896794,22624990565,22624906223,22624981332,5975.239672,19.901675,24048.562670,80.098325,24.846556,402.470260
456,22624990583,22625084437,22624999978,22625073706,6443.986370,21.443945,23606.391092,78.556055,27.297635,366.332108
457,22625084459,22625171887,22625093655,22625166674,4613.504900,16.480990,23379.381933,83.519010,19.733220,506.759664
458,22625171904,22625259295,22625178084,22625248835,5327.831323,19.040862,22653.208770,80.959138,23.519102,425.186298
459,22625259317,22625353027,22625268569,22625342288,6400.761777,21.332835,23603.509453,78.667165,27.117839,368.760942
460,22625353048,22625446714,22625362259,22625436184,6320.716235,21.075951,23669.466980,78.924049,26.704092,374.474444
461,22625446737,22625534033,22625456024,22625527859,4950.336543,17.711006,23000.286243,82.288994,21.522935,464.620658
462,22625534052,22625621533,22625540306,22625615241,4017.005515,14.341400,23992.850972,85.658600,16.742510,597.282002
463,22625621557,22625708994,22625627806,22625701724,4328.542768,15.461418,23667.225705,84.538582,18.289185,546.771211
464,22625709012,22625789956,22625715187,22625787236,2848.020410,10.989079,23068.805227,89.010921,12.345765,809.994379
465,22625789967,22625864912,22625793079,22625862033,1918.211386,7.993862,22077.841409,92.006138,8.688401,1150.959773
466,22625864922,22625946073,22625868051,22625939694,3044.292080,11.716430,22938.811266,88.283570,13.271359,753.502314
467,22625946080,22626027313,22625952340,22626021854,3752.214860,14.426403,22257.143424,85.573597,16.858475,593.173479
468,22626027320,22626114932,22626033545,22626104475,5341.278974,19.040771,22710.521378,80.959229,23.518962,425.188826
469,22626114954,22626208722,22626124366,22626199453,5981.323134,19.922575,24041.518662,80.077425,24.879140,401.943151
470,22626208744,22626283697,22626218075,22626274366,5975.239672,24.898270,18023.374579,75.101730,33.152724,301.634337
471,22626283714,22626371244,22626293047,22626361238,6192.003002,22.094139,21833.542412,77.905861,28.360048,352.608718
472,22626371267,22626464921,22626380488,22626454282,6358.817913,21.205715,23627.523116,78.794285,26.912757,371.570997
473,22626464944,22626558569,22626474179,22626550617,5502.970970,18.357276,24474.084775,81.642724,22.484890,444.743120
474,22626558590,22626652331,22626567882,22626642463,6134.690393,20.439296,23879.506484,79.560704,25.690189,389.253653
475,22626652353,22626739721,22626661579,22626734222,4714.682466,16.853997,23258.993437,83.146003,20.270363,493.331070
476,22626739742,22626827295,22626745949,22626818630,4761.749245,16.986283,23271.160359,83.013717,20.462019,488.710328
477,22626827318,22626914684,22626836487,22626905865,5759.436889,20.589245,22213.598649,79.410755,25.927527,385.690460
478,22626914704,22627008315,22626923960,22627000175,5569.889044,18.583286,24402.684151,81.416714,22.824903,438.117958
479,22627008333,22627095841,22627017717,22627089936,4895.265210,17.471545,23123.236196,82.528455,21.170329,472.359213
480,22627095862,22627183168,22627102066,22627175406,4471.664198,15.996610,23482.160410,84.003390,19.042814,525.132465
481,22627183187,22627270629,22627192580,22627263724,5218.329020,18.638640,22779.040363,81.361360,22.908467,436.519818
482,22627270645,22627358204,22627276962,22627350222,4578.284861,16.330703,23456.545836,83.669297,19.518155,512.343521
483,22627358225,22627445661,22627367619,22627439553,4963.464012,17.729539,23031.984278,82.270461,21.550310,464.030448
484,22627445683,22627533025,22627451960,22627523611,5023.978443,17.965011,22941.372723,82.034989,21.899206,456.637563
485,22627533043,22627620442,22627542400,22627613564,5198.157544,18.575727,22785.444006,81.424273,22.813501,438.336926
486,22627620460,22627708120,22627626720,22627699259,4841.474605,17.249601,23225.694491,82.750399,20.845338,479.723563
487,22627708136,22627795483,22627717304,22627789290,4918.318326,17.586179,23048.633751,82.413821,21.338871,468.628345
488,22627795507,22627882940,22627801744,22627872028,5490.804048,19.613876,22503.683696,80.386124,24.399579,409.843140
489,22627882961,22627970398,22627889159,22627963463,4204.952450,15.019957,23790.816023,84.980043,17.674688,565.780857
490,22627970419,22628057783,22627976710,22628050176,4449.891810,15.908154,23522.503364,84.091846,18.917595,528.608433
491,22628057805,22628145301,22628064057,22628134782,5369.775187,19.167733,22644.884033,80.832267,23.712973,421.710095
492,22628145322,22628238930,22628154566,22628228898,6171.831525,20.592257,23799.781123,79.407743,25.932304,385.619423
493,22628238951,22628326365,22628248277,22628318610,5469.031660,19.540348,22519.372622,80.459652,24.285897,411.761606
494,22628326387,22628413847,22628335717,22628405746,5581.095420,19.930254,22422.037242,80.069746,24.891117,401.749756
495,22628413865,22628501272,22628423185,22628494130,5270.838896,18.833732,22715.324111,81.166268,23.203890,430.962216
496,22628501294,22628588745,22628507588,22628577861,5500.089331,19.643000,22500.161692,80.357000,24.444666,409.087205
497,22628588770,22628676198,22628595042,22628668278,4544.025369,16.232786,23448.861464,83.767214,19.378448,516.037204
498,22628676219,22628763563,22628685513,22628756702,5172.542970,18.495833,22793.448560,81.504167,22.693113,440.662334
499,22628763580,22628844845,22628769887,22628839745,3652.318023,14.036793,22367.286091,85.963207,16.328839,612.413430
500,22628844862,22628932309,22628851076,22628921430,5472.873846,19.546697,22526.096448,80.453303,24.295705,411.595390
501,22628932335,22629019749,22628938615,22629009666,5239.140862,18.718970,22749.263421,81.281030,23.029936,434.217442
502,22629019767,22629107146,22629029112,22629099105,5566.687222,19.897229,22410.510684,80.102771,24.839627,402.582538
503,22629107165,22629194608,22629116476,22629187213,5348.963346,19.105017,22648.726219,80.894983,23.617060,423.422722
504,22629194630,22629281905,22629200861,22629273100,4814.259121,17.228301,23129.639840,82.771699,20.814242,480.440277
505,22629281917,22629363226,22629284987,22629354609,3741.969031,14.373563,22291.723099,85.626437,16.786361,595.721742
