统计序号,client发送时间(us),client接收时间(us),server发送时间(us),server接收时间(us),本地总线间隔时间(us),占比百分比(%),服务端间隔时间(us),占比百分比(%),对比百分比1 L/S(%),对比百分比2 S/L(%)
249,23764425749,23764501353,23764426846,23764500173,729.054803,3.011745,23477.998042,96.988255,3.105268,3220.333773
250,23764501359,23764571826,23764502230,23764570390,738.660268,3.273873,21823.616765,96.726127,3.384683,2954.486346
251,23764571832,23764621821,23764572972,23764620646,741.221726,4.631019,15264.364813,95.368981,4.855896,2059.352052
252,23764621826,23764673352,23764622971,23764672196,736.739175,4.465707,15760.967360,95.534293,4.674454,2139.287266
253,23764673357,23764727216,23764674460,23764726036,730.975896,4.238846,16513.715644,95.761154,4.426477,2259.132720
254,23764727221,23764780507,23764728213,23764779142,754.669377,4.423301,16306.557779,95.576699,4.628012,2160.755197
255,23764780513,23764835284,23764781583,23764834093,723.931888,4.128097,16812.765791,95.871903,4.305847,2322.423706
256,23764835309,23764891157,23764836365,23764889788,776.441764,4.342143,17105.092113,95.657857,4.539243,2203.010309
257,23764891163,23764965555,23764892271,23764964315,751.787737,3.156253,23067.204317,96.843747,3.259119,3068.313458
258,23764965561,23765038003,23764966547,23765036740,720.089702,3.104553,22474.547118,96.895447,3.204023,3121.076034
259,23765038010,23765111453,23765038873,23765109992,744.103365,3.164359,22771.035809,96.835641,3.267762,3060.197935
260,23765111459,23765181815,23765112346,23765180336,757.551016,3.362897,21769.185796,96.637103,3.479924,2873.626374
261,23765181823,23765256541,23765182823,23765254945,831.192916,3.474397,23092.178526,96.525603,3.599456,2778.197227
262,23765256547,23765329600,23765257737,23765328247,814.223260,3.481034,22576.044866,96.518966,3.606581,2772.709398
263,23765329607,23765402692,23765330676,23765401510,720.730067,3.079975,22679.783890,96.920025,3.177852,3146.779209
264,23765402727,23765493161,23765403765,23765491498,864.812043,2.986709,28090.542395,97.013291,3.078659,3248.167345
265,23765493198,23765566488,23765494565,23765564898,946.778679,4.034657,22519.372622,95.965343,4.204285,2378.525533
266,23765566494,23765637186,23765567997,23765635628,980.077625,4.330051,21654.240397,95.669949,4.526031,2209.441359
267,23765637192,23765703182,23765638684,23765701804,918.922830,4.349144,20209.898624,95.650856,4.546895,2199.303136
268,23765703187,23765768535,23765704569,23765767240,857.127671,4.096529,20066.136829,95.903471,4.271513,2341.090773
269,23765768541,23765842563,23765769592,23765840839,888.505524,3.748885,22812.019126,96.251115,3.894901,2567.459459
270,23765842570,23765915214,23765844062,23765913996,867.693683,3.730521,22391.619936,96.269479,3.875082,2580.590406
271,23765915220,23766020187,23765916291,23766018891,757.871198,2.254994,32850.690729,97.745006,2.307018,4334.600760
272,23766020192,23766099493,23766021360,23766098059,833.114009,3.281169,24557.652322,96.718831,3.392482,2947.694081
273,23766099499,23766171628,23766100653,23766170199,827.030547,3.581084,22267.389254,96.418916,3.714089,2692.450639
274,23766171634,23766247794,23766172878,23766246293,878.900059,3.604254,23506.174073,96.395746,3.739018,2674.499089
275,23766247800,23766320010,23766248979,23766318767,775.481218,3.354106,22344.873339,96.645894,3.470511,2881.420314
276,23766320016,23766391698,23766321102,23766390454,746.024458,3.250467,22205.273913,96.749533,3.359672,2976.480687
277,23766391703,23766467343,23766392835,23766465910,821.267268,3.391063,23397.312135,96.608937,3.510092,2848.927875
278,23766467350,23766540536,23766468493,23766539184,798.854516,3.409122,22633.997839,96.590878,3.529445,2833.306613
279,23766540541,23766616062,23766542103,23766614792,906.755908,3.749950,23273.721817,96.250050,3.896050,2566.701977
280,23766616069,23766696207,23766617207,23766694843,801.095791,3.122114,24857.663016,96.877886,3.222732,3102.957634
281,23766696213,23766767678,23766697268,23766766479,721.690613,3.153991,22160.128227,96.846009,3.256708,3070.585626
282,23766767683,23766845953,23766768769,23766844611,777.402311,3.102083,24283.256201,96.897917,3.201392,3123.640857
283,23766845959,23766921272,23766847139,23766919700,881.141334,3.654084,23232.738499,96.345916,3.792671,2636.664244
284,23766921282,23766996707,23766922681,23766995457,848.162571,3.512098,23301.577666,96.487902,3.639936,2747.300868
285,23766996713,23767069628,23766997876,23767068279,804.297613,3.445107,22541.785374,96.554893,3.568030,2802.667197
286,23767069633,23767144709,23767071007,23767143277,898.431171,3.737546,23139.565487,96.262454,3.882662,2575.552388
287,23767144714,23767217482,23767146112,23767216110,886.904613,3.806618,22412.111595,96.193382,3.957256,2527.003610
288,23767217490,23767292739,23767218785,23767291195,908.997183,3.772808,23184.390991,96.227192,3.920729,2550.545967
289,23767292774,23767370826,23767294283,23767369717,838.236923,3.354174,24152.621876,96.645826,3.470584,2881.359817
290,23767370832,23767444490,23767371624,23767443303,633.640516,2.686741,22950.337824,97.313259,2.760920,3621.980798
291,23767444495,23767519601,23767445551,23767518347,739.620815,3.075653,23307.981309,96.924347,3.173251,3151.341991
292,23767519607,23767592670,23767520664,23767591448,729.695167,3.119226,22663.774781,96.880774,3.219654,3105.923651
293,23767592706,23767671035,23767594234,23767669547,965.669427,3.850426,24113.879833,96.149574,4.004621,2497.115385
294,23767671040,23767743570,23767672401,23767742001,938.133761,4.039708,22284.679091,95.960292,4.209770,2375.426621
295,23767743575,23767820266,23767745161,23767819097,882.101881,3.592338,23672.988984,96.407662,3.726196,2683.702359
296,23767820272,23767892757,23767821193,23767891254,776.121582,3.344140,22432.283072,96.655860,3.459842,2890.305281
297,23767892763,23767968370,23767894162,23767966863,930.449388,3.843559,23277.564003,96.156441,3.997194,2501.754990
298,23767968376,23768043230,23767969860,23768041707,962.787788,4.017153,23004.128429,95.982847,4.185283,2389.324909
299,23768043263,23768117190,23768044739,23768116015,848.802935,3.585970,22821.304409,96.414030,3.719345,2688.645794
300,23768117196,23768190871,23768118225,23768189287,836.636012,3.546658,22752.785425,96.453342,3.677071,2719.556066
301,23768190876,23768264218,23768192325,23768262953,868.974412,3.700472,22613.826363,96.299528,3.842669,2602.358143
302,23768264226,23768332732,23768265178,23768331626,658.934908,3.004116,21275.464889,96.995884,3.097159,3228.765792
303,23768332738,23768408018,23768333576,23768406527,745.704276,3.093783,23357.609546,96.906217,3.192554,3132.288536
304,23768408028,23768483405,23768409021,23768481846,817.104900,3.385648,23317.266592,96.614352,3.504291,2853.644201
305,23768483412,23768560674,23768485279,23768559361,1018.179303,4.115865,23719.735581,95.884135,4.292541,2329.622642
306,23768560681,23768635572,23768561523,23768634310,673.663287,2.809416,23305.099670,97.190584,2.890626,3459.458175
307,23768635578,23768707592,23768636674,23768706220,790.209598,3.427111,22267.389254,96.572889,3.548730,2817.909238
308,23768707598,23768780627,23768708623,23768778949,865.452408,3.701269,22517.131347,96.298731,3.843529,2601.775805
309,23768780633,23768855032,23768782128,23768853727,896.510078,3.763491,22924.723251,96.236509,3.910669,2557.107143
310,23768855039,23768936108,23768855887,23768934600,754.349195,2.906166,25202.499214,97.093834,2.993152,3340.959253
311,23768936115,23769043875,23768937316,23769042487,828.951640,2.402561,33673.879090,97.597439,2.461705,4062.224797
312,23769043881,23769118143,23769045328,23769116739,912.839369,3.839110,22864.529002,96.160890,3.992382,2504.770256
313,23769118149,23769191541,23769119615,23769189859,1007.933474,4.289296,22490.876409,95.710704,4.481522,2231.385006
314,23769191546,23769261350,23769192955,23769259754,962.147423,4.304911,21387.848830,95.695089,4.498570,2222.928453
315,23769261356,23769338653,23769262849,23769337238,931.089753,3.762112,23818.031507,96.237888,3.909180,2558.081155
316,23769338661,23769407334,23769340171,23769405938,930.449388,4.231649,21057.420830,95.768351,4.418629,2263.145217
317,23769407341,23769476486,23769408321,23769475066,768.437210,3.470967,21370.558993,96.529033,3.595775,2781.041667
318,23769476492,23769551013,23769477833,23769549631,871.856051,3.654004,22988.439503,96.345996,3.792585,2636.724201
319,23769551018,23769625568,23769552564,23769624141,951.901594,3.987928,22917.679243,96.012072,4.153569,2407.568113
320,23769625573,23769700091,23769626891,23769698477,938.774125,3.934620,22920.560882,96.065380,4.095773,2441.541610
321,23769700095,23769772896,23769701505,23769771505,896.830261,3.847475,22412.751959,96.152525,4.001429,2499.107462
322,23769772903,23769843397,23769774144,23769841824,900.992629,3.991829,21669.929323,96.008171,4.157801,2405.117271
323,23769843402,23769913758,23769844801,23769912231,936.853032,4.158849,21589.883780,95.841151,4.339315,2304.511278
324,23769913763,23769987521,23769915073,23769986058,887.865160,3.759592,22728.131398,96.240408,3.906459,2559.862964
325,23769987526,23770057485,23769988921,23770055844,972.073071,4.339685,21427.551420,95.660315,4.536557,2204.314888
326,23770057491,23770128666,23770058606,23770127427,753.708830,3.307341,22035.257180,96.692659,3.420468,2923.576890
327,23770128671,23770198439,23770129769,23770197000,812.302167,3.636338,21526.167528,96.363662,3.773557,2650.019708
328,23770198486,23770268372,23770199728,23770267346,726.173163,3.245285,21650.078028,96.754715,3.354136,2981.393298
329,23770268378,23770339147,23770269133,23770337641,723.931888,3.194902,21935.040160,96.805098,3.300344,3029.986732
330,23770339153,23770412679,23770340389,23770411258,850.724028,3.613688,22690.990266,96.386312,3.749171,2667.256304
331,23770412685,23770486270,23770414047,23770484913,870.575323,3.695047,22690.029719,96.304953,3.836819,2606.325855
332,23770486275,23770556423,23770487629,23770555206,823.188361,3.665108,21636.950559,96.334892,3.804549,2628.432517
333,23770556429,23770630784,23770557418,23770629251,807.499435,3.391836,22999.645879,96.608164,3.510921,2848.255353
334,23770630793,23770704754,23770632221,23770703116,981.678536,4.145428,22699.315002,95.854572,4.324706,2312.296151
335,23770704760,23770775503,23770706216,23770773897,980.397807,4.328343,21670.249505,95.671657,4.524165,2210.352711
336,23770775509,23770849470,23770776671,23770848092,813.262714,3.434242,22867.730824,96.565758,3.556377,2811.850394
337,23770849476,23770920111,23770850917,23770918614,940.695218,4.159411,21675.372420,95.840589,4.339926,2304.186521
338,23770920116,23770992788,23770921551,23770991487,876.018419,3.764861,22392.260300,96.235139,3.912148,2556.140351
339,23770992793,23771064375,23770994234,23771062910,930.449388,4.059680,21988.830765,95.940320,4.231464,2363.248451
340,23771064381,23771136988,23771065905,23771135739,887.865160,3.819191,22359.601719,96.180809,3.970845,2518.355572
341,23771136993,23771218584,23771138001,23771217252,749.226280,2.867963,25374.757222,97.132037,2.952644,3386.794872
342,23771218589,23771290307,23771219743,23771288906,818.065447,3.562564,22144.759482,96.437436,3.694172,2706.966732
343,23771290312,23771360988,23771291440,23771359756,755.629923,3.339182,21873.565184,96.660818,3.454535,2894.745763
344,23771360994,23771432777,23771362135,23771431483,779.643586,3.392168,22203.993184,96.607832,3.511276,2847.967146
345,23771432782,23771504108,23771433800,23771502684,781.884861,3.423716,22055.428657,96.576284,3.545090,2820.802621
346,23771504113,23771579656,23771505277,23771578350,790.849962,3.269661,23396.671770,96.730339,3.380181,2958.421053
347,23771579661,23771651851,23771580801,23771649731,1043.793877,4.515861,22070.157037,95.484139,4.729436,2114.417178
348,23771651857,23771725504,23771652968,23771723949,853.605667,3.619971,22726.850669,96.380029,3.755935,2662.453113
349,23771725511,23771797254,23771726588,23771795743,828.631458,3.607321,22142.198025,96.392679,3.742318,2672.140649
350,23771797261,23771873225,23771798362,23771871500,904.834815,3.720183,23417.483611,96.279817,3.863928,2588.039632
351,23771873232,23771943542,23771874435,23771942158,828.311276,3.679420,21683.697156,96.320580,3.819973,2617.819869
352,23771943547,23772015210,23771945011,23772013890,891.387164,3.884850,22053.827746,96.115150,4.041871,2474.102011
353,23772015216,23772085060,23772016241,23772083796,732.896989,3.277304,21629.906552,96.722696,3.388350,2951.288772
354,23772085066,23772155173,23772085937,23772153962,666.619280,2.969746,21780.392172,97.030254,3.060639,3267.291066
355,23772155180,23772226832,23772156314,23772225597,758.511563,3.306258,22183.181343,96.693742,3.419309,2924.567328
356,23772226837,23772301392,23772227907,23772299838,840.158016,3.519549,23031.023731,96.480451,3.647940,2741.272866
357,23772301398,23772374548,23772302392,23772373144,767.796846,3.278195,22653.528952,96.721805,3.389303,2950.458716
358,23772374554,23772442995,23772375727,23772441617,816.784718,3.727298,21096.803237,96.272702,3.871604,2582.908663
359,23772443001,23772512958,23772444157,23772511393,871.215687,3.889532,21527.768439,96.110468,4.046939,2471.003308
360,23772512967,23772583247,23772514368,23772582041,834.714919,3.709448,21667.688048,96.290552,3.852349,2595.818949
361,23772583253,23772654131,23772584263,23772652485,850.403846,3.747284,21843.468060,96.252716,3.893172,2568.599398
362,23772654136,23772724205,23772655592,23772723010,848.802935,3.783413,21586.041594,96.216587,3.932184,2543.115805
363,23772724211,23772797794,23772725225,23772796522,731.936443,3.106696,22828.028235,96.893304,3.206306,3118.853893
364,23772797800,23772872787,23772798953,23772871526,772.919760,3.219225,23236.580685,96.780775,3.326306,3006.338028
365,23772872793,23772942820,23772873927,23772941609,750.827191,3.348708,21670.569687,96.651292,3.464732,2886.226013
366,23772942825,23773021275,23772943916,23773019904,788.288505,3.138305,24330.002798,96.861695,3.239985,3086.433794
367,23773021280,23773094829,23773022711,23773093426,907.396272,3.853214,22641.682212,96.146786,4.007636,2495.236415
368,23773094835,23773169123,23773096277,23773167623,941.975947,3.960263,22843.717161,96.039737,4.123567,2425.084976
369,23773169162,23773242681,23773170163,23773241467,709.203508,3.012827,22830.269510,96.987173,3.106418,3219.142212
370,23773242687,23773316015,23773243822,23773314745,770.038121,3.279784,22708.280103,96.720216,3.391002,2948.981289
371,23773316020,23773389723,23773317084,23773388554,714.966788,3.029727,22883.419751,96.970273,3.124388,3200.626959
372,23773389728,23773461579,23773390751,23773460180,775.481218,3.370865,22229.927940,96.629135,3.488456,2866.597853
373,23773461586,23773532824,23773462761,23773531475,808.139799,3.543053,22000.997688,96.456947,3.673196,2722.424723
374,23773532829,23773607613,23773534246,23773606369,852.004757,3.558248,23092.498708,96.441752,3.689530,2710.372041
375,23773607619,23773681828,23773608664,23773680618,722.010795,3.038715,23038.387921,96.961285,3.133947,3190.864745
376,23773681835,23773748454,23773682903,23773747074,783.805954,3.674627,20546.410085,96.325373,3.814807,2621.364379
377,23773748461,23773823793,23773749814,23773822258,924.686109,3.833696,23195.277185,96.166304,3.986528,2508.448753
378,23773823799,23773895701,23773825300,23773894431,887.224795,3.853857,22134.513653,96.146143,4.008332,2494.803320
379,23773895707,23773966888,23773896912,23773965453,845.280931,3.708855,21945.606172,96.291145,3.851709,2596.250000
380,23773966894,23774039558,23773968127,23774038027,884.983520,3.803809,22380.733742,96.196191,3.954220,2528.943560
381,23774039564,23774115306,23774040953,23774113887,899.071536,3.707322,23352.166449,96.292678,3.850056,2597.364672
382,23774115312,23774187267,23774116486,23774185529,932.370482,4.046974,22106.337622,95.953026,4.217661,2370.982143
383,23774187303,23774261256,23774188725,23774259790,924.686109,3.905183,22753.745971,96.094817,4.063885,2460.699446
384,23774261262,23774335597,23774262656,23774334076,933.331028,3.921437,22867.410642,96.078563,4.081490,2450.085763
385,23774335602,23774410261,23774336977,23774408853,891.066981,3.727615,23013.413712,96.272385,3.871946,2582.680561
386,23774410267,23774484956,23774411661,23774483602,879.860605,3.679257,23034.225553,96.320743,3.819797,2617.940320
387,23774484962,23774558060,23774486408,23774556604,929.168660,3.970013,22475.507665,96.029987,4.134139,2418.883529
388,23774558065,23774631867,23774559435,23774630239,959.906148,4.062221,22670.178425,95.937779,4.234224,2361.707805
389,23774631875,23774705245,23774633347,23774704052,853.285485,3.632275,22638.480390,96.367725,3.769182,2653.095685
390,23774705250,23774776786,23774706419,23774775395,819.666357,3.578618,22084.885416,96.421382,3.711436,2694.375000
391,23774776792,23774848041,23774778176,23774846867,819.025993,3.590226,21993.633498,96.409774,3.723923,2685.340109
392,23774848046,23774914148,23774849097,23774912716,795.012330,3.756316,20369.669527,96.243684,3.902922,2562.182843
393,23774914153,23774988945,23774915515,23774987377,938.133761,3.917531,23008.931161,96.082469,4.077259,2452.627986
394,23774988953,23775063871,23774990034,23775062402,816.464536,3.403721,23170.943340,96.596279,3.523657,2837.960784
395,23775063878,23775136116,23775064963,23775134571,842.079109,3.640743,22287.240548,96.359257,3.778301,2646.692015
396,23775136151,23775194901,23775137261,23775193529,794.692148,4.224681,18016.010389,95.775319,4.411033,2267.042707
397,23775194907,23775269284,23775195953,23775267568,884.343156,3.713514,22929.846165,96.286486,3.856734,2592.867487
398,23775269290,23775344710,23775270819,23775343450,892.988074,3.697958,23255.151251,96.302042,3.839958,2604.195052
399,23775344716,23775416727,23775345858,23775415273,831.192916,3.605005,22225.445389,96.394995,3.739826,2673.921418
400,23775416733,23775494177,23775417957,23775492704,863.531315,3.482516,23932.656724,96.517484,3.608172,2771.486837
401,23775494183,23775564130,23775495294,23775562689,817.104900,3.648477,21578.677404,96.351523,3.786631,2640.869906
402,23775564139,23775632458,23775565332,23775631094,818.705811,3.742736,21055.819919,96.257264,3.888264,2571.842002
403,23775632464,23775702326,23775633634,23775700807,860.969857,3.849017,21507.596962,96.150983,4.003096,2498.066196
404,23775702331,23775774396,23775703755,23775773147,855.846943,3.709151,22218.081199,96.290849,3.852029,2596.034418
405,23775774402,23775844630,23775775705,23775843370,820.626904,3.649541,21665.126590,96.350459,3.787778,2640.070230
406,23775844636,23775915038,23775845783,23775913785,768.437210,3.408994,21773.027982,96.591006,3.529308,2833.416667
407,23775915044,23775986874,23775916176,23775985652,753.708830,3.277182,22244.976502,96.722818,3.388220,2951.401869
408,23775986880,23776059210,23775988035,23776057793,823.508543,3.555924,22335.267874,96.444076,3.687032,2712.208398
409,23776059216,23776132159,23776060614,23776130678,921.804470,3.946917,22433.243618,96.053083,4.109100,2433.622786
410,23776132164,23776204499,23776133576,23776202915,959.265784,4.141840,22201.111544,95.858160,4.320801,2314.385848
411,23776204560,23776272461,23776206140,23776270874,1014.016935,4.664143,20726.672648,95.335857,4.892329,2044.016419
412,23776272467,23776346864,23776274030,23776345150,1049.236974,4.404748,22771.355991,95.595252,4.607705,2170.277693
413,23776346870,23776418353,23776348330,23776416907,930.449388,4.065302,21957.132730,95.934698,4.237572,2359.841707
414,23776418359,23776492911,23776419584,23776491707,777.722493,3.258129,23092.498708,96.741871,3.367858,2969.246604
415,23776492916,23776571123,23776493918,23776569775,752.428101,3.004846,24288.058934,96.995154,3.097934,3227.957447
416,23776571131,23776645123,23776572309,23776643251,976.555621,4.122067,22714.363564,95.877933,4.299287,2325.967213
417,23776645129,23776718025,23776646627,23776716386,1004.411470,4.303391,22335.588056,95.696609,4.496911,2223.748805
418,23776718033,23776787918,23776719172,23776786481,824.789272,3.686056,21551.141738,96.313944,3.827126,2612.927019
419,23776787928,23776861848,23776789040,23776860164,895.229350,3.782468,22772.636719,96.217532,3.931162,2543.776824
420,23776861855,23776929906,23776862851,23776928395,802.696702,3.684002,20986.020206,96.315998,3.824912,2614.439569
421,23776929914,23777000598,23776930813,23776998765,874.737691,3.865090,21757.018873,96.134910,4.020485,2487.262079
422,23777000636,23777073181,23777001784,23777071742,828.311276,3.566062,22399.304308,96.433938,3.697933,2704.213375
423,23777073188,23777144936,23777074150,23777143033,917.321919,3.993143,22055.108475,96.006857,4.159227,2404.293194
424,23777144943,23777214078,23777146445,23777212790,893.308257,4.035583,21242.486125,95.964417,4.205291,2377.956989
425,23777214084,23777287040,23777215068,23777285721,737.379539,3.156697,22621.830917,96.843303,3.259593,3067.867998
426,23777287045,23777357275,23777288141,23777355945,776.761946,3.454364,21709.631912,96.545636,3.577960,2794.888706
427,23777357281,23777431871,23777358301,23777430578,740.581361,3.100952,23141.806762,96.899048,3.200188,3124.816256
428,23777431877,23777505872,23777433026,23777504777,718.488791,3.032637,22973.390941,96.967363,3.127483,3197.459893
429,23777505878,23777579253,23777506673,23777577833,709.203508,3.018739,22784.163278,96.981261,3.112704,3212.641084
430,23777579259,23777653557,23777580330,23777652151,793.091237,3.333872,22995.803692,96.666128,3.448852,2899.515543
431,23777653562,23777727167,23777654781,23777725769,837.916741,3.555465,22729.091944,96.444535,3.686539,2712.571647
432,23777727173,23777799624,23777728611,23777798395,853.925850,3.681109,22343.592610,96.318891,3.821793,2616.572928
433,23777799629,23777881929,23777800731,23777880384,847.522206,3.216282,25503.470455,96.783718,3.323164,3009.180204
434,23777881935,23777959401,23777883373,23777957922,933.971392,3.765523,23869.260655,96.234477,3.912863,2555.673637
435,23777959438,23778028102,23777960454,23778026625,798.214152,3.630724,21186.774427,96.369276,3.767511,2654.271961
436,23778028107,23778103282,23778029541,23778101687,969.831795,4.029265,23099.862898,95.970735,4.198431,2381.842192
437,23778103287,23778177729,23778104845,23778176535,881.141334,3.696838,22953.859828,96.303162,3.838750,2605.014535
438,23778177734,23778247314,23778178732,23778246015,735.458446,3.301236,21542.817001,96.698764,3.413938,2929.168481
439,23778247322,23778322020,23778248575,23778320453,902.913722,3.775201,23014.054076,96.224799,3.923315,2548.865248
440,23778322056,23778393797,23778323065,23778392280,808.780164,3.520999,22161.408955,96.479001,3.649498,2740.102930
441,23778393804,23778463918,23778394863,23778461962,965.349245,4.300140,21483.903482,95.699860,4.493361,2225.505804
442,23778463925,23778537819,23778465364,23778536067,1021.701307,4.318348,22637.840025,95.681652,4.513246,2215.700407
443,23778537854,23778613511,23778539337,23778612086,931.089753,3.843663,23292.932747,96.156337,3.997306,2501.685007
444,23778613517,23778690392,23778614625,23778688563,940.375036,3.820488,23673.629348,96.179512,3.972247,2517.466803
445,23778690398,23778760126,23778691704,23778759072,755.629923,3.384580,21570.032486,96.615420,3.503147,2854.576271
446,23778760132,23778833111,23778760922,23778832098,577.288454,2.470574,22789.286192,97.529426,2.533157,3947.642818
447,23778833116,23778902161,23778833878,23778900750,695.755857,3.147223,21411.222129,96.852777,3.249492,3077.404510
448,23778902167,23778974660,23778903349,23778973478,756.910652,3.261005,22454.055459,96.738995,3.370931,2966.539763
449,23778974666,23779049515,23778975804,23779048323,746.024458,3.112934,23219.290848,96.887066,3.212951,3112.403433
450,23779049520,23779120997,23779050619,23779119636,787.648140,3.441667,22098.012885,96.558333,3.564339,2805.569106
451,23779121003,23779192574,23779122021,23779191385,706.642051,3.083651,22209.116099,96.916349,3.181766,3142.908926
452,23779192580,23779261342,23779193359,23779260048,663.737640,3.014747,21352.628792,96.985253,3.108459,3217.028461
453,23779261348,23779335339,23779262481,23779334097,760.432656,3.209850,22930.166347,96.790150,3.316298,3015.410526
454,23779335348,23779406937,23779336416,23779404723,1050.837885,4.584503,21870.683544,95.415497,4.804778,2081.261426
455,23779406945,23779476452,23779408276,23779474936,911.558640,4.095990,21343.343509,95.904010,4.270927,2341.412013
456,23779476458,23779546172,23779477592,23779544739,821.907633,3.682187,21499.272226,96.317813,3.822956,2615.777172
457,23779546177,23779614712,23779547270,23779613377,777.402311,3.542715,21166.282768,96.457285,3.672833,2722.693575
458,23779614720,23779684671,23779615870,23779683274,815.503989,3.641120,21581.559044,96.358880,3.778707,2646.407538
459,23779684676,23779753655,23779685828,23779752365,781.884861,3.540208,21303.961102,96.459792,3.670138,2724.692875
460,23779753664,23779822080,23779754656,23779820729,750.186826,3.424638,21155.396574,96.575362,3.546078,2820.017072
461,23779822085,23779892093,23779823151,23779890693,789.569233,3.522455,21625.744183,96.477545,3.651062,2738.929440
462,23779892103,23779958441,23779893163,23779957058,782.205043,3.682655,20458.039806,96.317345,3.823460,2615.431846
463,23779958446,23780028591,23779959565,23780027432,729.374985,3.247559,21729.803389,96.752441,3.356565,2979.236172
464,23780028596,23780098823,23780029545,23780097291,794.371966,3.532829,21691.061346,96.467171,3.662209,2730.592503
465,23780098830,23780173084,23780099984,23780171888,752.428101,3.164813,23022.378813,96.835187,3.268247,3059.744681
466,23780173089,23780242503,23780174090,23780241197,738.660268,3.323537,21486.464939,96.676463,3.437793,2908.842653
467,23780242510,23780310017,23780243787,23780308673,839.197470,3.882560,20775.340338,96.117440,4.039392,2475.619992
468,23780310023,23780380084,23780311030,23780378730,755.950105,3.369920,21676.332966,96.630080,3.487445,2867.429055
469,23780380089,23780457157,23780381089,23780455369,892.667892,3.617584,23783.131651,96.382416,3.753366,2664.275466
470,23780457164,23780529729,23780458678,23780528452,893.628439,3.846207,22340.390789,96.153793,4.000057,2499.964171
471,23780529734,23780597818,23780530644,23780596648,665.978915,3.055050,21133.304005,96.944950,3.151324,3173.269231
472,23780597824,23780664624,23780598960,23780663261,800.135245,3.741018,20588.033768,96.258982,3.886409,2573.069228
473,23780664629,23780736254,23780666204,23780734904,936.532850,4.083770,21996.515137,95.916230,4.257642,2348.717949
474,23780736260,23780806252,23780737388,23780804660,870.895505,3.886158,21539.294997,96.113842,4.043287,2473.235294
475,23780806286,23780879499,23780807724,23780878086,912.839369,3.894117,22528.657905,96.105883,4.051903,2467.976149
476,23780879505,23780951965,23780880462,23780950498,776.121582,3.345294,22424.278518,96.654706,3.461077,2889.273927
477,23780951970,23781026073,23780953197,23781024595,866.092772,3.650325,22860.366634,96.349675,3.788622,2639.482440
478,23781026079,23781099348,23781027340,23781097781,905.475179,3.859750,22553.952297,96.140250,4.014707,2490.841584
479,23781099353,23781172712,23781100763,23781171628,798.534334,3.399719,22689.709537,96.600281,3.519368,2841.419407
480,23781172718,23781244680,23781173592,23781243518,651.890900,2.829271,22389.058479,97.170729,2.911649,3434.479371
481,23781244685,23781316839,23781245803,23781315339,838.236923,3.628350,22264.187432,96.371650,3.764956,2656.073338
482,23781316845,23781386744,23781318118,23781385419,831.833280,3.716791,21548.580280,96.283209,3.860270,2590.492687
483,23781386749,23781460662,23781388183,23781458987,995.446369,4.206297,22670.178425,95.793703,4.390995,2277.388228
484,23781460698,23781534543,23781462007,23781532987,917.321919,3.879748,22726.530487,96.120252,4.036348,2477.486911
485,23781534549,23781605082,23781535939,23781603544,937.493396,4.151248,21645.915660,95.848752,4.331041,2308.913934
486,23781605089,23781679415,23781606073,23781677993,770.358303,3.237091,23027.501727,96.762909,3.345384,2989.193682
487,23781679422,23781751543,23781680424,23781750001,814.543443,3.527405,22277.314901,96.472595,3.656381,2734.944969
488,23781751550,23781821701,23781752572,23781820254,790.529780,3.519551,21670.569687,96.480449,3.647942,2741.271770
489,23781821708,23781891040,23781822733,23781889810,722.010795,3.252466,21476.859474,96.747534,3.361808,2974.589800
490,23781891046,23781957972,23781892088,23781956605,771.318850,3.599498,20657.193117,96.400502,3.733900,2678.165214
491,23781957978,23782025560,23781959042,23782024054,822.868179,3.802788,20815.683291,96.197212,3.953116,2529.649805
492,23782025565,23782095863,23782027098,23782094512,923.405381,4.102535,21584.760866,95.897465,4.278043,2337.517337
493,23782095870,23782168746,23782097328,23782167422,890.746799,3.817443,22442.849083,96.182557,3.968956,2519.554277
494,23782168751,23782239731,23782169859,23782238188,848.802935,3.734855,21877.727552,96.265145,3.879758,2577.480196
495,23782239738,23782311789,23782240914,23782310571,766.516117,3.322646,22302.929475,96.677354,3.436841,2909.649123
496,23782311794,23782385448,23782312802,23782384040,773.560125,3.280202,22809.137487,96.719798,3.391448,2948.592715
497,23782385454,23782453200,23782386640,23782451913,791.810509,3.650400,20899.250838,96.349600,3.788703,2639.425799
498,23782453207,23782523027,23782454659,23782521363,997.687644,4.462905,21357.431524,95.537095,4.671384,2140.693196
499,23782523033,23782592673,23782524307,23782591357,829.271822,3.719127,21468.214555,96.280873,3.862789,2588.803089
500,23782592679,23782666067,23782593833,23782664921,736.418993,3.134027,22761.110161,96.865973,3.235427,3090.782609
501,23782666073,23782738359,23782666879,23782736856,739.300632,3.194256,22405.387769,96.805744,3.299656,3030.619316
502,23782738368,23782808756,23782739805,23782807331,916.361373,4.066034,21620.621269,95.933966,4.238367,2359.399022
503,23782808761,23782877529,23782809852,23782876124,799.174698,3.629595,21219.112826,96.370405,3.766296,2655.128205
504,23782877534,23782945826,23782878635,23782944614,740.581361,3.386927,21125.299450,96.613073,3.505661,2852.529183
505,23782945832,23783020626,23782946783,23783019042,811.661803,3.389309,23136.043483,96.610691,3.508214,2850.453649
