统计序号,client发送时间(us),client接收时间(us),server发送时间(us),server接收时间(us),本地总线间隔时间(us),占比百分比(%),服务端间隔时间(us),占比百分比(%),对比百分比1 L/S(%),对比百分比2 S/L(%)
62,24512577258,24512631953,24512578301,24512630412,827.350729,4.724381,16685.013105,95.275619,4.958646,2016.679567
63,24512631960,24512688185,24512632890,24512686647,790.209598,4.389506,17212.032958,95.610494,4.591030,2178.160454
64,24512688195,24512744365,24512689126,24512742884,772.279396,4.294107,17212.353140,95.705893,4.486774,2228.772803
65,24512744372,24512800630,24512745283,24512799139,769.077574,4.269615,17243.730993,95.730385,4.460042,2242.131557
66,24512800638,24512856731,24512801668,24512855272,796.933423,4.437274,17163.045086,95.562726,4.643310,2153.635998
67,24512856739,24512910222,24512857633,24512908773,750.186826,4.380831,16374.116217,95.619169,4.581541,2182.671788
68,24512910229,24512965508,24512911140,24512964098,743.142819,4.198701,16956.207404,95.801299,4.382718,2281.688927
69,24512965517,24513019278,24512966436,24513017755,781.884861,4.542326,16431.428826,95.457674,4.758472,2101.515152
70,24513019285,24513074841,24513020214,24513073326,782.525226,4.399165,17005.515458,95.600835,4.601597,2173.158756
71,24513074848,24513129962,24513075846,24513128438,807.499435,4.575970,16839.020729,95.424030,4.795406,2085.329104
72,24513129969,24513188225,24513130977,24513186710,807.819617,4.330884,17844.712928,95.669116,4.526941,2208.997226
73,24513188260,24513244211,24513189360,24513242790,807.179253,4.505728,17107.333388,95.494272,4.718323,2119.397065
74,24513244246,24513301581,24513245354,24513300105,827.350729,4.506846,17530.294036,95.493154,4.719549,2118.846749
75,24513301590,24513359326,24513302717,24513357876,825.109454,4.463420,17660.928362,95.536580,4.671948,2140.434614
76,24513359332,24513412574,24513360429,24513411135,811.981985,4.763157,16235.157155,95.236843,5.001381,1999.447950
77,24513412580,24513469317,24513414013,24513467817,939.094307,5.169466,17227.081520,94.830534,5.451268,1834.435731
78,24513469325,24513523120,24513470382,24513521636,813.582896,4.723487,16410.616985,95.276513,4.957662,2017.079890
79,24513523127,24513578232,24513524076,24513576754,777.082129,4.404319,16866.556396,95.595681,4.607236,2170.498558
80,24513578239,24513639894,24513579429,24513637718,1077.733187,5.459411,18663.098557,94.540589,5.774674,1731.699346
81,24513639901,24513697688,24513641058,24513696133,868.334047,4.693097,17634.033059,95.306903,4.924194,2030.789086
82,24513697695,24513753938,24513698705,24513752505,782.205043,4.343652,17225.800792,95.656348,4.540892,2202.210397
83,24513753948,24513812464,24513755095,24513811017,830.552551,4.432976,17905.227358,95.567024,4.638604,2155.821126
84,24513812472,24513866028,24513813443,24513864520,793.731602,4.628800,16353.944740,95.371200,4.853457,2060.387253
85,24513866035,24513924668,24513867112,24513923136,835.355284,4.449713,17937.885940,95.550287,4.656933,2147.336144
86,24513924675,24513980801,24513925679,24513979248,818.705811,4.555821,17151.838710,95.444179,4.773283,2094.994134
87,24513980814,24514037344,24513981943,24514035870,833.434191,4.604635,17266.463927,95.395365,4.826896,2071.724933
88,24514037350,24514093675,24514038457,24514092229,817.425082,4.532623,17216.835691,95.467377,4.747824,2106.227967
89,24514093684,24514149746,24514094753,24514148294,807.179253,4.496807,17142.873609,95.503193,4.708541,2123.800079
90,24514149754,24514206728,24514150884,24514205292,821.587450,4.503809,17420.471551,95.496191,4.716218,2120.342946
91,24514206735,24514262233,24514207809,24514260807,800.455427,4.504667,16969.014691,95.495333,4.717159,2119.920000
92,24514262239,24514315613,24514263299,24514314026,847.522206,4.959344,16241.880981,95.040656,5.218128,1916.395920
93,24514315619,24514372019,24514316544,24514370466,793.411419,4.393617,17264.863016,95.606383,4.595527,2176.029056
94,24514372026,24514430067,24514373045,24514428594,797.893970,4.293517,17785.799408,95.706483,4.486129,2229.093098
95,24514430074,24514485423,24514431129,24514483907,823.188361,4.645070,16898.574613,95.354930,4.871348,2052.819914
96,24514485429,24514540345,24514486365,24514538862,774.520671,4.404909,16808.603423,95.595091,4.607882,2170.194295
97,24514540352,24514596504,24514541347,24514595028,791.170144,4.400556,17187.699113,95.599444,4.603118,2172.440308
98,24514596513,24514652169,24514597434,24514650669,775.161036,4.349935,17044.897865,95.650065,4.547760,2198.884758
99,24514652175,24514705893,24514653155,24514704371,801.095791,4.657657,16398.450062,95.342343,4.885192,2047.002398
100,24514705899,24514762353,24514706912,24514760774,829.912187,4.591349,17245.652086,95.408651,4.812298,2078.009259
101,24514762360,24514818793,24514763299,24514816913,902.593540,4.995304,17166.246908,95.004696,5.257955,1901.880099
102,24514818802,24514874505,24514819893,24514873069,809.100346,4.536560,17026.007117,95.463440,4.752144,2104.313415
103,24514874513,24514930693,24514875509,24514929265,776.121582,4.314703,17211.712776,95.685297,4.509264,2217.656766
104,24514930700,24514986108,24514931662,24514984597,791.810509,4.463254,16948.843214,95.536746,4.671767,2140.517590
105,24514986115,24515040080,24514987021,24515038565,775.161036,4.486241,16503.469814,95.513759,4.696958,2129.037588
106,24515040091,24515095415,24515041208,24515093864,854.246032,4.822500,16859.512388,95.177500,5.066849,1973.613193
107,24515095422,24515239760,24515096576,24515238288,840.798381,1.819341,45373.655795,98.180659,1.853054,5396.496573
108,24515239766,24515297044,24515240752,24515295861,694.475129,3.786794,17644.919253,96.213206,3.935836,2540.756109
109,24515297050,24515349557,24515298406,24515348235,857.447854,5.100272,15954.357391,94.899728,5.374380,1860.679612
110,24515349563,24515401756,24515350705,24515400629,726.493346,4.347326,15984.774697,95.652674,4.544908,2200.264434
111,24515401761,24515456628,24515402559,24515455312,676.865109,3.852954,16890.570059,96.147046,4.007355,2495.411542
112,24515456633,24515511653,24515458050,24515510299,887.224795,5.036350,16729.198245,94.963650,5.303451,1885.564778
113,24515511658,24515566989,24515512904,24515565914,743.142819,4.194755,16972.856877,95.805245,4.378419,2283.929341
114,24515566995,24515622341,24515567791,24515620811,744.743729,4.202652,16976.058698,95.797348,4.387024,2279.449699
115,24515622346,24515679100,24515623715,24515677966,801.415974,4.410262,17370.202951,95.589738,4.613740,2167.439073
116,24515679106,24515734572,24515680157,24515732948,856.487307,4.822774,16902.736981,95.177226,5.067152,1973.495327
117,24515734579,24515789659,24515735688,24515788222,815.183807,4.622367,16820.450163,95.377633,4.846385,2063.393559
118,24515789665,24515845392,24515791094,24515843998,903.874268,5.065767,16938.917567,94.934233,5.336080,1874.034715
119,24515845398,24515902266,24515846484,24515900924,777.402311,4.269536,17430.717381,95.730464,4.459956,2242.174629
120,24515902272,24515959245,24515903360,24515957637,863.211133,4.732066,17378.527687,95.267934,4.967113,2013.241840
121,24515959252,24516017847,24515960293,24516016352,811.981985,4.328014,17949.092316,95.671986,4.523805,2210.528391
122,24516017883,24516075614,24516018958,24516074050,844.960749,4.571201,17639.476156,95.428799,4.790169,2087.608943
123,24516075621,24516132856,24516076644,24516131108,887.224795,4.841443,17438.401753,95.158557,5.087764,1965.499820
124,24516132865,24516189611,24516134426,24516188563,835.355284,4.597681,17333.702183,95.402319,4.819255,2075.009582
125,24516189617,24516245389,24516190442,24516244296,614.109404,3.439002,17243.090629,96.560998,3.561481,2807.820647
126,24516245395,24516303693,24516246298,24516302322,728.094257,3.900648,17937.885940,96.099352,4.058975,2463.676341
127,24516303699,24516344975,24516304855,24516343603,809.420528,6.124624,12406.418756,93.875376,6.524208,1532.753165
128,24516344984,24516401534,24516346148,24516400152,815.183807,4.502210,17291.117954,95.497790,4.714466,2121.131186
129,24516401539,24516457757,24516402553,24516456432,748.906098,4.160589,17251.095183,95.839411,4.341209,2303.505772
130,24516457763,24516513794,24516458792,24516512469,753.708830,4.201246,17186.418385,95.798754,4.385491,2280.246389
131,24516513810,24516566619,24516514796,24516565206,768.117028,4.542786,16140.383232,95.457214,4.758976,2101.292205
132,24516566624,24516621158,24516567719,24516619663,829.271822,4.749331,16631.542683,95.250669,4.986139,2005.559846
133,24516621164,24516676581,24516622463,24516675239,845.601113,4.765686,16897.934249,95.234314,5.004169,1998.333964
134,24516676586,24516731666,24516677746,24516730483,750.186826,4.253813,16885.447144,95.746187,4.442801,2250.832266
135,24516731671,24516785766,24516732637,24516784383,752.107919,4.342361,16568.146613,95.657639,4.539481,2202.894849
136,24516785772,24516840157,24516786747,24516838781,752.748284,4.322883,16660.359078,95.677117,4.518200,2213.270949
137,24516840162,24516895200,24516841312,24516894035,741.221726,4.206185,16880.964594,95.793815,4.390873,2277.451404
138,24516895207,24516950921,24516896411,24516949594,810.381074,4.542844,17028.248392,95.457156,4.759040,2101.264322
139,24516950927,24517005475,24516951926,24517004182,733.857536,4.201804,16731.439520,95.798196,4.386099,2279.930192
140,24517005480,24517060321,24517006639,24517059252,713.365877,4.062654,16845.744555,95.937346,4.234695,2361.445242
141,24517060326,24517116251,24517061087,24517115180,586.573737,3.275816,17319.614168,96.724184,3.386760,2952.674672
142,24517116257,24517170117,24517117022,24517168709,695.755857,4.034534,16549.255865,95.965466,4.204152,2378.601012
143,24517170122,24517225465,24517171280,24517224146,793.091237,4.475724,16926.750644,95.524276,4.685431,2134.275333
144,24517225470,24517280986,24517226606,24517279321,896.830261,5.045392,16878.403136,94.954608,5.313478,1882.006426
145,24517280992,24517336548,24517282043,24517335297,737.059357,4.143567,17050.981326,95.856433,4.322680,2313.379670
146,24517336553,24517392311,24517337708,24517390955,803.977431,4.503390,17048.740051,95.496610,4.715759,2120.549582
147,24517392320,24517432434,24517393653,24517430873,926.607202,7.214439,11917.180399,92.785561,7.775390,1286.109191
148,24517432440,24517487992,24517433827,24517486621,883.062427,4.964718,16903.697528,95.035282,5.224078,1914.213198
149,24517487998,24517543074,24517489100,24517541633,814.223260,4.617256,16820.129981,95.382744,4.840767,2065.788439
150,24517543080,24517597869,24517544045,24517596502,746.664822,4.256329,16795.796136,95.743671,4.445546,2249.442539
151,24517597879,24517652735,24517598993,24517651456,766.195935,4.362330,16797.717229,95.637670,4.561310,2192.352695
152,24517652740,24517707976,24517653884,24517706777,750.186826,4.241799,16935.395563,95.758201,4.429698,2257.490397
153,24517708010,24517763344,24517709087,24517761923,799.815063,4.514403,16917.145179,95.485597,4.727837,2115.132106
154,24517763350,24517818640,24517764300,24517817262,745.384094,4.210526,16957.488132,95.789474,4.395604,2275.000000
155,24517818646,24517873048,24517819688,24517871702,764.595024,4.389545,16653.955434,95.610455,4.591072,2178.140704
156,24517873053,24517927403,24517874110,24517926199,723.931888,4.160074,16677.969097,95.839926,4.340648,2303.803627
157,24517927410,24517982486,24517928419,24517981070,776.441764,4.403007,16857.911477,95.596993,4.605800,2171.175258
158,24517982492,24518038175,24517984032,24518036885,906.115543,5.082341,16922.588276,94.917659,5.354474,1867.597173
159,24518038180,24518092264,24518039158,24518091004,716.567698,4.138008,16600.164830,95.861992,4.316630,2316.621984
160,24518092270,24518147964,24518093307,24518146522,793.731602,4.451108,17038.494222,95.548892,4.658461,2146.631706
161,24518147971,24518203127,24518149042,24518201966,714.646605,4.046704,16945.321210,95.953296,4.217368,2371.146953
162,24518203133,24518257699,24518204120,24518256506,697.997132,3.995162,16773.063202,96.004838,4.161417,2403.027523
163,24518257705,24518313060,24518258868,24518311653,822.868179,4.642760,16900.815888,95.357240,4.868807,2053.891051
164,24518313066,24518367755,24518314071,24518366517,718.168609,4.101373,16792.274132,95.898627,4.276780,2338.207757
165,24518367761,24518420560,24518368830,24518419146,795.012330,4.702741,16110.286108,95.297259,4.934812,2026.419654
166,24518420566,24518475374,24518421577,24518473984,768.757392,4.380747,16779.787028,95.619253,4.581449,2182.715535
167,24518475380,24518513058,24518476414,24518511440,849.123117,7.038590,11214.700716,92.961410,7.571518,1320.739065
168,24518513064,24518567228,24518514024,24518566185,641.324888,3.698028,16701.022214,96.301972,3.840034,2604.143784
169,24518567234,24518619380,24518568216,24518618178,699.277861,4.188241,15996.941620,95.811759,4.371322,2287.637363
170,24518619386,24518674695,24518620544,24518673167,860.009311,4.856352,16848.946377,95.143648,5.104232,1959.158600
171,24518674700,24518730248,24518676020,24518728970,831.833280,4.677036,16953.645946,95.322964,4.906516,2038.106236
172,24518730254,24518785096,24518731404,24518783911,747.625369,4.257686,16811.805245,95.742314,4.447026,2248.693790
173,24518785101,24518841440,24518786209,24518839584,949.019954,5.261009,17089.723369,94.738991,5.553162,1800.775978
174,24518841448,24518897255,24518842887,24518895898,895.229350,5.010124,16973.177059,94.989876,5.274377,1895.958512
175,24518897261,24518952559,24518898340,24518951151,796.293059,4.497450,16909.140625,95.502550,4.709246,2123.482107
176,24518952565,24519005047,24518953712,24519003860,747.305187,4.447239,16056.495504,95.552761,4.654223,2148.586118
177,24519005053,24519059476,24519005941,24519058153,707.922780,4.062621,16717.351504,95.937379,4.234659,2361.465400
178,24519059482,24519114775,24519060570,24519113323,813.262714,4.593710,16890.570059,95.406290,4.814892,2076.889764
179,24519114780,24519169327,24519115895,24519167974,790.209598,4.524538,16674.767276,95.475462,4.738954,2110.170178
180,24519169332,24519225064,24519170427,24519223874,731.616260,4.099978,17112.776485,95.900022,4.275263,2339.037199
181,24519225070,24519279064,24519226078,24519277426,847.202024,4.900545,16440.714109,95.099455,5.153073,1940.589569
182,24519279071,24519334892,24519280126,24519333419,809.420528,4.528762,17063.468431,95.471238,4.743587,2108.109177
183,24519334899,24519391126,24519335830,24519389618,780.924315,4.337774,17221.958606,95.662226,4.534469,2205.330053
184,24519391133,24519447546,24519392082,24519445882,836.636012,4.631911,17225.800792,95.368089,4.856877,2058.936089
185,24519447552,24519503403,24519449151,24519502050,945.177768,5.285492,16937.316656,94.714508,5.580446,1791.971545
186,24519503408,24519559479,24519504544,24519557985,842.079109,4.690482,17110.855392,95.309518,4.921315,2031.977186
187,24519559486,24519615622,24519560671,24519614357,784.446319,4.364401,17189.300024,95.635599,4.563573,2191.265306
188,24519615628,24519671347,24519616695,24519670010,769.717939,4.314507,17070.512439,95.685493,4.509050,2217.762063
189,24519671354,24519728014,24519672459,24519726559,819.666357,4.518179,17321.855443,95.481821,4.731978,2113.281250
190,24519728020,24519781520,24519729172,24519780021,848.802935,4.955140,16280.943205,95.044860,5.213475,1918.106375
191,24519781525,24519837445,24519782819,24519836002,876.338602,4.894492,17028.248392,95.105508,5.146381,1943.112897
192,24519837451,24519892589,24519838889,24519891348,857.768036,4.858718,16796.436501,95.141282,5.106845,1958.156028
193,24519892594,24519947036,24519893643,24519945511,824.148908,4.727967,16607.208838,95.272033,4.962597,2015.073815
194,24519947041,24520002564,24519948367,24520001091,896.189896,5.041154,16881.284776,94.958846,5.308778,1883.672740
195,24520002569,24520065313,24520003855,24520063838,884.022974,4.400421,19205.487154,95.599579,4.602971,2172.509960
196,24520065318,24520122312,24520066810,24520120800,961.827241,5.270730,17286.635404,94.729270,5.563993,1797.270306
197,24520122317,24520177642,24520123544,24520176198,855.206578,4.827836,16858.872024,95.172164,5.072739,1971.321602
198,24520177648,24520234065,24520179083,24520232614,924.045745,5.115479,17139.671788,94.884521,5.391269,1854.851005
199,24520234070,24520290043,24520235502,24520288490,955.743780,5.332928,16965.812869,94.667072,5.633351,1775.142379
200,24520290048,24520343653,24520291358,24520342110,913.479733,5.322265,16249.885535,94.677735,5.621453,1778.899404
201,24520343658,24520399916,24520345123,24520398276,994.165640,5.519215,17018.642927,94.480785,5.841627,1711.851852
202,24520399922,24520455595,24520401375,24520454050,959.906148,5.385016,16865.595849,94.614984,5.691505,1757.004670
203,24520455601,24520510490,24520456822,24520509075,844.000202,4.802419,16730.478973,95.197581,5.044686,1982.283763
204,24520510495,24520568047,24520511931,24520566285,1023.942582,5.556714,17403.181714,94.443286,5.883652,1699.624765
205,24520568056,24520624888,24520569593,24520623186,1037.070051,5.699254,17159.523082,94.300746,6.043700,1654.615622
206,24520624892,24520677794,24520626043,24520676423,807.499435,4.767306,16130.777767,95.232694,5.005955,1997.620936
207,24520677800,24520732345,24520678974,24520731117,769.077574,4.403703,16695.258935,95.596297,4.606563,2170.815987
208,24520732350,24520787698,24520733506,24520786301,817.425082,4.612633,16904.017710,95.387367,4.835685,2067.959264
209,24520787706,24520843255,24520789050,24520841761,908.677001,5.109003,16877.122408,94.890997,5.384075,1857.329105
210,24520843259,24520896650,24520844668,24520895288,887.224795,5.190013,16207.621488,94.809987,5.474121,1826.777337
211,24520896656,24520951337,24520897726,24520950136,727.133710,4.153179,16780.747574,95.846821,4.333143,2307.793923
212,24520951343,24521006311,24520952375,24521005062,730.335532,4.149687,16869.438035,95.850313,4.329341,2309.820254
213,24521006317,24521061574,24521007326,24521060376,706.642051,3.994064,16985.664163,96.005936,4.160226,2403.715451
214,24521061580,24521116122,24521062537,24521114915,692.874218,3.967585,16770.501745,96.032415,4.131506,2420.425139
215,24521116138,24521170836,24521117275,24521169836,684.229299,3.906907,16829.095082,96.093093,4.065752,2459.569490
216,24521170842,24521224898,24521171591,24521223475,695.435675,4.018055,16612.331752,95.981945,4.186262,2388.766114
217,24521224904,24521280785,24521226353,24521279059,1016.578392,5.681717,16875.521497,94.318283,6.023982,1660.031496
218,24521280790,24521336820,24521281940,24521335475,798.854516,4.452972,17140.952516,95.547028,4.660502,2145.691383
219,24521336826,24521392227,24521337949,24521391047,737.379539,4.156965,17001.032908,95.843035,4.337263,2305.601389
220,24521392232,24521447729,24521393229,24521446414,740.261179,4.165991,17028.888757,95.834009,4.347090,2300.389273
221,24521447734,24521503283,24521448778,24521502069,722.971342,4.064880,17062.828067,95.935120,4.237113,2360.097431
222,24521503288,24521559446,24521504299,24521557859,831.833280,4.626233,17148.957071,95.373767,4.850635,2061.585835
223,24521559452,24521615622,24521560881,24521614292,883.382609,4.911875,17101.249927,95.088125,5.165603,1935.882566
224,24521615627,24521670663,24521616780,24521669298,806.218706,4.575187,16815.327249,95.424813,4.794547,2085.702939
225,24521670673,24521726947,24521671676,24521725596,753.708830,4.183104,17264.222652,95.816896,4.365727,2290.569244
226,24521726952,24521781688,24521728102,24521780641,703.440229,4.013812,16822.051074,95.986188,4.181656,2391.397360
227,24521781693,24521836427,24521782662,24521835065,746.344640,4.258779,16778.506299,95.741221,4.448219,2248.090948
228,24521836436,24521888975,24521837491,24521887892,684.549481,4.069358,16137.501593,95.930642,4.241979,2357.390084
229,24521888980,24521944133,24521889876,24521942777,721.050249,4.083187,16937.957020,95.916813,4.257008,2349.067496
230,24521944140,24522000057,24521945713,24521998881,880.180788,4.916215,17023.445660,95.083785,5.170403,1934.085122
231,24522000064,24522055552,24522001012,24522054106,766.516117,4.314446,16999.752179,95.685554,4.508984,2217.794486
232,24522055558,24522110174,24522056770,24522108949,780.283950,4.462062,16706.785493,95.537938,4.670461,2141.116126
233,24522110180,24522164808,24522111261,24522163607,730.655714,4.177345,16760.255915,95.822655,4.359454,2293.865031
234,24522164813,24522219994,24522166288,24522218752,869.934958,4.923796,16798.037411,95.076204,5.178789,1930.953257
235,24522220000,24522276269,24522221381,24522275059,829.592005,4.604667,17186.738567,95.395333,4.826931,2071.709765
236,24522276274,24522331374,24522277484,24522329749,907.716454,5.145191,16734.321159,94.854809,5.424280,1843.562610
237,24522331379,24522386365,24522332765,24522385187,820.947086,4.663005,16784.589760,95.336995,4.891076,2044.539782
238,24522386371,24522442669,24522387485,24522441293,797.253605,4.422892,17228.362249,95.577108,4.627565,2160.963855
239,24522442675,24522499028,24522443828,24522497321,915.721009,5.075151,17127.504865,94.924849,5.346494,1870.384615
240,24522499035,24522554930,24522500360,24522553514,877.619330,4.903838,17018.963109,95.096162,5.156714,1939.219263
241,24522554966,24522609472,24522555963,24522607647,903.554086,5.177412,16548.295318,94.822588,5.460104,1831.467045
242,24522609479,24522664418,24522610449,24522662907,794.371966,4.515918,16796.116318,95.484082,4.729498,2114.389359
243,24522664425,24522720672,24522665513,24522719142,838.236923,4.654470,17171.049640,95.345530,4.881687,2048.472116
244,24522720708,24522776430,24522721796,24522775018,800.455427,4.486558,17040.735497,95.513442,4.697306,2128.880000
245,24522776435,24522831296,24522777419,24522829888,765.875753,4.360110,16799.638322,95.639890,4.558882,2193.520067
246,24522831302,24522886737,24522832715,24522885759,765.555570,4.313160,16983.743070,95.686840,4.507579,2218.485989
247,24522886743,24522941779,24522887575,24522940505,674.303652,3.826586,16947.242303,96.173414,3.978840,2513.295347
248,24522941784,24522996445,24522942872,24522995113,774.840853,4.427288,16726.636787,95.572712,4.632377,2158.719008
249,24522996452,24523051396,24522997883,24523049921,930.449388,5.289022,16661.639807,94.710978,5.584381,1790.708878
250,24523051401,24523106954,24523052838,24523105511,922.124652,5.184238,16864.955485,94.815762,5.467697,1828.923611
251,24523106959,24523163352,24523108370,24523161925,908.677001,5.032539,17147.356160,94.967461,5.299225,1887.068358
252,24523163356,24523220085,24523164672,24523218500,928.848478,5.113787,17234.765892,94.886213,5.389388,1855.498104
253,24523220091,24523275433,24523221329,24523273898,887.865160,5.010661,16831.656539,94.989339,5.274972,1895.744681
254,24523275438,24523330908,24523276924,24523329551,910.277912,5.125293,16850.227105,94.874707,5.402170,1851.107985
