统计序号,client发送时间(us),client接收时间(us),server发送时间(us),server接收时间(us),本地总线间隔时间(us),占比百分比(%),服务端间隔时间(us),占比百分比(%),对比百分比1 L/S(%),对比百分比2 S/L(%)
255,24523330913,24523387743,24523332336,24523386222,942.616311,5.180362,17253.336458,94.819638,5.463386,1830.366848
256,24523387752,24523443529,24523389136,24523442267,847.202024,4.743891,17011.598919,95.256109,4.980143,2007.974301
257,24523443534,24523498437,24523444770,24523496740,939.094307,5.342149,16639.867419,94.657851,5.643641,1771.905898
258,24523498443,24523555098,24523499926,24523553595,956.063962,5.270497,17183.856927,94.729503,5.563733,1797.354320
259,24523555103,24523611002,24523556624,24523609514,963.428152,5.382923,16934.435016,94.617077,5.689166,1757.726820
260,24523611007,24523666714,24523612264,24523665295,856.807489,4.803705,16979.580702,95.196295,5.046105,1981.726457
261,24523666718,24523724475,24523667916,24523722757,933.651210,5.048739,17559.110431,94.951261,5.317190,1880.692730
262,24523724481,24523778684,24523725477,24523777454,712.725512,4.106784,16642.108694,95.893216,4.282663,2334.995508
263,24523778715,24523833517,24523779856,24523832338,742.822636,4.233422,16803.800690,95.766578,4.420563,2262.155172
264,24523833522,24523888127,24523834642,24523886917,746.024458,4.267009,16737.522981,95.732991,4.457198,2243.562232
265,24523888132,24523941513,24523889182,24523940070,798.214152,4.670201,16293.430310,95.329799,4.898994,2041.235459
266,24523941521,24523997926,24523942634,24523996520,806.538888,4.465916,17253.336458,95.534084,4.674684,2139.182215
267,24523997932,24524053214,24523999111,24524052003,765.235388,4.323288,16935.075380,95.676712,4.518642,2213.054393
268,24524053220,24524117256,24524054226,24524116216,655.092722,3.195078,19848.092771,96.804922,3.300532,3029.814272
269,24524117261,24524172212,24524118518,24524170875,830.552551,4.720569,16763.777919,95.279431,4.954447,2018.388589
270,24524172218,24524228241,24524173130,24524227160,638.123066,3.557467,17299.442691,96.442533,3.688691,2710.988460
271,24524228248,24524283594,24524229227,24524281988,827.670912,4.670618,16893.131516,95.329382,4.899452,2041.044487
272,24524283599,24524338716,24524285047,24524337428,876.018419,4.963986,16771.462291,95.036014,5.223268,1914.510234
273,24524338722,24524394468,24524339841,24524393013,824.148908,4.617372,17024.726388,95.382628,4.840894,2065.734266
274,24524394476,24524450101,24524395690,24524448705,835.675466,4.692135,16974.457788,95.307865,4.923135,2031.226054
275,24524450110,24524504611,24524451200,24524503407,734.497900,4.209097,16715.750593,95.790903,4.394047,2275.806452
276,24524504616,24524560494,24524505667,24524559268,729.054803,4.074949,17162.084540,95.925051,4.248055,2354.018445
277,24524560501,24524616025,24524562093,24524614665,945.177768,5.316620,16832.617086,94.683380,5.615156,1780.894309
278,24524616031,24524668447,24524617039,24524667249,706.321869,4.208639,16076.346798,95.791361,4.393547,2276.065277
279,24524668452,24524722640,24524669412,24524721452,687.751303,3.963977,16662.280171,96.036023,4.127594,2422.718808
280,24524722645,24524778299,24524723760,24524776941,791.810509,4.443526,17027.608028,95.556474,4.650157,2150.465022
281,24524778304,24524834265,24524779460,24524832912,803.337067,4.483480,17114.377396,95.516520,4.693931,2130.410522
282,24524834271,24524890082,24524835316,24524888602,808.459981,4.524198,17061.227156,95.475802,4.738580,2110.336634
283,24524890087,24524947390,24524891482,24524945901,923.405381,5.032895,17423.993555,94.967105,5.299620,1886.927878
284,24524947397,24525002648,24524948543,24525001454,749.226280,4.235217,16941.158842,95.764783,4.422521,2261.153846
285,24525002653,24525058660,24525003661,24525057205,788.608687,4.397665,17143.834156,95.602335,4.599955,2173.934227
286,24525058666,24525100201,24525059770,24525098875,778.042675,5.850488,12520.723791,94.149512,6.214039,1609.259259
287,24525100206,24525156955,24525101360,24525155290,902.593540,4.967488,17267.424474,95.032512,5.227146,1913.089748
288,24525156964,24525212586,24525158506,24525211317,900.032082,5.053756,16909.140625,94.946244,5.322755,1878.726432
289,24525212591,24525267410,24525213428,24525266163,667.259644,3.801602,16884.806780,96.198398,3.951835,2530.470250
290,24525267420,24525323479,24525268427,24525322175,739.940997,4.122442,17209.151319,95.877558,4.299695,2325.746430
291,24525323484,24525379001,24525324611,24525377643,795.652695,4.476106,16979.900884,95.523894,4.685850,2134.084507
292,24525379007,24525434563,24525380021,24525433170,770.678485,4.332565,17017.362198,95.667435,4.528778,2208.101371
293,24525434569,24525477187,24525435796,24525475791,839.837834,6.154676,12805.685923,93.845324,6.558320,1524.780785
294,24525477192,24525532629,24525478293,24525531276,785.727047,4.426646,16964.211958,95.573354,4.631674,2159.046455
295,24525532634,24525587419,24525533615,24525586204,703.120047,4.008396,16838.060183,95.991604,4.175778,2394.763206
296,24525587424,24525643315,24525588540,24525641711,870.895505,4.866615,17024.406206,95.133385,5.115571,1954.816176
297,24525643323,24525699208,24525644465,24525697959,765.555570,4.278429,17127.825047,95.721571,4.469660,2237.306566
298,24525699213,24525754482,24525700158,24525752967,787.648140,4.450958,16908.500260,95.549042,4.658297,2146.707317
299,24525754543,24525810421,24525755918,24525809186,835.675466,4.670890,17055.463877,95.329110,4.899752,2040.919540
300,24525810426,24525865390,24525811845,24525864108,864.812043,4.914126,16733.680795,95.085874,5.168092,1934.950019
301,24525865399,24525920282,24525866388,24525918321,944.537404,5.375071,16628.020679,94.624929,5.680396,1760.440678
302,24525920289,24525975982,24525921204,24525974438,787.327958,4.415277,17044.577683,95.584723,4.619228,2164.863766
303,24525975989,24526031251,24525976967,24526029763,789.569233,4.462379,16904.337892,95.537621,4.670808,2140.957015
304,24526031259,24526086101,24526032299,24526084922,710.484237,4.046169,16848.946377,95.953831,4.216787,2371.473637
305,24526086107,24526141540,24526086943,24526140221,689.992578,3.887576,17058.665698,96.112424,4.044822,2472.296984
306,24526141546,24526196711,24526142628,24526195606,700.238408,3.964470,16962.611047,96.035530,4.128129,2422.405121
307,24526196716,24526251832,24526197727,24526250785,658.934908,3.733943,16988.225621,96.266057,3.878774,2578.134111
308,24526251838,24526307090,24526252636,24526305509,761.713384,4.305726,16928.991919,95.694274,4.499461,2222.488441
309,24526307097,24526362128,24526308072,24526360394,867.373501,4.922680,16752.571543,95.077320,5.177554,1931.413806
310,24526362135,24526418507,24526363108,24526416938,813.903078,4.509331,17235.406257,95.490669,4.722274,2117.623918
311,24526418514,24526474756,24526420651,24526473234,1171.546563,6.505814,16836.139090,93.494186,6.958523,1437.086636
312,24526474766,24526531102,24526475913,24526529525,872.176233,4.835274,17165.606543,95.164726,5.080952,1968.135095
313,24526531109,24526586726,24526532143,24526585165,830.872733,4.665840,16976.699063,95.334160,4.894195,2043.236994
314,24526586733,24526642794,24526587664,24526641222,801.415974,4.464779,17148.316706,95.535221,4.673438,2139.752297
315,24526642803,24526698626,24526643767,24526696480,995.766551,5.571180,16877.762772,94.428820,5.899873,1694.951768
316,24526698636,24526754772,24526700526,24526753189,1111.992679,6.186761,16861.753663,93.813239,6.594763,1516.354737
317,24526754779,24526809051,24526755690,24526807576,763.954660,4.396374,16612.972117,95.603626,4.598543,2174.601844
318,24526809058,24526863570,24526810027,24526862484,657.974361,3.769812,16795.796136,96.230188,3.917494,2552.652068
319,24526863575,24526918786,24526864512,24526917336,764.274842,4.323414,16913.302993,95.676586,4.518779,2212.987013
320,24526918792,24526974577,24526919952,24526973347,765.235388,4.284306,17096.127012,95.715694,4.476075,2234.100418
321,24526974585,24527030591,24526975655,24527029172,796.933423,4.444167,17135.189237,95.555833,4.650859,2150.140619
322,24527030597,24527087067,24527031778,24527085712,811.981985,4.490880,17268.705203,95.509120,4.702043,2126.735016
323,24527087072,24527143825,24527088563,24527142525,893.628439,4.917802,17277.670303,95.082198,5.172158,1933.428879
324,24527143831,24527199247,24527144983,24527197806,830.232369,4.679154,16912.982811,95.320846,4.908847,2037.138450
325,24527199252,24527253194,24527200436,24527251918,787.648140,4.560454,16483.618520,95.439546,4.778369,2092.764228
326,24527253199,24527309038,24527254358,24527307651,815.183807,4.559537,17063.468431,95.440463,4.777363,2093.205027
327,24527309043,24527364552,24527310183,24527363119,823.828726,4.635284,16949.163396,95.364716,4.860586,2057.364944
328,24527364557,24527419556,24527365581,24527418334,719.129156,4.083711,16890.570059,95.916289,4.257578,2348.753339
329,24527419562,24527494223,24527420635,24527492726,822.868179,3.442226,23082.252879,96.557774,3.564939,2805.097276
330,24527494259,24527549373,24527495265,24527548361,646.127621,3.661502,17000.392543,96.338498,3.800663,2631.119921
331,24527549378,24527603635,24527550210,24527602400,661.816547,3.809647,16710.307497,96.190353,3.960529,2524.915336
332,24527603640,24527658323,24527604649,24527657105,713.045694,4.072564,16795.475954,95.927436,4.245463,2355.455770
333,24527658328,24527714703,24527659514,24527713326,820.626904,4.546341,17229.642978,95.453659,4.762878,2099.570815
334,24527714708,24527769991,24527715855,24527768782,754.349195,4.261708,16946.281756,95.738292,4.451414,2246.477080
335,24527769996,24527824699,24527771132,24527823620,709.203508,4.049138,16805.721783,95.950862,4.220012,2369.661400
336,24527824705,24527879771,24527826171,24527878398,908.997183,5.155631,16722.154237,94.844369,5.435886,1839.626629
337,24527879776,24527935132,24527880872,24527934054,696.076039,3.927307,17027.928210,96.072693,4.087849,2446.274149
338,24527935137,24527990607,24527935886,24527989234,679.426567,3.825491,17081.078450,96.174509,3.977656,2514.043355
339,24527990612,24528047148,24527991628,24528045923,717.528245,3.963846,17384.290966,96.036154,4.127452,2422.802320
340,24528047153,24528103516,24528048274,24528102162,792.450873,4.391179,17253.976823,95.608821,4.592859,2177.292929
341,24528103522,24528159653,24528104629,24528158434,744.743729,4.143878,17227.401702,95.856122,4.323018,2313.198624
342,24528159658,24528217971,24528160672,24528216130,914.120098,4.895992,17756.662831,95.104008,5.148040,1942.486865
343,24528217977,24528273765,24528219470,24528272622,844.000202,4.725030,17018.322745,95.274970,4.959362,2016.388467
344,24528273774,24528329754,24528274796,24528328419,754.669377,4.210432,17169.128547,95.789568,4.395502,2275.053034
345,24528329760,24528385699,24528330800,24528384432,738.660268,4.124135,17172.010187,95.875865,4.301536,2324.750759
346,24528385704,24528441499,24528386763,24528440202,754.349195,4.222601,17110.215028,95.777399,4.408765,2268.208829
347,24528441504,24528498124,24528442655,24528496718,818.705811,4.516072,17310.008703,95.483928,4.729667,2114.313649
348,24528498130,24528551405,24528499288,24528550193,758.831745,4.448616,16298.873407,95.551384,4.655731,2147.890295
349,24528551410,24528606660,24528552545,24528605282,804.617795,4.548416,16885.447144,95.451584,4.765155,2098.567449
350,24528606665,24528662498,24528607625,24528660987,791.170144,4.425698,17085.561001,95.574302,4.630636,2159.530554
351,24528662504,24528718015,24528663704,24528716716,800.135245,4.501810,16973.497241,95.498190,4.714027,2121.328531
352,24528718020,24528773323,24528719189,24528771987,802.056338,4.529592,16904.978256,95.470408,4.744498,2107.704591
353,24528773330,24528829750,24528774545,24528828247,870.255140,4.817441,17194.422939,95.182559,5.061264,1975.791023
354,24528829756,24528885386,24528831008,24528884318,742.822636,4.170412,17068.911528,95.829588,4.351904,2297.844828
355,24528885391,24528939822,24528886199,24528938802,585.293008,3.358380,16842.542733,96.641620,3.475087,2877.625821
356,24528939827,24528994685,24528940610,24528993593,600.341570,3.417915,16964.211958,96.582085,3.538871,2825.760000
357,24528994690,24529049853,24528995622,24529048504,730.335532,4.135018,16931.873559,95.864982,4.313377,2318.369136
358,24529049859,24529104864,24529050731,24529103746,637.162520,3.617853,16974.457788,96.382147,3.753655,2664.070352
359,24529104869,24529160366,24529105742,24529159087,689.032032,3.877687,17080.117904,96.122313,4.034118,2478.856877
360,24529160372,24529217170,24529161500,24529215683,837.276377,4.604035,17348.430563,95.395965,4.826237,2072.007648
361,24529217180,24529273347,24529218200,24529271898,790.529780,4.395820,17193.142210,95.604180,4.597937,2174.888619
362,24529273354,24529329614,24529274249,24529328120,764.915206,4.246356,17248.533726,95.753644,4.434668,2254.960234
363,24529329621,24529385312,24529330519,24529383678,810.701257,4.546516,17020.564020,95.453484,4.763069,2099.486572
364,24529385319,24529441355,24529386424,24529440177,730.975896,4.074167,17210.752230,95.925833,4.247205,2354.489707
365,24529441361,24529494568,24529442127,24529493174,691.593489,4.059616,16344.339275,95.940384,4.231395,2363.287037
366,24529494573,24529549762,24529495675,24529548621,718.168609,4.064216,16952.365218,95.935784,4.236392,2360.499331
367,24529549767,24529604449,24529550744,24529603314,676.224745,3.862331,16831.976721,96.137669,4.017500,2489.109848
368,24529604454,24529659436,24529605529,24529658377,683.268753,3.881270,16920.987365,96.118730,4.037996,2476.476101
369,24529659441,24529713917,24529660214,24529712928,564.160985,3.234452,16878.082954,96.765548,3.342566,2991.713961
370,24529713924,24529770171,24529715040,24529768601,860.009311,4.775366,17149.277253,95.224634,5.014843,1994.080417
371,24529770177,24529824564,24529771348,24529823468,725.852981,4.168276,16687.894745,95.831724,4.349578,2299.073666
372,24529824570,24529878320,24529825378,24529877254,600.021388,3.486512,16609.770295,96.513488,3.612460,2768.196371
373,24529878326,24529931935,24529879097,24529930469,716.247516,4.172807,16448.398481,95.827193,4.354512,2296.468485
374,24529931941,24529985430,24529932963,24529983961,797.573788,4.657032,16328.650349,95.342968,4.884505,2047.290245
375,24529985435,24530041164,24529986787,24530039684,906.755908,5.081735,16936.676291,94.918265,5.353801,1867.831921
376,24530041169,24530094779,24530042389,24530093310,860.969857,5.015855,16303.996322,94.984145,5.280729,1893.677947
377,24530094784,24530151099,24530096249,24530149623,941.655764,5.222410,17089.403187,94.777590,5.510173,1814.824889
378,24530151104,24530208392,24530152543,24530206872,947.419044,5.165131,17395.177160,94.834869,5.446447,1836.059480
379,24530208397,24530264375,24530209801,24530262905,920.203559,5.134160,17002.954001,94.865840,5.412022,1847.738344
380,24530264381,24530321017,24530265665,24530319508,894.268803,4.931492,17239.568625,95.068508,5.187304,1927.783745
381,24530321022,24530375734,24530322202,24530374380,811.341621,4.631525,16706.465311,95.368475,4.856453,2059.116022
382,24530375739,24530432313,24530377179,24530430788,949.340137,5.240923,17164.645997,94.759077,5.530788,1808.060708
383,24530432372,24530487777,24530433574,24530486521,787.007776,4.436423,16952.685400,95.563577,4.642378,2154.068348
384,24530487783,24530543952,24530488827,24530542600,767.156481,4.265698,17217.155873,95.734302,4.455768,2244.282137
385,24530543957,24530600940,24530545060,24530599484,819.346175,4.490813,17425.594466,95.509187,4.701970,2126.768269
386,24530600950,24530656968,24530602112,24530655769,755.950105,4.214717,17180.014741,95.785283,4.400171,2272.638712
387,24530656973,24530712846,24530658149,24530711522,800.455427,4.474433,17089.083005,95.525567,4.684016,2134.920000
388,24530712851,24530768642,24530713846,24530767418,710.484237,3.977344,17152.799257,96.022656,4.142089,2414.240649
389,24530768647,24530824958,24530769730,24530823572,790.529780,4.384579,17239.248443,95.615421,4.585639,2180.720940
390,24530824963,24530880909,24530826080,24530879725,736.739175,4.112895,17176.172555,95.887105,4.289309,2331.377662
391,24530880914,24530936554,24530881989,24530935233,767.156481,4.306254,17047.779505,95.693746,4.500038,2222.203673
392,24530936559,24530989427,24530937563,24530988157,728.094257,4.301279,16199.296752,95.698721,4.494604,2224.890062
393,24530989433,24531045283,24530990582,24531044093,748.906098,4.188004,17133.268144,95.811996,4.371064,2287.772552
394,24531045288,24531102270,24531046383,24531100789,824.789272,4.520726,17419.831187,95.479274,4.734772,2112.034161
395,24531102275,24531156310,24531103394,24531155092,748.265733,4.324975,16552.777868,95.675025,4.520484,2212.152332
396,24531156315,24531212482,24531157278,24531211078,757.871198,4.214218,17225.800792,95.785782,4.399628,2272.919307
397,24531212489,24531268852,24531213496,24531267421,780.604133,4.325533,17265.823563,95.674467,4.521094,2211.853979
398,24531268858,24531325997,24531269836,24531324373,833.114009,4.553807,17461.775052,95.446193,4.771073,2095.964643
399,24531326003,24531381129,24531326969,24531379844,720.730067,4.083373,16929.632284,95.916627,4.257210,2348.956020
400,24531381135,24531437750,24531382184,24531436300,800.135245,4.414025,17326.978358,95.585975,4.617858,2165.506202
401,24531437756,24531493931,24531439163,24531492618,870.895505,4.842012,17115.337943,95.157988,5.088392,1965.257353
402,24531493936,24531550707,24531495112,24531549359,808.139799,4.445932,17368.922222,95.554068,4.652792,2149.247227
403,24531550713,24531606984,24531551865,24531605577,819.346175,4.547636,17197.624761,95.452364,4.764298,2098.944900
404,24531606990,24531662105,24531608132,24531660917,746.024458,4.227524,16900.815888,95.772476,4.414133,2265.450644
405,24531662110,24531718118,24531663202,24531716927,730.975896,4.076203,17201.787129,95.923797,4.249418,2353.263250
406,24531718123,24531774724,24531719266,24531773475,765.875753,4.226074,17356.755299,95.773926,4.412551,2266.262542
407,24531774730,24531829155,24531775700,24531827545,826.070001,4.740469,16599.844648,95.259531,4.976372,2009.496124
408,24531829161,24531883937,24531830404,24531882742,780.604133,4.450854,16757.694458,95.549146,4.658183,2146.759639
409,24531883942,24531939360,24531884924,24531937910,778.683040,4.388466,16965.172505,95.611534,4.589892,2178.700658
410,24531939365,24531995058,24531940503,24531993523,855.846943,4.799526,16976.058698,95.200474,5.041494,1983.539095
411,24531995064,24532051073,24531996469,24532049829,848.162571,4.729597,17084.920636,95.270403,4.964393,2014.345036
412,24532051078,24532107724,24532052083,24532106554,696.396222,3.839636,17440.643028,96.160364,3.992950,2504.413793
413,24532107730,24532163913,24532108774,24532162468,796.933423,4.430166,17191.861482,95.569834,4.635527,2157.251908
414,24532163919,24532219489,24532165056,24532218202,776.121582,4.362066,17016.401652,95.637934,4.561021,2192.491749
415,24532219495,24532275038,24532220495,24532273805,714.966788,4.020309,17068.911528,95.979691,4.188708,2387.371249
416,24532275044,24532331764,24532276193,24532330471,781.884861,4.305360,17378.847869,95.694640,4.499060,2222.686323
417,24532331770,24532387530,24532332920,24532386163,805.898524,4.513989,17047.459322,95.486011,4.727382,2115.335717
418,24532387535,24532443592,24532388689,24532442366,762.033567,4.245679,17186.418385,95.754321,4.433929,2255.336134
419,24532443597,24532499714,24532444737,24532498255,832.153462,4.631395,17135.509419,95.368605,4.856310,2059.176606
420,24532499721,24532556169,24532500778,24532554626,832.473644,4.606009,17241.169536,95.393991,4.828406,2071.076923
421,24532556205,24532606025,24532557267,24532604521,821.587450,5.150542,15129.888301,94.849458,5.430228,1841.543258
422,24532606032,24532663537,24532607095,24532662007,830.232369,4.509173,17581.843366,95.490827,4.722101,2117.701504
423,24532663545,24532719839,24532664588,24532718563,742.502454,4.119444,17281.832672,95.880556,4.296434,2327.511859
424,24532719845,24532776961,24532721002,24532775578,813.262714,4.447090,17474.262156,95.552910,4.654060,2148.661417
425,24532776966,24532833485,24532778073,24532832246,751.147373,4.150817,17345.228741,95.849183,4.330571,2309.164535
426,24532833490,24532890043,24532834610,24532888575,828.631458,4.576238,17278.630850,95.423762,4.795701,2085.200927
427,24532890049,24532946529,24532891173,24532945277,760.752838,4.206799,17323.136172,95.793201,4.391542,2277.104377
428,24532946537,24532999867,24532947423,24532998614,684.869663,4.010876,16390.445508,95.989124,4.178469,2393.221131
429,24532999872,24533055691,24533001063,24533053798,987.441815,5.525000,16884.806780,94.475000,5.848108,1709.954604
430,24533055698,24533111371,24533056932,24533110145,787.648140,4.418659,17037.853857,95.581341,4.622930,2163.130081
431,24533111376,24533167116,24533112421,24533165872,732.896989,4.106566,17114.057214,95.893434,4.282427,2335.124509
432,24533167121,24533221039,24533168089,24533219568,780.924315,4.523536,16482.657973,95.476464,4.737854,2110.660107
433,24533221044,24533277333,24533222322,24533275932,857.768036,4.759367,17164.966179,95.240633,4.997202,2001.119821
434,24533277338,24533332024,24533278527,24533330353,915.721009,5.229858,16593.761186,94.770142,5.518466,1812.097902
435,24533332029,24533387287,24533333073,24533386044,732.256625,4.138767,16960.369772,95.861233,4.317457,2316.178400
436,24533387293,24533442652,24533388254,24533441212,768.757392,4.337145,16956.207404,95.662855,4.533781,2205.664307
437,24533442658,24533498582,24533443665,24533497180,771.318850,4.307632,17134.548873,95.692368,4.501542,2221.461187
438,24533498587,24533555503,24533499757,24533554101,823.508543,4.518940,17399.979893,95.481060,4.732813,2112.908243
439,24533555510,24533610402,24533556684,24533609051,808.459981,4.599942,16766.979741,95.400058,4.821739,2073.940594
440,24533610407,24533666421,24533611492,24533665297,707.282415,3.943657,17227.401702,96.056343,4.105566,2435.717519
441,24533666427,24533706705,24533667395,24533705475,703.760412,5.457073,12192.537066,94.542927,5.772059,1732.484076
442,24533706710,24533762327,24533707716,24533760714,838.557105,4.708992,16969.014691,95.291008,4.941696,2023.596793
443,24533762333,24533818517,24533763773,24533817266,861.610222,4.789620,17127.504865,95.210380,5.030565,1987.848384
444,24533818522,24533874329,24533819604,24533873152,723.291524,4.047879,17145.114885,95.952121,4.218645,2370.429394
445,24533874334,24533930029,24533875401,24533928635,787.968322,4.418709,17044.577683,95.581291,4.622985,2163.104429
446,24533930034,24533986778,24533931188,24533985584,751.787737,4.137882,17416.629365,95.862118,4.316494,2316.695060
447,24533986783,24534042891,24533988244,24534041556,895.229350,4.983247,17069.551892,95.016753,5.244598,1906.723891
448,24534042899,24534099216,24534044416,24534098021,868.334047,4.815597,17163.365268,95.184403,5.059230,1976.585546
449,24534099221,24534155338,24534100240,24534154083,728.094257,4.052248,17239.568625,95.947752,4.223390,2367.766051
450,24534155343,24534210934,24534156647,24534209717,807.179253,4.534907,16992.067807,95.465093,4.750330,2105.117017
451,24534210940,24534267033,24534211935,24534265843,699.598043,3.895317,17260.380466,96.104683,4.053202,2467.185355
452,24534267038,24534322687,24534268024,24534321235,780.604133,4.381031,17037.213493,95.618969,4.581759,2182.567678
453,24534322692,24534378942,24534323804,24534377736,742.182272,4.120889,17268.064838,95.879111,4.298005,2326.660915
454,24534378949,24534432886,24534379958,24534431738,690.632943,3.999110,16579.032807,96.000890,4.165701,2400.556328
455,24534432892,24534488630,24534433734,24534487426,655.092722,3.670745,17191.221117,96.329255,3.810624,2624.242424
456,24534488636,24534542428,24534489772,24534541051,804.617795,4.671698,16418.621539,95.328302,4.900642,2040.549144
457,24534542434,24534598119,24534543613,24534596953,750.827191,4.211188,17078.516993,95.788812,4.396325,2274.626866
458,24534598124,24534654384,24534599117,24534653218,691.273307,3.837540,17322.175625,96.162460,3.990684,2505.836035
459,24534654389,24534709454,24534655522,24534708213,760.112474,4.311269,16870.718764,95.688731,4.505513,2219.502949
460,24534709459,24534765159,24534710570,24534763948,743.463001,4.168761,17090.683916,95.831239,4.350107,2298.794143
461,24534765166,24534805737,24534766187,24534804566,701.839318,5.402874,12288.271535,94.597126,5.711457,1750.866788
462,24534805743,24534860547,24534806743,24534859385,692.233853,3.944968,16855.029838,96.055032,4.106987,2434.875116
463,24534860582,24534914068,24534861566,24534912722,746.024458,4.356280,16379.239132,95.643720,4.554695,2195.536481
464,24534914073,24534969902,24534915164,24534968530,788.608687,4.411686,17086.841729,95.588314,4.615298,2166.707268
465,24534969908,24535026408,24534970916,24535025022,766.516117,4.237168,17323.776536,95.762832,4.424648,2260.066834
466,24535026414,24535085537,24535027541,24535084291,759.792291,4.013666,18170.338196,95.986334,4.181498,2391.487568
467,24535085543,24535142478,24535086522,24535141145,740.261179,4.060771,17489.310718,95.939229,4.232649,2362.586505
468,24535142483,24535198147,24535143535,24535197048,688.711849,3.864257,17133.908509,96.135743,4.019584,2487.819619
469,24535198153,24535254128,24535198955,24535252932,639.723977,3.569451,17282.473036,96.430549,3.701577,2701.551552
470,24535254137,24535309974,24535255129,24535308582,763.314295,4.269570,17114.697578,95.730430,4.459993,2242.156040
471,24535309979,24535366520,24535311125,24535365361,738.019904,4.076688,17365.400218,95.923312,4.249945,2352.971800
472,24535366525,24535420608,24535367592,24535418868,898.751354,5.190171,16417.660992,94.809829,5.474296,1826.718917
473,24535420618,24535477317,24535422017,24535475884,906.755908,4.994797,17247.252997,95.005203,5.257393,1902.083333
474,24535477323,24535533723,24535478301,24535532460,717.528245,3.973404,17340.746191,96.026596,4.137816,2416.733601
475,24535533728,24535589763,24535534710,24535588750,638.763431,3.560275,17302.644513,96.439725,3.691710,2708.771930
476,24535589768,24535645213,24535590538,24535644046,620.192865,3.493552,17132.307598,96.506448,3.620019,2762.416107
477,24535645218,24535702954,24535646711,24535701499,943.897040,5.106000,17542.140776,94.894000,5.380740,1858.480326
478,24535702960,24535768796,24535703981,24535767683,683.268753,3.241388,20396.244647,96.758612,3.349973,2985.098407
479,24535768802,24535832879,24535769740,24535831309,803.016884,3.914041,19713.296077,96.085959,4.073479,2454.904306
480,24535832886,24535888733,24535833904,24535887295,786.367412,4.397730,17094.846284,95.602270,4.600026,2173.900651
481,24535888771,24535945757,24535889887,24535944258,837.276377,4.588846,17408.624811,95.411154,4.809549,2079.196941
482,24535945764,24536001900,24535946655,24536000151,845.280931,4.702864,17128.465412,95.297136,4.934948,2026.363636
483,24536001907,24536058728,24536002803,24536057565,659.255090,3.623660,17533.816040,96.376340,3.759907,2659.640602
484,24536058733,24536115190,24536059504,24536114010,624.675415,3.455727,17451.849404,96.544273,3.579422,2793.746797
485,24536115196,24536172075,24536116403,24536170854,777.402311,4.268711,17434.239385,95.731289,4.459055,2242.627677
486,24536172081,24536228043,24536173102,24536226514,816.464536,4.556663,17101.570109,95.443337,4.774208,2094.588235
487,24536228049,24536347873,24536229186,24536346304,866.412954,2.258312,37499.095485,97.741688,2.310490,4328.085735
488,24536347879,24536404185,24536349324,24536403061,822.547997,4.562569,17205.629315,95.437431,4.780691,2091.747762
489,24536404191,24536459521,24536405333,24536458424,716.887881,4.046629,16998.791632,95.953371,4.217287,2371.192497
490,24536459527,24536513111,24536460301,24536511816,662.456911,3.861227,16494.184531,96.138773,4.016306,2489.850169
491,24536513117,24536568399,24536514221,24536567049,785.727047,4.439058,16914.583722,95.560942,4.645264,2152.730236
492,24536568405,24536624296,24536569737,24536623064,820.947086,4.587501,17074.354625,95.412499,4.808071,2079.836193
493,24536624303,24536681638,24536625386,24536680256,789.249051,4.299294,17568.395714,95.700706,4.492437,2225.963489
494,24536681644,24536738128,24536682651,24536736924,707.922780,3.914383,17377.246958,96.085617,4.073849,2454.681140
495,24536738133,24536794078,24536739262,24536792929,729.374985,4.071856,17183.216563,95.928144,4.244694,2355.882353
496,24536794083,24536850422,24536795135,24536848953,807.179253,4.474698,17231.564071,95.525302,4.684306,2134.787783
497,24536850428,24536906470,24536851395,24536905036,768.757392,4.284287,17174.891826,95.715713,4.476054,2234.110787
498,24536906476,24536963269,24536907499,24536961919,759.792291,4.178332,17424.313738,95.821668,4.360529,2293.299621
499,24536963275,24537019406,24536964773,24537018200,865.772590,4.817302,17106.372842,95.182698,5.061111,1975.850592
500,24537019411,24537075702,24537020442,24537074208,808.459981,4.485619,17214.914598,95.514381,4.696276,2129.346535
501,24537075708,24537131272,24537076826,24537130000,765.235388,4.301346,17025.366753,95.698654,4.494678,2224.853556
502,24537131278,24537187597,24537132367,24537186236,784.446319,4.350219,17247.893361,95.649781,4.548070,2198.734694
503,24537187602,24537244063,24537188708,24537242707,788.288505,4.360532,17289.517044,95.639468,4.559344,2193.298132
504,24537244069,24537302026,24537245228,24537300969,709.523691,3.823524,17847.274385,96.176476,3.975530,2515.388087
505,24537302031,24537358140,24537303055,24537356896,726.173163,4.042132,17238.928261,95.957868,4.212403,2373.941799
506,24537358145,24537414019,24537359213,24537412810,729.054803,4.075241,17160.803811,95.924759,4.248372,2353.842776
507,24537414024,24537468394,24537415016,24537467272,676.865109,3.888174,16731.439520,96.111826,4.045468,2471.901608
508,24537468403,24537524387,24537469192,24537523146,649.969807,3.626036,17275.108846,96.373964,3.762464,2657.832512
509,24537524393,24537581475,24537525483,24537579916,848.162571,4.640692,17428.476106,95.359308,4.866533,2054.850887
510,24537581481,24537638261,24537582661,24537636828,836.636012,4.601973,17343.307648,95.398027,4.823970,2072.981248
511,24537638296,24537694365,24537639604,24537693141,810.701257,4.515864,17141.592881,95.484136,4.729439,2114.415482
