统计序号,client发送时间(ms),client接收时间(ms),server发送时间(ms),server接收时间(ms),本地总线间隔时间(ms),占比百分比(%),服务端间隔时间(ms),占比百分比(%),对比百分比1 L/S(%),对比百分比2 S/L(%),,单程1,单程2
894,14448453,14448547,14448485,14448516,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
895,14448547,14448594,14448563,14448578,32,68.085106,15,31.914894,213.333333,46.875,,16,16
896,14448594,14448703,14448641,14448656,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
897,14448703,14448750,14448703,14448734,16,34.042553,31,65.957447,51.612903,193.75,,0,16
898,14448750,14448843,14448781,14448797,77,82.795699,16,17.204301,481.25,20.779221,,31,46
899,14448843,14448890,14448859,14448875,31,65.957447,16,34.042553,193.75,51.612903,,16,15
900,14448890,14448999,14448921,14448953,77,70.642202,32,29.357798,240.625,41.558442,,31,46
901,14448999,14449046,14448999,14449031,15,31.914894,32,68.085106,46.875,213.333333,,0,15
902,14449046,14449140,14449077,14449093,78,82.978723,16,17.021277,487.5,20.512821,,31,47
903,14449140,14449249,14449202,14449218,93,85.321101,16,14.678899,581.25,17.204301,,62,31
904,14449249,14449296,14449265,14449296,16,34.042553,31,65.957447,51.612903,193.75,,16,0
905,14449296,14449389,14449343,14449358,78,83.870968,15,16.129032,520,19.230769,,47,31
906,14449389,14449452,14449421,14449436,48,76.190476,15,23.809524,320,31.25,,32,16
907,14449452,14449545,14449483,14449514,62,66.666667,31,33.333333,200,50,,31,31
908,14449545,14449592,14449561,14449577,31,65.957447,16,34.042553,193.75,51.612903,,16,15
909,14449592,14449701,14449639,14449655,93,85.321101,16,14.678899,581.25,17.204301,,47,46
910,14449701,14449748,14449701,14449733,15,31.914894,32,68.085106,46.875,213.333333,,0,15
911,14449748,14449842,14449779,14449811,62,65.957447,32,34.042553,193.75,51.612903,,31,31
912,14449842,14449889,14449857,14449873,31,65.957447,16,34.042553,193.75,51.612903,,15,16
913,14449889,14449998,14449920,14449951,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
914,14449998,14450045,14449998,14450013,32,68.085106,15,31.914894,213.333333,46.875,,0,32
915,14450045,14450091,14450076,14450091,31,67.391304,15,32.608696,206.666667,48.387097,,31,0
916,14450091,14450201,14450138,14450169,79,71.818182,31,28.181818,254.83871,39.240506,,47,32
917,14450201,14450247,14450216,14450232,30,65.217391,16,34.782609,187.5,53.333333,,15,15
918,14450247,14450341,14450294,14450310,78,82.978723,16,17.021277,487.5,20.512821,,47,31
919,14450341,14450403,14450357,14450388,31,50,31,50,100,100,,16,15
920,14450403,14450497,14450435,14450466,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
921,14450497,14450544,14450513,14450528,32,68.085106,15,31.914894,213.333333,46.875,,16,16
922,14450544,14450653,14450591,14450606,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
923,14450653,14450700,14450653,14450684,16,34.042553,31,65.957447,51.612903,193.75,,0,16
924,14450700,14450793,14450731,14450747,77,82.795699,16,17.204301,481.25,20.779221,,31,46
925,14450793,14450840,14450809,14450825,31,65.957447,16,34.042553,193.75,51.612903,,16,15
926,14450840,14450949,14450871,14450903,77,70.642202,32,29.357798,240.625,41.558442,,31,46
927,14450949,14450996,14450949,14450981,15,31.914894,32,68.085106,46.875,213.333333,,0,15
928,14450996,14451090,14451027,14451043,78,82.978723,16,17.021277,487.5,20.512821,,31,47
929,14451090,14451152,14451105,14451121,46,74.193548,16,25.806452,287.5,34.782609,,15,31
930,14451152,14451199,14451168,14451199,16,34.042553,31,65.957447,51.612903,193.75,,16,0
931,14451199,14451293,14451246,14451261,79,84.042553,15,15.957447,526.666667,18.987342,,47,32
932,14451293,14451339,14451324,14451339,31,67.391304,15,32.608696,206.666667,48.387097,,31,0
933,14451339,14451449,14451386,14451417,79,71.818182,31,28.181818,254.83871,39.240506,,47,32
934,14451449,14451495,14451464,14451480,30,65.217391,16,34.782609,187.5,53.333333,,15,15
935,14451495,14451589,14451542,14451558,78,82.978723,16,17.021277,487.5,20.512821,,47,31
936,14451589,14451651,14451605,14451636,31,50,31,50,100,100,,16,15
937,14451651,14451745,14451683,14451714,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
938,14451745,14451792,14451761,14451776,32,68.085106,15,31.914894,213.333333,46.875,,16,16
939,14451792,14451901,14451839,14451854,94,86.238532,15,13.761468,626.666667,15.957447,,47,47
940,14451901,14451948,14451901,14451932,16,34.042553,31,65.957447,51.612903,193.75,,0,16
941,14451948,14452041,14451979,14451995,77,82.795699,16,17.204301,481.25,20.779221,,31,46
942,14452041,14452104,14452057,14452073,47,74.603175,16,25.396825,293.75,34.042553,,16,31
943,14452104,14452197,14452119,14452151,61,65.591398,32,34.408602,190.625,52.459016,,15,46
944,14452197,14452244,14452197,14452229,15,31.914894,32,68.085106,46.875,213.333333,,0,15
945,14452244,14452291,14452275,14452291,31,65.957447,16,34.042553,193.75,51.612903,,31,0
946,14452291,14452400,14452338,14452369,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
947,14452400,14452447,14452416,14452447,16,34.042553,31,65.957447,51.612903,193.75,,16,0
948,14452447,14452541,14452494,14452509,79,84.042553,15,15.957447,526.666667,18.987342,,47,32
949,14452541,14452603,14452572,14452587,47,75.806452,15,24.193548,313.333333,31.914894,,31,16
950,14452603,14452697,14452634,14452665,63,67.021277,31,32.978723,203.225806,49.206349,,31,32
951,14452697,14452743,14452712,14452728,30,65.217391,16,34.782609,187.5,53.333333,,15,15
952,14452743,14452853,14452790,14452806,94,85.454545,16,14.545455,587.5,17.021277,,47,47
953,14452853,14452899,14452853,14452884,15,32.608696,31,67.391304,48.387097,206.666667,,0,15
954,14452899,14452993,14452931,14452946,79,84.042553,15,15.957447,526.666667,18.987342,,32,47
955,14452993,14453040,14453009,14453024,32,68.085106,15,31.914894,213.333333,46.875,,16,16
956,14453040,14453149,14453071,14453102,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
957,14453149,14453243,14453196,14453227,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
958,14453243,14453289,14453274,14453289,31,67.391304,15,32.608696,206.666667,48.387097,,31,0
959,14453289,14453399,14453336,14453367,79,71.818182,31,28.181818,254.83871,39.240506,,47,32
960,14453399,14453445,14453414,14453430,30,65.217391,16,34.782609,187.5,53.333333,,15,15
961,14453445,14453539,14453492,14453508,78,82.978723,16,17.021277,487.5,20.512821,,47,31
962,14453539,14453601,14453555,14453586,31,50,31,50,100,100,,16,15
963,14453601,14453695,14453633,14453648,79,84.042553,15,15.957447,526.666667,18.987342,,32,47
964,14453695,14453742,14453711,14453726,32,68.085106,15,31.914894,213.333333,46.875,,16,16
965,14453742,14453851,14453773,14453804,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
966,14453851,14453898,14453851,14453867,31,65.957447,16,34.042553,193.75,51.612903,,0,31
967,14453898,14453991,14453929,14453945,77,82.795699,16,17.204301,481.25,20.779221,,31,46
968,14453991,14454101,14454054,14454069,95,86.363636,15,13.636364,633.333333,15.789474,,63,32
969,14454101,14454194,14454132,14454147,78,83.870968,15,16.129032,520,19.230769,,31,47
970,14454194,14454241,14454194,14454225,16,34.042553,31,65.957447,51.612903,193.75,,0,16
971,14454241,14454303,14454272,14454288,46,74.193548,16,25.806452,287.5,34.782609,,31,15
972,14454303,14454397,14454350,14454366,78,82.978723,16,17.021277,487.5,20.512821,,47,31
973,14454397,14454444,14454413,14454444,16,34.042553,31,65.957447,51.612903,193.75,,16,0
974,14454444,14454553,14454491,14454522,78,71.559633,31,28.440367,251.612903,39.74359,,47,31
975,14454553,14454600,14454569,14454584,32,68.085106,15,31.914894,213.333333,46.875,,16,16
976,14454600,14454693,14454631,14454662,62,66.666667,31,33.333333,200,50,,31,31
977,14454693,14454740,14454709,14454740,16,34.042553,31,65.957447,51.612903,193.75,,16,0
978,14454740,14454849,14454787,14454803,93,85.321101,16,14.678899,581.25,17.204301,,47,46
979,14454849,14454896,14454865,14454881,31,65.957447,16,34.042553,193.75,51.612903,,16,15
980,14454896,14454990,14454927,14454959,62,65.957447,32,34.042553,193.75,51.612903,,31,31
981,14454990,14455052,14455005,14455021,46,74.193548,16,25.806452,287.5,34.782609,,15,31
982,14455052,14455146,14455068,14455099,63,67.021277,31,32.978723,203.225806,49.206349,,16,47
983,14455146,14455193,14455146,14455177,16,34.042553,31,65.957447,51.612903,193.75,,0,16
984,14455193,14455239,14455224,14455239,31,67.391304,15,32.608696,206.666667,48.387097,,31,0
985,14455239,14455349,14455302,14455317,95,86.363636,15,13.636364,633.333333,15.789474,,63,32
986,14455349,14455395,14455364,14455395,15,32.608696,31,67.391304,48.387097,206.666667,,15,0
987,14455395,14455489,14455442,14455458,78,82.978723,16,17.021277,487.5,20.512821,,47,31
988,14455489,14455551,14455505,14455536,31,50,31,50,100,100,,16,15
989,14455551,14455645,14455583,14455614,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
990,14455645,14455692,14455661,14455676,32,68.085106,15,31.914894,213.333333,46.875,,16,16
991,14455692,14455801,14455723,14455754,78,71.559633,31,28.440367,251.612903,39.74359,,31,47
992,14455801,14455848,14455801,14455832,16,34.042553,31,65.957447,51.612903,193.75,,0,16
993,14455848,14455941,14455879,14455895,77,82.795699,16,17.204301,481.25,20.779221,,31,46
994,14455941,14456004,14455957,14455973,47,74.603175,16,25.396825,293.75,34.042553,,16,31
995,14456004,14456097,14456019,14456051,61,65.591398,32,34.408602,190.625,52.459016,,15,46
996,14456097,14456191,14456144,14456175,63,67.021277,31,32.978723,203.225806,49.206349,,47,16
997,14456191,14456253,14456222,14456238,46,74.193548,16,25.806452,287.5,34.782609,,31,15
998,14456253,14456347,14456285,14456316,63,67.021277,31,32.978723,203.225806,49.206349,,32,31
999,14456347,14456394,14456363,14456394,16,34.042553,31,65.957447,51.612903,193.75,,16,0
