统计序号,client发送时间(ms),client接收时间(ms),server发送时间(ms),server接收时间(ms),本地总线间隔时间(ms),占比百分比(%),服务端间隔时间(ms),占比百分比(%),对比百分比1 L/S(%),对比百分比2 S/L(%)
320,29509851,29509882,29509851,29509866,16,51.612903,15,48.387097,106.666667,93.750000
321,29509882,29509913,29509882,29509897,16,51.612903,15,48.387097,106.666667,93.750000
322,29509913,29509929,29509913,29509929,0,0.000000,16,100.000000,0.000000,1.000000
323,29509929,29509960,29509929,29509944,16,51.612903,15,48.387097,106.666667,93.750000
324,29509960,29509991,29509960,29509975,16,51.612903,15,48.387097,106.666667,93.750000
325,29509991,29510022,29509991,29510007,15,48.387097,16,51.612903,93.750000,106.666667
326,29510022,29510038,29510022,29510038,0,0.000000,16,100.000000,0.000000,1.000000
327,29510038,29510069,29510053,29510069,15,48.387097,16,51.612903,93.750000,106.666667
328,29510069,29510100,29510085,29510085,31,100.000000,0,0.000000,1.000000,0.000000
329,29510100,29510131,29510100,29510116,15,48.387097,16,51.612903,93.750000,106.666667
330,29510131,29510163,29510131,29510147,16,50.000000,16,50.000000,100.000000,100.000000
331,29510163,29510178,29510163,29510178,0,0.000000,15,100.000000,0.000000,1.000000
332,29510178,29510209,29510194,29510209,16,51.612903,15,48.387097,106.666667,93.750000
333,29510209,29510241,29510225,29510241,16,50.000000,16,50.000000,100.000000,100.000000
334,29510241,29510272,29510256,29510272,15,48.387097,16,51.612903,93.750000,106.666667
335,29510272,29510303,29510272,29510287,16,51.612903,15,48.387097,106.666667,93.750000
336,29510303,29510319,29510303,29510319,0,0.000000,16,100.000000,0.000000,1.000000
337,29510319,29510350,29510334,29510350,15,48.387097,16,51.612903,93.750000,106.666667
338,29510350,29510381,29510365,29510381,15,48.387097,16,51.612903,93.750000,106.666667
339,29510381,29510412,29510397,29510412,16,51.612903,15,48.387097,106.666667,93.750000
340,29510412,29510443,29510428,29510443,16,51.612903,15,48.387097,106.666667,93.750000
341,29510443,29510475,29510443,29510459,16,50.000000,16,50.000000,100.000000,100.000000
342,29510475,29510490,29510475,29510490,0,0.000000,15,100.000000,0.000000,1.000000
343,29510490,29510521,29510506,29510521,16,51.612903,15,48.387097,106.666667,93.750000
344,29510521,29510553,29510537,29510553,16,50.000000,16,50.000000,100.000000,100.000000
345,29510553,29510568,29510553,29510568,0,0.000000,15,100.000000,0.000000,1.000000
346,29510568,29510599,29510584,29510599,16,51.612903,15,48.387097,106.666667,93.750000
347,29510599,29510631,29510615,29510631,16,50.000000,16,50.000000,100.000000,100.000000
348,29510631,29510662,29510631,29510646,16,51.612903,15,48.387097,106.666667,93.750000
349,29510662,29510693,29510662,29510677,16,51.612903,15,48.387097,106.666667,93.750000
350,29510693,29510709,29510693,29510709,0,0.000000,16,100.000000,0.000000,1.000000
351,29510709,29510740,29510724,29510740,15,48.387097,16,51.612903,93.750000,106.666667
352,29510740,29510771,29510755,29510771,15,48.387097,16,51.612903,93.750000,106.666667
353,29510771,29510802,29510771,29510802,0,0.000000,31,100.000000,0.000000,1.000000
354,29510802,29510833,29510818,29510833,16,51.612903,15,48.387097,106.666667,93.750000
355,29510833,29510865,29510849,29510865,16,50.000000,16,50.000000,100.000000,100.000000
356,29510865,29510896,29510865,29510880,16,51.612903,15,48.387097,106.666667,93.750000
357,29510896,29510911,29510896,29510911,0,0.000000,15,100.000000,0.000000,1.000000
358,29510911,29510943,29510927,29510943,16,50.000000,16,50.000000,100.000000,100.000000
359,29510943,29510974,29510943,29510974,0,0.000000,31,100.000000,0.000000,1.000000
360,29510974,29511005,29510974,29510989,16,51.612903,15,48.387097,106.666667,93.750000
361,29511005,29511036,29511021,29511036,16,51.612903,15,48.387097,106.666667,93.750000
362,29511036,29511067,29511036,29511052,15,48.387097,16,51.612903,93.750000,106.666667
363,29511067,29511099,29511067,29511083,16,50.000000,16,50.000000,100.000000,100.000000
364,29511099,29511114,29511099,29511114,0,0.000000,15,100.000000,0.000000,1.000000
365,29511114,29511145,29511130,29511145,16,51.612903,15,48.387097,106.666667,93.750000
366,29511145,29511177,29511145,29511161,16,50.000000,16,50.000000,100.000000,100.000000
367,29511177,29511192,29511177,29511192,0,0.000000,15,100.000000,0.000000,1.000000
368,29511192,29511223,29511208,29511223,16,51.612903,15,48.387097,106.666667,93.750000
369,29511223,29511255,29511223,29511255,0,0.000000,32,100.000000,0.000000,1.000000
370,29511255,29511286,29511255,29511270,16,51.612903,15,48.387097,106.666667,93.750000
371,29511286,29511317,29511301,29511317,15,48.387097,16,51.612903,93.750000,106.666667
372,29511317,29511348,29511317,29511333,15,48.387097,16,51.612903,93.750000,106.666667
373,29511348,29511379,29511348,29511364,15,48.387097,16,51.612903,93.750000,106.666667
374,29511379,29511395,29511379,29511395,0,0.000000,16,100.000000,0.000000,1.000000
375,29511395,29511426,29511411,29511426,16,51.612903,15,48.387097,106.666667,93.750000
376,29511426,29511457,29511426,29511442,15,48.387097,16,51.612903,93.750000,106.666667
377,29511457,29511473,29511457,29511473,0,0.000000,16,100.000000,0.000000,1.000000
378,29511473,29511504,29511489,29511504,16,51.612903,15,48.387097,106.666667,93.750000
379,29511504,29511535,29511504,29511535,0,0.000000,31,100.000000,0.000000,1.000000
380,29511535,29511567,29511535,29511551,16,50.000000,16,50.000000,100.000000,100.000000
381,29511567,29511598,29511582,29511598,15,48.387097,16,51.612903,93.750000,106.666667
382,29511598,29511629,29511598,29511613,16,51.612903,15,48.387097,106.666667,93.750000
383,29511629,29511660,29511629,29511645,15,48.387097,16,51.612903,93.750000,106.666667
384,29511660,29511676,29511660,29511676,0,0.000000,16,100.000000,0.000000,1.000000
385,29511676,29511707,29511676,29511707,0,0.000000,31,100.000000,0.000000,1.000000
386,29511707,29511738,29511707,29511723,15,48.387097,16,51.612903,93.750000,106.666667
387,29511738,29511754,29511738,29511754,0,0.000000,16,100.000000,0.000000,1.000000
388,29511754,29511785,29511769,29511785,15,48.387097,16,51.612903,93.750000,106.666667
389,29511785,29511816,29511785,29511801,15,48.387097,16,51.612903,93.750000,106.666667
390,29511816,29511847,29511816,29511832,15,48.387097,16,51.612903,93.750000,106.666667
391,29511847,29511879,29511863,29511879,16,50.000000,16,50.000000,100.000000,100.000000
392,29511879,29511910,29511879,29511894,16,51.612903,15,48.387097,106.666667,93.750000
393,29511910,29511941,29511910,29511925,16,51.612903,15,48.387097,106.666667,93.750000
394,29511941,29511957,29511941,29511957,0,0.000000,16,100.000000,0.000000,1.000000
395,29511957,29511988,29511957,29511972,16,51.612903,15,48.387097,106.666667,93.750000
396,29511988,29512019,29511988,29512003,16,51.612903,15,48.387097,106.666667,93.750000
397,29512019,29512035,29512019,29512035,0,0.000000,16,100.000000,0.000000,1.000000
398,29512035,29512066,29512050,29512066,15,48.387097,16,51.612903,93.750000,106.666667
399,29512066,29512097,29512066,29512081,16,51.612903,15,48.387097,106.666667,93.750000
400,29512097,29512113,29512097,29512113,0,0.000000,16,100.000000,0.000000,1.000000
401,29512113,29512144,29512128,29512144,15,48.387097,16,51.612903,93.750000,106.666667
402,29512144,29512175,29512144,29512159,16,51.612903,15,48.387097,106.666667,93.750000
403,29512175,29512206,29512191,29512206,16,51.612903,15,48.387097,106.666667,93.750000
404,29512206,29512237,29512206,29512222,15,48.387097,16,51.612903,93.750000,106.666667
405,29512237,29512269,29512237,29512253,16,50.000000,16,50.000000,100.000000,100.000000
406,29512269,29512284,29512269,29512284,0,0.000000,15,100.000000,0.000000,1.000000
407,29512284,29512315,29512300,29512315,16,51.612903,15,48.387097,106.666667,93.750000
408,29512315,29512347,29512315,29512331,16,50.000000,16,50.000000,100.000000,100.000000
409,29512347,29512378,29512362,29512378,15,48.387097,16,51.612903,93.750000,106.666667
410,29512378,29512409,29512378,29512393,16,51.612903,15,48.387097,106.666667,93.750000
411,29512409,29512440,29512409,29512425,15,48.387097,16,51.612903,93.750000,106.666667
412,29512440,29512456,29512440,29512456,0,0.000000,16,100.000000,0.000000,1.000000
413,29512456,29512487,29512456,29512487,0,0.000000,31,100.000000,0.000000,1.000000
414,29512487,29512518,29512487,29512503,15,48.387097,16,51.612903,93.750000,106.666667
415,29512518,29512534,29512518,29512534,0,0.000000,16,100.000000,0.000000,1.000000
416,29512534,29512565,29512549,29512565,15,48.387097,16,51.612903,93.750000,106.666667
417,29512565,29512596,29512565,29512581,15,48.387097,16,51.612903,93.750000,106.666667
418,29512596,29512627,29512596,29512612,15,48.387097,16,51.612903,93.750000,106.666667
419,29512627,29512659,29512643,29512659,16,50.000000,16,50.000000,100.000000,100.000000
420,29512659,29512690,29512659,29512674,16,51.612903,15,48.387097,106.666667,93.750000
421,29512690,29512721,29512690,29512705,16,51.612903,15,48.387097,106.666667,93.750000
422,29512721,29512737,29512721,29512737,0,0.000000,16,100.000000,0.000000,1.000000
423,29512737,29512768,29512737,29512752,16,51.612903,15,48.387097,106.666667,93.750000
424,29512768,29512799,29512768,29512783,16,51.612903,15,48.387097,106.666667,93.750000
425,29512799,29512815,29512799,29512815,0,0.000000,16,100.000000,0.000000,1.000000
426,29512815,29512846,29512815,29512846,0,0.000000,31,100.000000,0.000000,1.000000
427,29512846,29512877,29512846,29512861,16,51.612903,15,48.387097,106.666667,93.750000
428,29512877,29512908,29512893,29512908,16,51.612903,15,48.387097,106.666667,93.750000
429,29512908,29512939,29512908,29512924,15,48.387097,16,51.612903,93.750000,106.666667
430,29512939,29512971,29512939,29512955,16,50.000000,16,50.000000,100.000000,100.000000
431,29512971,29512986,29512971,29512986,0,0.000000,15,100.000000,0.000000,1.000000
432,29512986,29513017,29513002,29513017,16,51.612903,15,48.387097,106.666667,93.750000
433,29513017,29513049,29513017,29513033,16,50.000000,16,50.000000,100.000000,100.000000
434,29513049,29513080,29513049,29513064,16,51.612903,15,48.387097,106.666667,93.750000
435,29513080,29513111,29513080,29513095,16,51.612903,15,48.387097,106.666667,93.750000
436,29513111,29513142,29513111,29513127,15,48.387097,16,51.612903,93.750000,106.666667
437,29513142,29513158,29513142,29513158,0,0.000000,16,100.000000,0.000000,1.000000
438,29513158,29513189,29513173,29513189,15,48.387097,16,51.612903,93.750000,106.666667
439,29513189,29513220,29513205,29513220,16,51.612903,15,48.387097,106.666667,93.750000
440,29513220,29513251,29513236,29513251,16,51.612903,15,48.387097,106.666667,93.750000
441,29513251,29513283,29513251,29513267,16,50.000000,16,50.000000,100.000000,100.000000
442,29513283,29513298,29513283,29513298,0,0.000000,15,100.000000,0.000000,1.000000
443,29513298,29513329,29513314,29513329,16,51.612903,15,48.387097,106.666667,93.750000
444,29513329,29513361,29513345,29513361,16,50.000000,16,50.000000,100.000000,100.000000
445,29513361,29513392,29513361,29513376,16,51.612903,15,48.387097,106.666667,93.750000
446,29513392,29513423,29513392,29513407,16,51.612903,15,48.387097,106.666667,93.750000
447,29513423,29513439,29513423,29513439,0,0.000000,16,100.000000,0.000000,1.000000
448,29513439,29513470,29513439,29513454,16,51.612903,15,48.387097,106.666667,93.750000
449,29513470,29513501,29513470,29513501,0,0.000000,31,100.000000,0.000000,1.000000
450,29513501,29513532,29513501,29513517,15,48.387097,16,51.612903,93.750000,106.666667
451,29513532,29513548,29513532,29513548,0,0.000000,16,100.000000,0.000000,1.000000
452,29513548,29513579,29513563,29513579,15,48.387097,16,51.612903,93.750000,106.666667
453,29513579,29513610,29513579,29513595,15,48.387097,16,51.612903,93.750000,106.666667
454,29513610,29513641,29513610,29513626,15,48.387097,16,51.612903,93.750000,106.666667
455,29513641,29513657,29513641,29513657,0,0.000000,16,100.000000,0.000000,1.000000
456,29513657,29513688,29513657,29513688,0,0.000000,31,100.000000,0.000000,1.000000
457,29513688,29513719,29513688,29513704,15,48.387097,16,51.612903,93.750000,106.666667
458,29513719,29513751,29513719,29513735,16,50.000000,16,50.000000,100.000000,100.000000
459,29513751,29513782,29513751,29513766,16,51.612903,15,48.387097,106.666667,93.750000
460,29513782,29513813,29513782,29513797,16,51.612903,15,48.387097,106.666667,93.750000
461,29513813,29513829,29513813,29513829,0,0.000000,16,100.000000,0.000000,1.000000
462,29513829,29513860,29513844,29513860,15,48.387097,16,51.612903,93.750000,106.666667
463,29513860,29513891,29513875,29513891,15,48.387097,16,51.612903,93.750000,106.666667
464,29513891,29513922,29513891,29513922,0,0.000000,31,100.000000,0.000000,1.000000
465,29513922,29513953,29513938,29513953,16,51.612903,15,48.387097,106.666667,93.750000
466,29513953,29513985,29513969,29513985,16,50.000000,16,50.000000,100.000000,100.000000
467,29513985,29514016,29513985,29514000,16,51.612903,15,48.387097,106.666667,93.750000
468,29514016,29514031,29514016,29514031,0,0.000000,15,100.000000,0.000000,1.000000
469,29514031,29514063,29514047,29514063,16,50.000000,16,50.000000,100.000000,100.000000
470,29514063,29514094,29514078,29514094,15,48.387097,16,51.612903,93.750000,106.666667
471,29514094,29514109,29514094,29514109,0,0.000000,15,100.000000,0.000000,1.000000
472,29514109,29514141,29514125,29514141,16,50.000000,16,50.000000,100.000000,100.000000
473,29514141,29514172,29514156,29514172,15,48.387097,16,51.612903,93.750000,106.666667
474,29514172,29514203,29514172,29514203,0,0.000000,31,100.000000,0.000000,1.000000
475,29514203,29514234,29514219,29514234,16,51.612903,15,48.387097,106.666667,93.750000
476,29514234,29514265,29514234,29514265,0,0.000000,31,100.000000,0.000000,1.000000
477,29514265,29514297,29514265,29514281,16,50.000000,16,50.000000,100.000000,100.000000
478,29514297,29514328,29514312,29514328,15,48.387097,16,51.612903,93.750000,106.666667
479,29514328,29514359,29514328,29514343,16,51.612903,15,48.387097,106.666667,93.750000
480,29514359,29514390,29514359,29514375,15,48.387097,16,51.612903,93.750000,106.666667
481,29514390,29514421,29514390,29514406,15,48.387097,16,51.612903,93.750000,106.666667
482,29514421,29514453,29514421,29514437,16,50.000000,16,50.000000,100.000000,100.000000
483,29514453,29514468,29514453,29514468,0,0.000000,15,100.000000,0.000000,1.000000
484,29514468,29514499,29514484,29514499,16,51.612903,15,48.387097,106.666667,93.750000
485,29514499,29514531,29514515,29514531,16,50.000000,16,50.000000,100.000000,100.000000
486,29514531,29514562,29514531,29514562,0,0.000000,31,100.000000,0.000000,1.000000
487,29514562,29514593,29514562,29514577,16,51.612903,15,48.387097,106.666667,93.750000
488,29514593,29514609,29514593,29514609,0,0.000000,16,100.000000,0.000000,1.000000
489,29514609,29514640,29514624,29514640,15,48.387097,16,51.612903,93.750000,106.666667
490,29514640,29514671,29514640,29514655,16,51.612903,15,48.387097,106.666667,93.750000
491,29514671,29514702,29514671,29514687,15,48.387097,16,51.612903,93.750000,106.666667
492,29514702,29514718,29514702,29514718,0,0.000000,16,100.000000,0.000000,1.000000
493,29514718,29514749,29514733,29514749,15,48.387097,16,51.612903,93.750000,106.666667
494,29514749,29514780,29514765,29514780,16,51.612903,15,48.387097,106.666667,93.750000
495,29514780,29514811,29514796,29514811,16,51.612903,15,48.387097,106.666667,93.750000
496,29514811,29514843,29514827,29514843,16,50.000000,16,50.000000,100.000000,100.000000
497,29514843,29514874,29514858,29514874,15,48.387097,16,51.612903,93.750000,106.666667
498,29514874,29514905,29514874,29514889,16,51.612903,15,48.387097,106.666667,93.750000
499,29514905,29514921,29514905,29514921,0,0.000000,16,100.000000,0.000000,1.000000
500,29514921,29514952,29514936,29514952,15,48.387097,16,51.612903,93.750000,106.666667
501,29514952,29514983,29514967,29514983,15,48.387097,16,51.612903,93.750000,106.666667
502,29514983,29514999,29514983,29514999,0,0.000000,16,100.000000,0.000000,1.000000
503,29514999,29515030,29515014,29515030,15,48.387097,16,51.612903,93.750000,106.666667
504,29515030,29515061,29515045,29515061,15,48.387097,16,51.612903,93.750000,106.666667
505,29515061,29515092,29515061,29515092,0,0.000000,31,100.000000,0.000000,1.000000
506,29515092,29515123,29515108,29515123,16,51.612903,15,48.387097,106.666667,93.750000
507,29515123,29515155,29515139,29515155,16,50.000000,16,50.000000,100.000000,100.000000
508,29515155,29515186,29515155,29515170,16,51.612903,15,48.387097,106.666667,93.750000
509,29515186,29515217,29515201,29515217,15,48.387097,16,51.612903,93.750000,106.666667
510,29515217,29515248,29515217,29515233,15,48.387097,16,51.612903,93.750000,106.666667
511,29515248,29515279,29515248,29515264,15,48.387097,16,51.612903,93.750000,106.666667
512,29515279,29515295,29515279,29515295,0,0.000000,16,100.000000,0.000000,1.000000
513,29515295,29515326,29515311,29515326,16,51.612903,15,48.387097,106.666667,93.750000
514,29515326,29515357,29515326,29515342,15,48.387097,16,51.612903,93.750000,106.666667
515,29515357,29515373,29515357,29515373,0,0.000000,16,100.000000,0.000000,1.000000
516,29515373,29515404,29515389,29515404,16,51.612903,15,48.387097,106.666667,93.750000
517,29515404,29515435,29515404,29515420,15,48.387097,16,51.612903,93.750000,106.666667
518,29515435,29515451,29515435,29515451,0,0.000000,16,100.000000,0.000000,1.000000
519,29515451,29515482,29515467,29515482,16,51.612903,15,48.387097,106.666667,93.750000
520,29515482,29515513,29515498,29515513,16,51.612903,15,48.387097,106.666667,93.750000
521,29515513,29515545,29515513,29515529,16,50.000000,16,50.000000,100.000000,100.000000
522,29515545,29515576,29515560,29515576,15,48.387097,16,51.612903,93.750000,106.666667
523,29515576,29515607,29515576,29515607,0,0.000000,31,100.000000,0.000000,1.000000
524,29515607,29515638,29515607,29515623,15,48.387097,16,51.612903,93.750000,106.666667
525,29515638,29515654,29515638,29515654,0,0.000000,16,100.000000,0.000000,1.000000
526,29515654,29515685,29515669,29515685,15,48.387097,16,51.612903,93.750000,106.666667
527,29515685,29515716,29515685,29515716,0,0.000000,31,100.000000,0.000000,1.000000
528,29515716,29515747,29515716,29515732,15,48.387097,16,51.612903,93.750000,106.666667
529,29515747,29515779,29515763,29515779,16,50.000000,16,50.000000,100.000000,100.000000
530,29515779,29515810,29515779,29515794,16,51.612903,15,48.387097,106.666667,93.750000
531,29515810,29515841,29515810,29515825,16,51.612903,15,48.387097,106.666667,93.750000
532,29515841,29515857,29515841,29515857,0,0.000000,16,100.000000,0.000000,1.000000
533,29515857,29515888,29515857,29515888,0,0.000000,31,100.000000,0.000000,1.000000
534,29515888,29515919,29515888,29515903,16,51.612903,15,48.387097,106.666667,93.750000
535,29515919,29515935,29515919,29515935,0,0.000000,16,100.000000,0.000000,1.000000
536,29515935,29515966,29515950,29515966,15,48.387097,16,51.612903,93.750000,106.666667
537,29515966,29515997,29515966,29515981,16,51.612903,15,48.387097,106.666667,93.750000
538,29515997,29516013,29515997,29516013,0,0.000000,16,100.000000,0.000000,1.000000
539,29516013,29516044,29516028,29516044,15,48.387097,16,51.612903,93.750000,106.666667
540,29516044,29516075,29516044,29516075,0,0.000000,31,100.000000,0.000000,1.000000
541,29516075,29516091,29516075,29516091,0,0.000000,16,100.000000,0.000000,1.000000
542,29516091,29516122,29516106,29516122,15,48.387097,16,51.612903,93.750000,106.666667
543,29516122,29516153,29516137,29516153,15,48.387097,16,51.612903,93.750000,106.666667
544,29516153,29516184,29516153,29516169,15,48.387097,16,51.612903,93.750000,106.666667
545,29516184,29516215,29516200,29516215,16,51.612903,15,48.387097,106.666667,93.750000
546,29516215,29516247,29516215,29516247,0,0.000000,32,100.000000,0.000000,1.000000
547,29516247,29516278,29516247,29516262,16,51.612903,15,48.387097,106.666667,93.750000
548,29516278,29516293,29516278,29516293,0,0.000000,15,100.000000,0.000000,1.000000
549,29516293,29516325,29516309,29516325,16,50.000000,16,50.000000,100.000000,100.000000
550,29516325,29516356,29516325,29516340,16,51.612903,15,48.387097,106.666667,93.750000
551,29516356,29516371,29516356,29516371,0,0.000000,15,100.000000,0.000000,1.000000
552,29516371,29516403,29516387,29516403,16,50.000000,16,50.000000,100.000000,100.000000
553,29516403,29516434,29516418,29516434,15,48.387097,16,51.612903,93.750000,106.666667
554,29516434,29516449,29516434,29516449,0,0.000000,15,100.000000,0.000000,1.000000
555,29516449,29516481,29516465,29516481,16,50.000000,16,50.000000,100.000000,100.000000
556,29516481,29516512,29516496,29516512,15,48.387097,16,51.612903,93.750000,106.666667
557,29516512,29516543,29516512,29516543,0,0.000000,31,100.000000,0.000000,1.000000
558,29516543,29516574,29516559,29516574,16,51.612903,15,48.387097,106.666667,93.750000
559,29516574,29516605,29516590,29516605,16,51.612903,15,48.387097,106.666667,93.750000
560,29516605,29516637,29516605,29516621,16,50.000000,16,50.000000,100.000000,100.000000
561,29516637,29516652,29516637,29516652,0,0.000000,15,100.000000,0.000000,1.000000
562,29516652,29516683,29516668,29516683,16,51.612903,15,48.387097,106.666667,93.750000
563,29516683,29516715,29516683,29516715,0,0.000000,32,100.000000,0.000000,1.000000
564,29516715,29516730,29516715,29516730,0,0.000000,15,100.000000,0.000000,1.000000
565,29516730,29516761,29516746,29516761,16,51.612903,15,48.387097,106.666667,93.750000
566,29516761,29516793,29516777,29516793,16,50.000000,16,50.000000,100.000000,100.000000
567,29516793,29516808,29516793,29516808,0,0.000000,15,100.000000,0.000000,1.000000
568,29516808,29516839,29516824,29516839,16,51.612903,15,48.387097,106.666667,93.750000
569,29516839,29516871,29516855,29516871,16,50.000000,16,50.000000,100.000000,100.000000
570,29516871,29516902,29516886,29516902,15,48.387097,16,51.612903,93.750000,106.666667
571,29516902,29516933,29516917,29516933,15,48.387097,16,51.612903,93.750000,106.666667
572,29516933,29516964,29516949,29516964,16,51.612903,15,48.387097,106.666667,93.750000
573,29516964,29516995,29516964,29516980,15,48.387097,16,51.612903,93.750000,106.666667
574,29516995,29517027,29517011,29517027,16,50.000000,16,50.000000,100.000000,100.000000
575,29517027,29517058,29517027,29517042,16,51.612903,15,48.387097,106.666667,93.750000
576,29517058,29517073,29517058,29517073,0,0.000000,15,100.000000,0.000000,1.000000
577,29517073,29517105,29517089,29517105,16,50.000000,16,50.000000,100.000000,100.000000
578,29517105,29517136,29517120,29517136,15,48.387097,16,51.612903,93.750000,106.666667
579,29517136,29517167,29517136,29517151,16,51.612903,15,48.387097,106.666667,93.750000
580,29517167,29517183,29517167,29517183,0,0.000000,16,100.000000,0.000000,1.000000
581,29517183,29517214,29517198,29517214,15,48.387097,16,51.612903,93.750000,106.666667
582,29517214,29517245,29517214,29517229,16,51.612903,15,48.387097,106.666667,93.750000
583,29517245,29517276,29517261,29517276,16,51.612903,15,48.387097,106.666667,93.750000
584,29517276,29517307,29517276,29517292,15,48.387097,16,51.612903,93.750000,106.666667
585,29517307,29517323,29517307,29517323,0,0.000000,16,100.000000,0.000000,1.000000
586,29517323,29517354,29517339,29517354,16,51.612903,15,48.387097,106.666667,93.750000
587,29517354,29517385,29517354,29517370,15,48.387097,16,51.612903,93.750000,106.666667
588,29517385,29517401,29517385,29517401,0,0.000000,16,100.000000,0.000000,1.000000
589,29517401,29517432,29517417,29517432,16,51.612903,15,48.387097,106.666667,93.750000
590,29517432,29517463,29517448,29517463,16,51.612903,15,48.387097,106.666667,93.750000
591,29517463,29517495,29517463,29517479,16,50.000000,16,50.000000,100.000000,100.000000
592,29517495,29517526,29517510,29517526,15,48.387097,16,51.612903,93.750000,106.666667
593,29517526,29517557,29517526,29517541,16,51.612903,15,48.387097,106.666667,93.750000
594,29517557,29517588,29517557,29517573,15,48.387097,16,51.612903,93.750000,106.666667
595,29517588,29517619,29517588,29517619,0,0.000000,31,100.000000,0.000000,1.000000
596,29517619,29517651,29517619,29517635,16,50.000000,16,50.000000,100.000000,100.000000
597,29517651,29517682,29517651,29517666,16,51.612903,15,48.387097,106.666667,93.750000
598,29517682,29517713,29517682,29517697,16,51.612903,15,48.387097,106.666667,93.750000
599,29517713,29517729,29517713,29517729,0,0.000000,16,100.000000,0.000000,1.000000
600,29517729,29517760,29517744,29517760,15,48.387097,16,51.612903,93.750000,106.666667
601,29517760,29517791,29517775,29517791,15,48.387097,16,51.612903,93.750000,106.666667
602,29517791,29517822,29517791,29517807,15,48.387097,16,51.612903,93.750000,106.666667
603,29517822,29517853,29517822,29517838,15,48.387097,16,51.612903,93.750000,106.666667
604,29517853,29517869,29517853,29517869,0,0.000000,16,100.000000,0.000000,1.000000
605,29517869,29517900,29517885,29517900,16,51.612903,15,48.387097,106.666667,93.750000
606,29517900,29517931,29517916,29517931,16,51.612903,15,48.387097,106.666667,93.750000
607,29517931,29517963,29517947,29517963,16,50.000000,16,50.000000,100.000000,100.000000
608,29517963,29517978,29517963,29517978,0,0.000000,15,100.000000,0.000000,1.000000
609,29517978,29518009,29517994,29518009,16,51.612903,15,48.387097,106.666667,93.750000
610,29518009,29518041,29518025,29518041,16,50.000000,16,50.000000,100.000000,100.000000
611,29518041,29518072,29518041,29518072,0,0.000000,31,100.000000,0.000000,1.000000
612,29518072,29518103,29518087,29518103,15,48.387097,16,51.612903,93.750000,106.666667
613,29518103,29518134,29518103,29518134,0,0.000000,31,100.000000,0.000000,1.000000
614,29518134,29518150,29518134,29518150,0,0.000000,16,100.000000,0.000000,1.000000
615,29518150,29518181,29518165,29518181,15,48.387097,16,51.612903,93.750000,106.666667
616,29518181,29518212,29518197,29518212,16,51.612903,15,48.387097,106.666667,93.750000
617,29518212,29518243,29518212,29518228,15,48.387097,16,51.612903,93.750000,106.666667
618,29518243,29518259,29518243,29518259,0,0.000000,16,100.000000,0.000000,1.000000
619,29518259,29518290,29518275,29518290,16,51.612903,15,48.387097,106.666667,93.750000
620,29518290,29518321,29518290,29518321,0,0.000000,31,100.000000,0.000000,1.000000
621,29518321,29518353,29518321,29518337,16,50.000000,16,50.000000,100.000000,100.000000
622,29518353,29518368,29518353,29518368,0,0.000000,15,100.000000,0.000000,1.000000
623,29518368,29518399,29518384,29518399,16,51.612903,15,48.387097,106.666667,93.750000
624,29518399,29518431,29518399,29518415,16,50.000000,16,50.000000,100.000000,100.000000
625,29518431,29518462,29518431,29518446,16,51.612903,15,48.387097,106.666667,93.750000
626,29518462,29518477,29518462,29518477,0,0.000000,15,100.000000,0.000000,1.000000
627,29518477,29518509,29518477,29518493,16,50.000000,16,50.000000,100.000000,100.000000
628,29518509,29518540,29518509,29518524,16,51.612903,15,48.387097,106.666667,93.750000
629,29518540,29518555,29518540,29518555,0,0.000000,15,100.000000,0.000000,1.000000
630,29518555,29518587,29518571,29518587,16,50.000000,16,50.000000,100.000000,100.000000
631,29518587,29518618,29518587,29518602,16,51.612903,15,48.387097,106.666667,93.750000
632,29518618,29518633,29518618,29518633,0,0.000000,15,100.000000,0.000000,1.000000
633,29518633,29518665,29518649,29518665,16,50.000000,16,50.000000,100.000000,100.000000
634,29518665,29518696,29518665,29518696,0,0.000000,31,100.000000,0.000000,1.000000
635,29518696,29518711,29518696,29518711,0,0.000000,15,100.000000,0.000000,1.000000
636,29518711,29518743,29518727,29518743,16,50.000000,16,50.000000,100.000000,100.000000
637,29518743,29518774,29518758,29518774,15,48.387097,16,51.612903,93.750000,106.666667
638,29518774,29518789,29518774,29518789,0,0.000000,15,100.000000,0.000000,1.000000
639,29518789,29518821,29518805,29518821,16,50.000000,16,50.000000,100.000000,100.000000
640,29518821,29518852,29518836,29518852,15,48.387097,16,51.612903,93.750000,106.666667
641,29518852,29518883,29518852,29518883,0,0.000000,31,100.000000,0.000000,1.000000
642,29518883,29518914,29518899,29518914,16,51.612903,15,48.387097,106.666667,93.750000
643,29518914,29518945,29518930,29518945,16,51.612903,15,48.387097,106.666667,93.750000
644,29518945,29518977,29518945,29518961,16,50.000000,16,50.000000,100.000000,100.000000
645,29518977,29518992,29518977,29518992,0,0.000000,15,100.000000,0.000000,1.000000
646,29518992,29519023,29519008,29519023,16,51.612903,15,48.387097,106.666667,93.750000
647,29519023,29519055,29519023,29519039,16,50.000000,16,50.000000,100.000000,100.000000
648,29519055,29519070,29519055,29519070,0,0.000000,15,100.000000,0.000000,1.000000
649,29519070,29519101,29519086,29519101,16,51.612903,15,48.387097,106.666667,93.750000
