统计序号,client发送时间(ms),client接收时间(ms),server发送时间(ms),server接收时间(ms),本地总线间隔时间(ms),占比百分比(%),服务端间隔时间(ms),占比百分比(%),对比百分比1 L/S(%),对比百分比2 S/L(%)
332,7568357,7568450,7568388,7568404,77,82.795699,16,17.204301,481.25,20.779221
333,7568450,7568513,7568466,7568482,47,74.603175,16,25.396825,293.75,34.042553
334,7568513,7568606,7568528,7568560,61,65.591398,32,34.408602,190.625,52.459016
335,7568606,7568653,7568606,7568638,15,31.914894,32,68.085106,46.875,213.333333
336,7568653,7568762,7568684,7568716,77,70.642202,32,29.357798,240.625,41.558442
337,7568762,7568809,7568762,7568794,15,31.914894,32,68.085106,46.875,213.333333
338,7568809,7568903,7568840,7568856,78,82.978723,16,17.021277,487.5,20.512821
339,7568903,7568950,7568918,7568934,31,65.957447,16,34.042553,193.75,51.612903
340,7568950,7569059,7568981,7569012,78,71.559633,31,28.440367,251.612903,39.74359
341,7569059,7569106,7569059,7569090,16,34.042553,31,65.957447,51.612903,193.75
342,7569106,7569199,7569137,7569152,78,83.870968,15,16.129032,520,19.230769
343,7569199,7569262,7569215,7569230,48,76.190476,15,23.809524,320,31.25
344,7569262,7569355,7569277,7569308,62,66.666667,31,33.333333,200,50
345,7569355,7569449,7569402,7569433,63,67.021277,31,32.978723,203.225806,49.206349
346,7569449,7569511,7569480,7569511,31,50,31,50,100,100
347,7569511,7569605,7569558,7569574,78,82.978723,16,17.021277,487.5,20.512821
348,7569605,7569652,7569636,7569652,31,65.957447,16,34.042553,193.75,51.612903
349,7569652,7569761,7569698,7569730,77,70.642202,32,29.357798,240.625,41.558442
350,7569761,7569808,7569776,7569792,31,65.957447,16,34.042553,193.75,51.612903
351,7569808,7569901,7569854,7569870,77,82.795699,16,17.204301,481.25,20.779221
352,7569901,7569964,7569917,7569948,32,50.793651,31,49.206349,103.225806,96.875
353,7569964,7570057,7569995,7570026,62,66.666667,31,33.333333,200,50
354,7570057,7570104,7570073,7570088,32,68.085106,15,31.914894,213.333333,46.875
355,7570104,7570213,7570135,7570166,78,71.559633,31,28.440367,251.612903,39.74359
356,7570213,7570260,7570213,7570229,31,65.957447,16,34.042553,193.75,51.612903
357,7570260,7570354,7570291,7570307,78,82.978723,16,17.021277,487.5,20.512821
358,7570354,7570400,7570354,7570385,15,32.608696,31,67.391304,48.387097,206.666667
359,7570400,7570510,7570432,7570463,79,71.818182,31,28.181818,254.83871,39.240506
360,7570510,7570556,7570510,7570525,31,67.391304,15,32.608696,206.666667,48.387097
361,7570556,7570650,7570588,7570603,79,84.042553,15,15.957447,526.666667,18.987342
362,7570650,7570759,7570712,7570728,93,85.321101,16,14.678899,581.25,17.204301
363,7570759,7570806,7570775,7570806,16,34.042553,31,65.957447,51.612903,193.75
364,7570806,7570900,7570853,7570884,63,67.021277,31,32.978723,203.225806,49.206349
365,7570900,7570962,7570931,7570946,47,75.806452,15,24.193548,313.333333,31.914894
366,7570962,7571056,7571009,7571024,79,84.042553,15,15.957447,526.666667,18.987342
367,7571056,7571102,7571071,7571102,15,32.608696,31,67.391304,48.387097,206.666667
368,7571102,7571212,7571149,7571180,79,71.818182,31,28.181818,254.83871,39.240506
369,7571212,7571258,7571227,7571243,30,65.217391,16,34.782609,187.5,53.333333
370,7571258,7571352,7571305,7571321,78,82.978723,16,17.021277,487.5,20.512821
371,7571352,7571399,7571368,7571399,16,34.042553,31,65.957447,51.612903,193.75
372,7571399,7571508,7571446,7571477,78,71.559633,31,28.440367,251.612903,39.74359
373,7571508,7571555,7571524,7571539,32,68.085106,15,31.914894,213.333333,46.875
374,7571555,7571664,7571602,7571617,94,86.238532,15,13.761468,626.666667,15.957447
375,7571664,7571711,7571664,7571695,16,34.042553,31,65.957447,51.612903,193.75
376,7571711,7571804,7571742,7571758,77,82.795699,16,17.204301,481.25,20.779221
377,7571804,7571851,7571820,7571836,31,65.957447,16,34.042553,193.75,51.612903
378,7571851,7571960,7571882,7571914,77,70.642202,32,29.357798,240.625,41.558442
379,7571960,7572007,7571960,7571976,31,65.957447,16,34.042553,193.75,51.612903
380,7572007,7572101,7572038,7572054,78,82.978723,16,17.021277,487.5,20.512821
381,7572101,7572210,7572163,7572179,93,85.321101,16,14.678899,581.25,17.204301
382,7572210,7572304,7572226,7572257,63,67.021277,31,32.978723,203.225806,49.206349
383,7572304,7572413,7572350,7572382,77,70.642202,32,29.357798,240.625,41.558442
384,7572413,7572460,7572428,7572460,15,31.914894,32,68.085106,46.875,213.333333
385,7572460,7572553,7572506,7572522,77,82.795699,16,17.204301,481.25,20.779221
386,7572553,7572600,7572569,7572600,16,34.042553,31,65.957447,51.612903,193.75
387,7572600,7572709,7572647,7572678,78,71.559633,31,28.440367,251.612903,39.74359
388,7572709,7572756,7572725,7572740,32,68.085106,15,31.914894,213.333333,46.875
389,7572756,7572850,7572803,7572818,79,84.042553,15,15.957447,526.666667,18.987342
390,7572850,7572912,7572865,7572896,31,50,31,50,100,100
391,7572912,7573006,7572943,7572974,63,67.021277,31,32.978723,203.225806,49.206349
392,7573006,7573052,7573021,7573037,30,65.217391,16,34.782609,187.5,53.333333
393,7573052,7573162,7573099,7573115,94,85.454545,16,14.545455,587.5,17.021277
394,7573162,7573208,7573162,7573193,15,32.608696,31,67.391304,48.387097,206.666667
395,7573208,7573302,7573240,7573271,63,67.021277,31,32.978723,203.225806,49.206349
396,7573302,7573364,7573318,7573349,31,50,31,50,100,100
397,7573364,7573458,7573396,7573411,79,84.042553,15,15.957447,526.666667,18.987342
398,7573458,7573505,7573474,7573489,32,68.085106,15,31.914894,213.333333,46.875
399,7573505,7573614,7573536,7573567,78,71.559633,31,28.440367,251.612903,39.74359
400,7573614,7573661,7573614,7573645,16,34.042553,31,65.957447,51.612903,193.75
401,7573661,7573754,7573692,7573708,77,82.795699,16,17.204301,481.25,20.779221
402,7573754,7573801,7573770,7573786,31,65.957447,16,34.042553,193.75,51.612903
403,7573801,7573910,7573832,7573864,77,70.642202,32,29.357798,240.625,41.558442
404,7573910,7573957,7573910,7573942,15,31.914894,32,68.085106,46.875,213.333333
405,7573957,7574051,7573988,7574004,78,82.978723,16,17.021277,487.5,20.512821
406,7574051,7574113,7574066,7574082,46,74.193548,16,25.806452,287.5,34.782609
407,7574113,7574207,7574144,7574160,78,82.978723,16,17.021277,487.5,20.512821
408,7574207,7574254,7574207,7574238,16,34.042553,31,65.957447,51.612903,193.75
409,7574254,7574363,7574285,7574316,78,71.559633,31,28.440367,251.612903,39.74359
410,7574363,7574410,7574363,7574378,32,68.085106,15,31.914894,213.333333,46.875
411,7574410,7574503,7574441,7574456,78,83.870968,15,16.129032,520,19.230769
412,7574503,7574612,7574550,7574581,78,71.559633,31,28.440367,251.612903,39.74359
413,7574612,7574706,7574628,7574659,63,67.021277,31,32.978723,203.225806,49.206349
414,7574706,7574800,7574753,7574784,63,67.021277,31,32.978723,203.225806,49.206349
415,7574800,7574862,7574831,7574846,47,75.806452,15,24.193548,313.333333,31.914894
416,7574862,7574956,7574909,7574924,79,84.042553,15,15.957447,526.666667,18.987342
417,7574956,7575002,7574971,7575002,15,32.608696,31,67.391304,48.387097,206.666667
418,7575002,7575112,7575049,7575080,79,71.818182,31,28.181818,254.83871,39.240506
419,7575112,7575158,7575127,7575158,15,32.608696,31,67.391304,48.387097,206.666667
420,7575158,7575252,7575205,7575221,78,82.978723,16,17.021277,487.5,20.512821
421,7575252,7575314,7575268,7575299,31,50,31,50,100,100
422,7575314,7575408,7575346,7575377,63,67.021277,31,32.978723,203.225806,49.206349
423,7575408,7575455,7575424,7575439,32,68.085106,15,31.914894,213.333333,46.875
424,7575455,7575564,7575502,7575517,94,86.238532,15,13.761468,626.666667,15.957447
425,7575564,7575611,7575564,7575595,16,34.042553,31,65.957447,51.612903,193.75
426,7575611,7575704,7575642,7575673,62,66.666667,31,33.333333,200,50
427,7575704,7575751,7575720,7575736,31,65.957447,16,34.042553,193.75,51.612903
428,7575751,7575860,7575798,7575814,93,85.321101,16,14.678899,581.25,17.204301
429,7575860,7575907,7575860,7575892,15,31.914894,32,68.085106,46.875,213.333333
430,7575907,7576001,7575938,7575970,62,65.957447,32,34.042553,193.75,51.612903
431,7576001,7576063,7576016,7576032,46,74.193548,16,25.806452,287.5,34.782609
432,7576063,7576157,7576094,7576110,78,82.978723,16,17.021277,487.5,20.512821
433,7576157,7576204,7576157,7576188,16,34.042553,31,65.957447,51.612903,193.75
434,7576204,7576313,7576235,7576266,78,71.559633,31,28.440367,251.612903,39.74359
435,7576313,7576360,7576313,7576328,32,68.085106,15,31.914894,213.333333,46.875
436,7576360,7576453,7576375,7576406,62,66.666667,31,33.333333,200,50
437,7576453,7576500,7576453,7576484,16,34.042553,31,65.957447,51.612903,193.75
438,7576500,7576609,7576531,7576562,78,71.559633,31,28.440367,251.612903,39.74359
439,7576609,7576703,7576656,7576687,63,67.021277,31,32.978723,203.225806,49.206349
440,7576703,7576812,7576734,7576750,93,85.321101,16,14.678899,581.25,17.204301
441,7576812,7576906,7576859,7576874,79,84.042553,15,15.957447,526.666667,18.987342
442,7576906,7576952,7576937,7576952,31,67.391304,15,32.608696,206.666667,48.387097
443,7576952,7577062,7576999,7577030,79,71.818182,31,28.181818,254.83871,39.240506
444,7577062,7577108,7577077,7577108,15,32.608696,31,67.391304,48.387097,206.666667
445,7577108,7577202,7577155,7577171,78,82.978723,16,17.021277,487.5,20.512821
446,7577202,7577264,7577233,7577249,46,74.193548,16,25.806452,287.5,34.782609
447,7577264,7577358,7577296,7577327,63,67.021277,31,32.978723,203.225806,49.206349
448,7577358,7577405,7577374,7577405,16,34.042553,31,65.957447,51.612903,193.75
449,7577405,7577514,7577452,7577467,94,86.238532,15,13.761468,626.666667,15.957447
450,7577514,7577561,7577514,7577545,16,34.042553,31,65.957447,51.612903,193.75
451,7577561,7577654,7577592,7577623,62,66.666667,31,33.333333,200,50
452,7577654,7577701,7577670,7577701,16,34.042553,31,65.957447,51.612903,193.75
453,7577701,7577810,7577748,7577764,93,85.321101,16,14.678899,581.25,17.204301
454,7577810,7577857,7577826,7577842,31,65.957447,16,34.042553,193.75,51.612903
455,7577857,7577951,7577888,7577920,62,65.957447,32,34.042553,193.75,51.612903
456,7577951,7578013,7577966,7577998,30,48.387097,32,51.612903,93.75,106.666667
457,7578013,7578107,7578044,7578060,78,82.978723,16,17.021277,487.5,20.512821
458,7578107,7578154,7578107,7578138,16,34.042553,31,65.957447,51.612903,193.75
459,7578154,7578263,7578185,7578216,78,71.559633,31,28.440367,251.612903,39.74359
460,7578263,7578310,7578263,7578294,16,34.042553,31,65.957447,51.612903,193.75
461,7578310,7578403,7578341,7578356,78,83.870968,15,16.129032,520,19.230769
462,7578403,7578450,7578419,7578434,32,68.085106,15,31.914894,213.333333,46.875
463,7578450,7578559,7578481,7578512,78,71.559633,31,28.440367,251.612903,39.74359
464,7578559,7578606,7578559,7578590,16,34.042553,31,65.957447,51.612903,193.75
465,7578606,7578700,7578637,7578653,78,82.978723,16,17.021277,487.5,20.512821
466,7578700,7578762,7578715,7578731,46,74.193548,16,25.806452,287.5,34.782609
467,7578762,7578856,7578778,7578809,63,67.021277,31,32.978723,203.225806,49.206349
468,7578856,7578949,7578902,7578934,61,65.591398,32,34.408602,190.625,52.459016
469,7578949,7579012,7578980,7579012,31,49.206349,32,50.793651,96.875,103.225806
470,7579012,7579105,7579058,7579074,77,82.795699,16,17.204301,481.25,20.779221
471,7579105,7579152,7579136,7579152,31,65.957447,16,34.042553,193.75,51.612903
472,7579152,7579261,7579199,7579230,78,71.559633,31,28.440367,251.612903,39.74359
473,7579261,7579308,7579277,7579308,16,34.042553,31,65.957447,51.612903,193.75
474,7579308,7579402,7579355,7579370,79,84.042553,15,15.957447,526.666667,18.987342
475,7579402,7579464,7579433,7579448,47,75.806452,15,24.193548,313.333333,31.914894
476,7579464,7579558,7579495,7579526,63,67.021277,31,32.978723,203.225806,49.206349
477,7579558,7579604,7579573,7579589,30,65.217391,16,34.782609,187.5,53.333333
478,7579604,7579714,7579651,7579667,94,85.454545,16,14.545455,587.5,17.021277
479,7579714,7579760,7579714,7579745,15,32.608696,31,67.391304,48.387097,206.666667
480,7579760,7579854,7579792,7579823,63,67.021277,31,32.978723,203.225806,49.206349
481,7579854,7579901,7579870,7579885,32,68.085106,15,31.914894,213.333333,46.875
482,7579901,7580010,7579948,7579963,94,86.238532,15,13.761468,626.666667,15.957447
483,7580010,7580057,7580010,7580041,16,34.042553,31,65.957447,51.612903,193.75
484,7580057,7580150,7580088,7580104,77,82.795699,16,17.204301,481.25,20.779221
485,7580150,7580213,7580166,7580182,47,74.603175,16,25.396825,293.75,34.042553
486,7580213,7580306,7580228,7580260,61,65.591398,32,34.408602,190.625,52.459016
487,7580306,7580400,7580353,7580384,63,67.021277,31,32.978723,203.225806,49.206349
488,7580400,7580509,7580431,7580462,78,71.559633,31,28.440367,251.612903,39.74359
489,7580509,7580603,7580556,7580587,63,67.021277,31,32.978723,203.225806,49.206349
490,7580603,7580712,7580634,7580650,93,85.321101,16,14.678899,581.25,17.204301
491,7580712,7580806,7580759,7580774,79,84.042553,15,15.957447,526.666667,18.987342
492,7580806,7580852,7580837,7580852,31,67.391304,15,32.608696,206.666667,48.387097
493,7580852,7580962,7580899,7580930,79,71.818182,31,28.181818,254.83871,39.240506
494,7580962,7581008,7580977,7580993,30,65.217391,16,34.782609,187.5,53.333333
495,7581008,7581102,7581055,7581071,78,82.978723,16,17.021277,487.5,20.512821
496,7581102,7581164,7581118,7581149,31,50,31,50,100,100
497,7581164,7581258,7581196,7581227,63,67.021277,31,32.978723,203.225806,49.206349
498,7581258,7581305,7581274,7581289,32,68.085106,15,31.914894,213.333333,46.875
499,7581305,7581414,7581352,7581367,94,86.238532,15,13.761468,626.666667,15.957447
500,7581414,7581461,7581414,7581445,16,34.042553,31,65.957447,51.612903,193.75
501,7581461,7581554,7581492,7581523,62,66.666667,31,33.333333,200,50
502,7581554,7581601,7581570,7581586,31,65.957447,16,34.042553,193.75,51.612903
503,7581601,7581710,7581632,7581664,77,70.642202,32,29.357798,240.625,41.558442
504,7581710,7581757,7581710,7581742,15,31.914894,32,68.085106,46.875,213.333333
505,7581757,7581851,7581788,7581804,78,82.978723,16,17.021277,487.5,20.512821
506,7581851,7581913,7581866,7581882,46,74.193548,16,25.806452,287.5,34.782609
507,7581913,7582007,7581929,7581960,63,67.021277,31,32.978723,203.225806,49.206349
508,7582007,7582054,7582007,7582038,16,34.042553,31,65.957447,51.612903,193.75
509,7582054,7582163,7582085,7582100,94,86.238532,15,13.761468,626.666667,15.957447
510,7582163,7582256,7582210,7582225,78,83.870968,15,16.129032,520,19.230769
511,7582256,7582350,7582288,7582303,79,84.042553,15,15.957447,526.666667,18.987342
512,7582350,7582459,7582412,7582428,93,85.321101,16,14.678899,581.25,17.204301
513,7582459,7582553,7582475,7582506,63,67.021277,31,32.978723,203.225806,49.206349
514,7582553,7582662,7582600,7582631,78,71.559633,31,28.440367,251.612903,39.74359
515,7582662,7582709,7582678,7582709,16,34.042553,31,65.957447,51.612903,193.75
516,7582709,7582802,7582756,7582771,78,83.870968,15,16.129032,520,19.230769
517,7582802,7582865,7582834,7582849,48,76.190476,15,23.809524,320,31.25
518,7582865,7582958,7582896,7582927,62,66.666667,31,33.333333,200,50
519,7582958,7583052,7582974,7583005,63,67.021277,31,32.978723,203.225806,49.206349
520,7583052,7583161,7583115,7583130,94,86.238532,15,13.761468,626.666667,15.957447
521,7583161,7583255,7583177,7583208,63,67.021277,31,32.978723,203.225806,49.206349
522,7583255,7583364,7583302,7583333,78,71.559633,31,28.440367,251.612903,39.74359
523,7583364,7583411,7583380,7583395,32,68.085106,15,31.914894,213.333333,46.875
524,7583411,7583505,7583458,7583473,79,84.042553,15,15.957447,526.666667,18.987342
525,7583505,7583551,7583520,7583551,15,32.608696,31,67.391304,48.387097,206.666667
526,7583551,7583661,7583598,7583614,94,85.454545,16,14.545455,587.5,17.021277
527,7583661,7583707,7583676,7583692,30,65.217391,16,34.782609,187.5,53.333333
528,7583707,7583801,7583739,7583770,63,67.021277,31,32.978723,203.225806,49.206349
529,7583801,7583863,7583817,7583848,31,50,31,50,100,100
530,7583863,7583957,7583895,7583926,63,67.021277,31,32.978723,203.225806,49.206349
531,7583957,7584004,7583973,7583988,32,68.085106,15,31.914894,213.333333,46.875
532,7584004,7584113,7584051,7584066,94,86.238532,15,13.761468,626.666667,15.957447
533,7584113,7584160,7584113,7584144,16,34.042553,31,65.957447,51.612903,193.75
534,7584160,7584253,7584191,7584207,77,82.795699,16,17.204301,481.25,20.779221
535,7584253,7584300,7584269,7584285,31,65.957447,16,34.042553,193.75,51.612903
536,7584300,7584409,7584331,7584363,77,70.642202,32,29.357798,240.625,41.558442
537,7584409,7584456,7584409,7584441,15,31.914894,32,68.085106,46.875,213.333333
538,7584456,7584550,7584487,7584503,78,82.978723,16,17.021277,487.5,20.512821
539,7584550,7584612,7584565,7584581,46,74.193548,16,25.806452,287.5,34.782609
540,7584612,7584706,7584643,7584659,78,82.978723,16,17.021277,487.5,20.512821
541,7584706,7584753,7584706,7584737,16,34.042553,31,65.957447,51.612903,193.75
542,7584753,7584862,7584784,7584815,78,71.559633,31,28.440367,251.612903,39.74359
543,7584862,7584909,7584862,7584877,32,68.085106,15,31.914894,213.333333,46.875
544,7584909,7585002,7584940,7584955,78,83.870968,15,16.129032,520,19.230769
545,7585002,7585111,7585065,7585080,94,86.238532,15,13.761468,626.666667,15.957447
546,7585111,7585158,7585127,7585158,16,34.042553,31,65.957447,51.612903,193.75
547,7585158,7585252,7585205,7585236,63,67.021277,31,32.978723,203.225806,49.206349
548,7585252,7585314,7585283,7585299,46,74.193548,16,25.806452,287.5,34.782609
549,7585314,7585408,7585361,7585377,78,82.978723,16,17.021277,487.5,20.512821
550,7585408,7585455,7585423,7585455,15,31.914894,32,68.085106,46.875,213.333333
551,7585455,7585564,7585501,7585533,77,70.642202,32,29.357798,240.625,41.558442
552,7585564,7585611,7585579,7585595,31,65.957447,16,34.042553,193.75,51.612903
553,7585611,7585704,7585642,7585673,62,66.666667,31,33.333333,200,50
554,7585704,7585751,7585720,7585751,16,34.042553,31,65.957447,51.612903,193.75
555,7585751,7585860,7585798,7585829,78,71.559633,31,28.440367,251.612903,39.74359
556,7585860,7585907,7585876,7585891,32,68.085106,15,31.914894,213.333333,46.875
557,7585907,7586001,7585954,7585969,79,84.042553,15,15.957447,526.666667,18.987342
558,7586001,7586063,7586016,7586047,31,50,31,50,100,100
559,7586063,7586157,7586094,7586125,63,67.021277,31,32.978723,203.225806,49.206349
560,7586157,7586203,7586172,7586203,15,32.608696,31,67.391304,48.387097,206.666667
561,7586203,7586313,7586250,7586266,94,85.454545,16,14.545455,587.5,17.021277
562,7586313,7586359,7586328,7586344,30,65.217391,16,34.782609,187.5,53.333333
563,7586359,7586453,7586391,7586422,63,67.021277,31,32.978723,203.225806,49.206349
564,7586453,7586500,7586469,7586500,16,34.042553,31,65.957447,51.612903,193.75
565,7586500,7586609,7586547,7586578,78,71.559633,31,28.440367,251.612903,39.74359
566,7586609,7586656,7586625,7586640,32,68.085106,15,31.914894,213.333333,46.875
567,7586656,7586765,7586703,7586718,94,86.238532,15,13.761468,626.666667,15.957447
568,7586765,7586812,7586765,7586796,16,34.042553,31,65.957447,51.612903,193.75
569,7586812,7586905,7586843,7586874,62,66.666667,31,33.333333,200,50
570,7586905,7586952,7586921,7586952,16,34.042553,31,65.957447,51.612903,193.75
571,7586952,7587061,7586999,7587015,93,85.321101,16,14.678899,581.25,17.204301
572,7587061,7587108,7587077,7587093,31,65.957447,16,34.042553,193.75,51.612903
573,7587108,7587202,7587139,7587171,62,65.957447,32,34.042553,193.75,51.612903
574,7587202,7587264,7587217,7587233,46,74.193548,16,25.806452,287.5,34.782609
575,7587264,7587358,7587295,7587311,78,82.978723,16,17.021277,487.5,20.512821
576,7587358,7587405,7587358,7587389,16,34.042553,31,65.957447,51.612903,193.75
577,7587405,7587514,7587436,7587467,78,71.559633,31,28.440367,251.612903,39.74359
578,7587514,7587561,7587514,7587529,32,68.085106,15,31.914894,213.333333,46.875
579,7587561,7587654,7587592,7587607,78,83.870968,15,16.129032,520,19.230769
580,7587654,7587763,7587701,7587732,78,71.559633,31,28.440367,251.612903,39.74359
581,7587763,7587810,7587779,7587810,16,34.042553,31,65.957447,51.612903,193.75
582,7587810,7587904,7587857,7587873,78,82.978723,16,17.021277,487.5,20.512821
583,7587904,7587951,7587935,7587951,31,65.957447,16,34.042553,193.75,51.612903
584,7587951,7588060,7587997,7588029,77,70.642202,32,29.357798,240.625,41.558442
585,7588060,7588107,7588075,7588107,15,31.914894,32,68.085106,46.875,213.333333
586,7588107,7588200,7588153,7588185,61,65.591398,32,34.408602,190.625,52.459016
587,7588200,7588263,7588231,7588247,47,74.603175,16,25.396825,293.75,34.042553
588,7588263,7588356,7588309,7588325,77,82.795699,16,17.204301,481.25,20.779221
589,7588356,7588403,7588372,7588403,16,34.042553,31,65.957447,51.612903,193.75
590,7588403,7588512,7588450,7588481,78,71.559633,31,28.440367,251.612903,39.74359
591,7588512,7588559,7588528,7588559,16,34.042553,31,65.957447,51.612903,193.75
592,7588559,7588653,7588606,7588621,79,84.042553,15,15.957447,526.666667,18.987342
593,7588653,7588715,7588684,7588699,47,75.806452,15,24.193548,313.333333,31.914894
594,7588715,7588809,7588746,7588777,63,67.021277,31,32.978723,203.225806,49.206349
595,7588809,7588855,7588824,7588855,15,32.608696,31,67.391304,48.387097,206.666667
596,7588855,7588965,7588902,7588933,79,71.818182,31,28.181818,254.83871,39.240506
597,7588965,7589011,7588980,7589011,15,32.608696,31,67.391304,48.387097,206.666667
598,7589011,7589105,7589058,7589074,78,82.978723,16,17.021277,487.5,20.512821
599,7589105,7589152,7589136,7589152,31,65.957447,16,34.042553,193.75,51.612903
600,7589152,7589261,7589199,7589230,78,71.559633,31,28.440367,251.612903,39.74359
601,7589261,7589308,7589277,7589308,16,34.042553,31,65.957447,51.612903,193.75
602,7589308,7589401,7589355,7589386,62,66.666667,31,33.333333,200,50
603,7589401,7589464,7589433,7589448,48,76.190476,15,23.809524,320,31.25
604,7589464,7589557,7589511,7589526,78,83.870968,15,16.129032,520,19.230769
605,7589557,7589604,7589573,7589604,16,34.042553,31,65.957447,51.612903,193.75
606,7589604,7589713,7589651,7589682,78,71.559633,31,28.440367,251.612903,39.74359
607,7589713,7589760,7589729,7589760,16,34.042553,31,65.957447,51.612903,193.75
608,7589760,7589854,7589807,7589823,78,82.978723,16,17.021277,487.5,20.512821
609,7589854,7589901,7589869,7589901,15,31.914894,32,68.085106,46.875,213.333333
610,7589901,7590010,7589947,7589979,77,70.642202,32,29.357798,240.625,41.558442
611,7590010,7590057,7590025,7590057,15,31.914894,32,68.085106,46.875,213.333333
612,7590057,7590150,7590103,7590119,77,82.795699,16,17.204301,481.25,20.779221
613,7590150,7590213,7590181,7590197,47,74.603175,16,25.396825,293.75,34.042553
614,7590213,7590306,7590244,7590275,62,66.666667,31,33.333333,200,50
615,7590306,7590353,7590322,7590353,16,34.042553,31,65.957447,51.612903,193.75
616,7590353,7590462,7590400,7590431,78,71.559633,31,28.440367,251.612903,39.74359
617,7590462,7590509,7590478,7590493,32,68.085106,15,31.914894,213.333333,46.875
618,7590509,7590603,7590556,7590571,79,84.042553,15,15.957447,526.666667,18.987342
619,7590603,7590665,7590618,7590649,31,50,31,50,100,100
620,7590665,7590759,7590696,7590712,78,82.978723,16,17.021277,487.5,20.512821
621,7590759,7590805,7590774,7590790,30,65.217391,16,34.782609,187.5,53.333333
622,7590805,7590915,7590837,7590868,79,71.818182,31,28.181818,254.83871,39.240506
623,7590915,7590961,7590915,7590930,31,67.391304,15,32.608696,206.666667,48.387097
624,7590961,7591055,7590993,7591008,79,84.042553,15,15.957447,526.666667,18.987342
625,7591055,7591102,7591055,7591086,16,34.042553,31,65.957447,51.612903,193.75
626,7591102,7591211,7591133,7591164,78,71.559633,31,28.440367,251.612903,39.74359
627,7591211,7591258,7591211,7591227,31,65.957447,16,34.042553,193.75,51.612903
628,7591258,7591351,7591289,7591305,77,82.795699,16,17.204301,481.25,20.779221
629,7591351,7591461,7591414,7591429,95,86.363636,15,13.636364,633.333333,15.789474
630,7591461,7591554,7591492,7591507,78,83.870968,15,16.129032,520,19.230769
631,7591554,7591663,7591601,7591632,78,71.559633,31,28.440367,251.612903,39.74359
632,7591663,7591757,7591679,7591710,63,67.021277,31,32.978723,203.225806,49.206349
633,7591757,7591851,7591804,7591835,63,67.021277,31,32.978723,203.225806,49.206349
634,7591851,7591960,7591882,7591913,78,71.559633,31,28.440367,251.612903,39.74359
635,7591960,7592053,7592007,7592038,62,66.666667,31,33.333333,200,50
636,7592053,7592163,7592085,7592100,95,86.363636,15,13.636364,633.333333,15.789474
637,7592163,7592256,7592209,7592225,77,82.795699,16,17.204301,481.25,20.779221
638,7592256,7592365,7592287,7592303,93,85.321101,16,14.678899,581.25,17.204301
639,7592365,7592459,7592412,7592428,78,82.978723,16,17.021277,487.5,20.512821
640,7592459,7592553,7592490,7592506,78,82.978723,16,17.021277,487.5,20.512821
641,7592553,7592662,7592615,7592631,93,85.321101,16,14.678899,581.25,17.204301
642,7592662,7592755,7592677,7592709,61,65.591398,32,34.408602,190.625,52.459016
643,7592755,7592865,7592802,7592833,79,71.818182,31,28.181818,254.83871,39.240506
644,7592865,7592911,7592880,7592911,15,32.608696,31,67.391304,48.387097,206.666667
645,7592911,7593005,7592958,7592974,78,82.978723,16,17.021277,487.5,20.512821
646,7593005,7593114,7593036,7593052,93,85.321101,16,14.678899,581.25,17.204301
647,7593114,7593208,7593161,7593177,78,82.978723,16,17.021277,487.5,20.512821
648,7593208,7593301,7593239,7593255,77,82.795699,16,17.204301,481.25,20.779221
649,7593301,7593411,7593364,7593379,95,86.363636,15,13.636364,633.333333,15.789474
650,7593411,7593457,7593426,7593457,15,32.608696,31,67.391304,48.387097,206.666667
651,7593457,7593551,7593504,7593520,78,82.978723,16,17.021277,487.5,20.512821
652,7593551,7593613,7593567,7593598,31,50,31,50,100,100
653,7593613,7593707,7593645,7593676,63,67.021277,31,32.978723,203.225806,49.206349
654,7593707,7593754,7593723,7593738,32,68.085106,15,31.914894,213.333333,46.875
655,7593754,7593863,7593801,7593816,94,86.238532,15,13.761468,626.666667,15.957447
656,7593863,7593910,7593863,7593894,16,34.042553,31,65.957447,51.612903,193.75
657,7593910,7594003,7593941,7593972,62,66.666667,31,33.333333,200,50
658,7594003,7594050,7594019,7594035,31,65.957447,16,34.042553,193.75,51.612903
659,7594050,7594159,7594097,7594113,93,85.321101,16,14.678899,581.25,17.204301
660,7594159,7594206,7594159,7594191,15,31.914894,32,68.085106,46.875,213.333333
661,7594206,7594315,7594237,7594269,77,70.642202,32,29.357798,240.625,41.558442
662,7594315,7594362,7594315,7594331,31,65.957447,16,34.042553,193.75,51.612903
663,7594362,7594456,7594393,7594409,78,82.978723,16,17.021277,487.5,20.512821
664,7594456,7594503,7594456,7594487,16,34.042553,31,65.957447,51.612903,193.75
665,7594503,7594612,7594534,7594565,78,71.559633,31,28.440367,251.612903,39.74359
666,7594612,7594659,7594612,7594627,32,68.085106,15,31.914894,213.333333,46.875
667,7594659,7594752,7594690,7594705,78,83.870968,15,16.129032,520,19.230769
668,7594752,7594861,7594815,7594830,94,86.238532,15,13.761468,626.666667,15.957447
669,7594861,7594908,7594877,7594908,16,34.042553,31,65.957447,51.612903,193.75
670,7594908,7595002,7594955,7594986,63,67.021277,31,32.978723,203.225806,49.206349
671,7595002,7595064,7595033,7595049,46,74.193548,16,25.806452,287.5,34.782609
