统计序号,client发送时间(count),client接收时间(count),server发送时间(count),server接收时间(count),本地总线间隔时间(us),占比百分比(%),服务端间隔时间(us),占比百分比(%),对比百分比1 L/S(%),对比百分比2 S/L(%)
53,75665832448,75666144773,75665954291,75666008316,82703.054730,82.702313,17297.841780,17.297687,478.111985,20.915602
54,75666144784,75666301240,75666163606,75666220590,31849.160899,63.578258,18245.260824,36.421742,174.561280,57.286473
55,75666301262,75666457476,75666376122,75666434285,31394.182034,62.767102,18622.755603,37.232898,168.579681,59.319130
56,75666457493,75666769651,75666591638,75666647268,82135.691923,82.178897,17811.734164,17.821103,461.132482,21.685742
57,75666769670,75666925907,75666804040,75666859151,32378.742209,64.726025,17645.559618,35.273975,183.495128,54.497360
58,75666925926,75667081933,75667016345,75667074806,31232.490038,62.526681,18718.169890,37.473319,166.856537,59.931725
59,75667081953,75667394125,75667231957,75667286848,82376.789098,82.416424,17575.119540,17.583576,468.712539,21.335038
60,75667394137,75667550379,75667440886,75667494998,32700.205109,65.366547,17325.697629,34.633453,188.738173,52.983452
61,75667550388,75667706568,75667650160,75667704058,32748.872799,65.489819,17257.178644,34.510181,189.769565,52.695489
62,75667706575,75668018833,75667859421,75667914588,82315.954485,82.332879,17663.489819,17.667121,466.023166,21.458161
63,75668018843,75668175330,75668068756,75668124404,32286.849926,64.439219,17817.497443,35.560781,181.208669,55.184998
64,75668175366,75668487492,75668278284,75668334193,82036.115268,82.087683,17901.064990,17.912317,458.275054,21.820956
65,75668487505,75668643741,75668490444,75668547453,31770.716267,63.510971,18253.265378,36.489029,174.054974,57.453113
66,75668643761,75668799863,75668702999,75668757249,32611.194465,65.247082,17369.882768,34.752918,187.745622,53.263559
67,75668799881,75669112342,75668912320,75668972690,80715.043631,80.679189,19329.397654,19.320811,417.576611,23.947701
68,75669112354,75669268179,75669127535,75669187080,30827.139409,61.787261,19065.247363,38.212739,161.692837,61.845658
69,75669268187,75669424284,75669343149,75669400431,31638.801212,63.303587,18340.675111,36.696413,172.506197,57.968932
70,75669424291,75669737154,75669555818,75669611676,82288.418819,82.146179,17884.735699,17.853821,460.104193,21.734208
71,75669737178,75669893054,75669768223,75669823184,32311.183771,64.740563,17597.532292,35.259437,183.612016,54.462667
72,75669893075,75670049216,75669980513,75670035791,32294.534298,64.597383,17699.030040,35.402617,182.464995,54.805033
73,75670049235,75670361813,75670192928,75670248346,82338.047055,82.270665,17743.855544,17.729335,464.036956,21.550008
74,75670361841,75670517531,75670405130,75670459033,32590.382624,65.377995,17258.779555,34.622005,188.833646,52.956664
75,75670517542,75670673607,75670614368,75670667763,32873.103481,65.786691,17096.127012,34.213309,192.283922,52.006428
76,75670673617,75670986308,75670823924,75670879641,82278.493171,82.181451,17839.590013,17.818549,461.212915,21.681960
77,75670986331,75671298350,75671036274,75671211496,43799.960425,43.842522,56102.960340,56.157478,78.070676,128.089066
78,75671298362,75671454877,75671367056,75671422169,32467.112488,64.787401,17646.199982,35.212599,183.989258,54.350999
79,75671454903,75671767313,75671579478,75671632820,82948.954637,82.925643,17079.157357,17.074357,485.673578,20.589961
80,75671767338,75671923381,75671788991,75671843930,32371.698201,64.792397,17590.488284,35.207603,184.029560,54.339096
81,75671923403,75672079431,75672001451,75672055874,32532.109469,65.119722,17425.274284,34.880278,186.694964,53.563309
82,75672079450,75672391897,75672210613,75672265468,82476.365753,82.443422,17563.592982,17.556578,469.587093,21.295304
83,75672391917,75672547950,75672419847,75672474580,32434.453907,64.922164,17524.530757,35.077836,185.080299,54.030602
84,75672547971,75672703896,75672629074,75672682234,32903.520787,65.906686,17020.884202,34.093314,193.312641,51.729675
85,75672703908,75673016343,75672838184,75672890757,83203.179281,83.173140,16832.937268,16.826860,494.287942,20.231123
86,75673016366,75673172540,75673047628,75673103954,31969.549395,63.933817,18034.580955,36.066183,177.268047,56.411746
87,75673172559,75673328886,75673259873,75673314931,32424.528260,64.780236,17628.589963,35.219764,183.931490,54.368069
88,75673328904,75673640873,75673469339,75673523461,82558.012207,82.651481,17328.899451,17.348519,476.418092,20.989967
89,75673640881,75673797225,75673678338,75673731005,33195.526927,66.313386,16863.034392,33.686614,196.853817,50.799116
90,75673797241,75673953460,75673887509,75673940058,33193.285652,66.361966,16825.252896,33.638034,197.282536,50.688724
91,75673953483,75674265800,75674093853,75674148346,82550.648017,82.552022,17447.687036,17.447978,473.132329,21.135736
92,75674265822,75674421799,75674303179,75674357654,32499.130705,65.074979,17441.923757,34.925021,186.327673,53.668893
93,75674421819,75674577930,75674512488,75674569203,31824.827054,63.670081,18159.131820,36.329919,175.255223,57.059640
94,75674577949,75674890581,75674724774,75674777371,83258.570796,83.176066,16840.621640,16.823934,494.391315,20.226893
95,75674890602,75675046560,75674934106,75674988945,32376.500934,64.837328,17558.470067,35.162672,184.392494,54.232142
96,75675046581,75675202484,75675143167,75675199129,31999.326337,64.104604,17918.034645,35.895396,178.587256,55.995037
97,75675202493,75675515262,75675355839,75675410112,82765.810436,82.647577,17377.246958,17.352423,476.288394,20.995683
98,75675515282,75675671232,75675565093,75675625026,30742.931498,61.569093,19189.478045,38.430907,160.207231,62.419155
99,75675671247,75675983741,75675780498,75675835843,82334.525051,82.289260,17720.482246,17.710740,464.629144,21.522541
100,75675983764,75676139872,75675992943,75676047444,32532.749833,65.087632,17450.248493,34.912368,186.431442,53.639021
101,75676139893,75676295864,75676202161,75676256054,32683.555636,65.446782,17255.577734,34.553218,189.408643,52.795901
102,75676295877,75676608126,75676411318,75676464187,83048.851475,83.068320,16927.711191,16.931680,490.608863,20.382836
103,75676608139,75676764200,75676620692,75676675385,32456.226295,64.954088,17511.723470,35.045912,185.339989,53.954897
104,75676764209,75676920356,75676829839,75676882940,32993.491977,65.992943,17001.993454,34.007057,194.056609,51.531355
105,75676920366,75677233248,75677039357,75677094552,82506.783059,82.359164,17672.454920,17.640836,466.866564,21.419396
106,75677233272,75677389409,75677251610,75677305978,32584.619345,65.179298,17407.664265,34.820702,187.185477,53.422948
107,75677389429,75677545190,75677460876,75677516374,32102.424996,64.369772,17769.470118,35.630228,180.660564,55.352423
108,75677545211,75677857560,75677673242,75677727468,82646.382486,82.639291,17362.198396,17.360709,476.013352,21.007814
109,75677857577,75678013819,75677882636,75677936527,32770.965368,65.507994,17254.937369,34.492006,189.922250,52.653125
110,75678013835,75678170082,75678092036,75678146814,32488.564694,64.941407,17538.938955,35.058593,185.236774,53.984961
111,75678170102,75678482391,75678304520,75678358885,82582.666234,82.591446,17406.703718,17.408554,474.430240,21.077914
112,75678482414,75678638611,75678513481,75678567895,32589.101895,65.163223,17422.392645,34.836777,187.052964,53.460794
113,75678638635,75678794649,75678722725,75678776811,32635.528310,65.332598,17317.372892,34.667402,188.455423,53.062946
114,75678794667,75679106899,75678932105,75678986083,82688.326350,82.712214,17282.793218,17.287786,478.443069,20.901128
115,75679106920,75679263211,75679141340,75679196363,32424.208077,64.794518,17617.383587,35.205482,184.046671,54.334044
116,75679263231,75679419386,75679353653,75679408170,32542.675481,65.087893,17455.371408,34.912107,186.433590,53.638403
117,75679419405,75679731386,75679562991,75679616141,82873.071463,82.963706,17017.682381,17.036294,486.982126,20.534635
118,75679731395,75679887585,75679771959,75679828009,32063.042589,64.114220,17946.210676,35.885780,178.661909,55.971640
119,75679887592,75680043703,75679984741,75680040546,32116.192829,64.252999,17867.766044,35.747001,179.743751,55.634758
120,75680043715,75680356536,75680197245,75680251980,82634.535745,82.502773,17525.171121,17.497227,471.519138,21.208047
121,75680356567,75680512596,75680409470,75680463914,32525.705826,65.106487,17431.998110,34.893513,186.586217,53.594527
122,75680512622,75680825015,75680618768,75680673668,82444.667718,82.425983,17578.001180,17.574017,469.021858,21.320968
123,75680825041,75680981187,75680831024,75680885691,32491.766515,64.989817,17503.398734,35.010183,185.631185,53.870259
124,75680981207,75681136950,75681040318,75681093474,32846.528361,65.869413,17019.603474,34.130587,192.992324,51.815532
125,75681136960,75681449722,75681249666,75681304079,82718.743656,82.602426,17422.072462,17.397574,474.792788,21.061819
126,75681449747,75681605850,75681458986,75681514883,32084.174612,64.192232,17897.222804,35.807768,179.269013,55.782089
127,75681605872,75681761855,75681671288,75681725721,32514.499450,65.103248,17428.476106,34.896752,186.559624,53.602166
128,75681761882,75682074317,75681880464,75681935729,82341.248877,82.311521,17694.867672,17.688479,465.339727,21.489676
129,75682074336,75682230317,75682092844,75682147773,32355.048729,64.784814,17587.286463,35.215186,183.968396,54.357163
130,75682230339,75682386614,75682302187,75682359402,31717.245844,63.388258,18319.222905,36.611742,173.136415,57.757924
131,75682386667,75682698918,75682514600,75682573005,81276.963341,81.295496,18700.239688,18.704504,434.630597,23.008044
132,75682698937,75682854941,75682730087,75682784796,32432.852996,64.931027,17516.846385,35.068973,185.152352,54.009576
133,75682854959,75683011391,75682939385,75682993966,32610.874283,65.108801,17475.863067,34.891199,186.605229,53.589066
134,75683011415,75683323750,75683148454,75683205944,81596.825330,81.593481,18407.273002,18.406519,443.285789,22.558810
135,75683323775,75683479926,75683360981,75683419834,31153.084859,62.310200,18843.681301,37.689800,165.323773,60.487369
136,75683479947,75683792049,75683576432,75683634079,81471.954283,81.529436,18457.541603,18.470564,441.401981,22.655086
137,75683792067,75684104278,75683944851,75684002253,81585.298772,81.614357,18379.096971,18.385643,443.902651,22.527462
138,75684104292,75684260359,75684157272,75684209836,33139.815229,66.319594,16830.055628,33.680406,196.908531,50.785001
139,75684260370,75684572654,75684366517,75684430249,79581.918929,79.591654,20405.850112,20.408346,389.995607,25.641314
140,75684572665,75684729124,75684585048,75684642059,31841.476526,63.561700,18253.905742,36.438300,174.436512,57.327448
141,75684729140,75684885202,75684797656,75684853259,32165.180701,64.371211,17803.089246,35.628789,180.671906,55.348948
142,75684885215,75685197696,75685010162,75685064595,82622.368823,82.580381,17428.476106,17.419619,474.065365,21.094138
143,75685197715,75685353634,75685219421,75685273784,32516.420543,65.133819,17406.063354,34.866181,186.810882,53.530072
144,75685353655,75685509915,75685428742,75685485265,31934.009174,63.827595,18097.656843,36.172405,176.453833,56.672047
145,75685509933,75685822673,75685641003,75685695752,82604.118439,82.493765,17529.653672,17.506235,471.225045,21.221283
146,75685822692,75685978364,75685850323,75685905665,32123.877201,64.449612,17719.521699,35.550388,181.290882,55.159972
147,75685978383,75686134595,75686062659,75686117486,32461.669391,64.902184,17554.627881,35.097816,184.918015,54.078019
148,75686134614,75686446989,75686272135,75686327528,82281.054629,82.267147,17735.850990,17.732853,463.925045,21.555206
149,75686447010,75686602927,75686484386,75686539103,32402.435690,64.906328,17519.407842,35.093672,184.951660,54.068182
150,75686602939,75686759027,75686693398,75686745730,33220.821318,66.472759,16755.773365,33.527241,198.264924,50.437565
151,75686759035,75687071512,75686899826,75686956253,81982.644846,81.942031,18066.919354,18.057969,453.772130,22.037493
152,75687071526,75687227567,75687112097,75687166296,32607.992643,65.266180,17353.553478,34.733820,187.903836,53.218711
153,75687227581,75687383843,75687321380,75687374828,32919.209714,65.795907,17113.096667,34.204093,192.362670,51.985138
154,75687383852,75687696434,75687530639,75687586054,82340.288330,82.271852,17742.894998,17.728148,464.074709,21.548255
155,75687696453,75687852611,75687743094,75687798522,32251.950070,64.505181,17747.057366,35.494819,181.731255,55.026308
156,75687852631,75688164891,75687955421,75688009981,82510.945428,82.527381,17469.139241,17.472619,472.324047,21.171905
157,75688164913,75688477125,75688320892,75688376141,82274.971168,82.304011,17689.744757,17.695989,465.099821,21.500761
158,75688477143,75688633365,75688533323,75688589168,32138.925763,64.252794,17880.573331,35.747206,179.742143,55.635255
159,75688633383,75688945650,75688745894,75688805146,81010.891957,81.025212,18971.433987,18.974788,427.015122,23.418374
160,75688945673,75689101717,75688961235,75689016177,32371.057837,64.790700,17591.448831,35.209300,184.015871,54.343139
161,75689101738,75689258028,75689173598,75689228029,32613.435740,65.173076,17427.835741,34.826924,187.134170,53.437595
162,75689258049,75689569995,75689383023,75689437261,82513.506885,82.613016,17366.040582,17.386984,475.142889,21.046300
163,75689570002,75689726382,75689592045,75689646238,32718.455492,65.345313,17351.632385,34.654687,188.561253,53.033165
164,75689726403,75689882420,75689801555,75689857372,32082.253519,64.223770,17871.608230,35.776230,179.515201,55.705589
165,75689882432,75690194652,75690013511,75690070609,81685.515791,81.712254,18281.761591,18.287746,446.814249,22.380665
166,75690194663,75690350986,75690225935,75690281221,32350.245996,64.633483,17701.591497,35.366517,182.753319,54.718568
167,75690350999,75690507158,75690438436,75690492147,32802.023039,65.604928,17197.304578,34.395072,190.739327,52.427573
168,75690507170,75690819780,75690647865,75690703440,82298.024284,82.222258,17794.124145,17.777742,462.501125,21.621569
169,75690819800,75690975794,75690860226,75690914465,32580.136795,65.230073,17366.360765,34.769927,187.604860,53.303523
170,75690975809,75691132014,75691069491,75691125011,32237.541872,64.456964,17776.514125,35.543036,181.349063,55.142275
171,75691132037,75691444286,75691281829,75691339870,81392.869287,81.411950,18583.693378,18.588050,437.980049,22.832090
172,75691444308,75691600479,75691494411,75691549027,32516.100360,65.028078,17487.069443,34.971922,185.943680,53.779725
173,75691600498,75691913068,75691703511,75691759957,82006.338326,81.941325,18073.002816,18.058675,453.750487,22.038544
174,75691913087,75692225171,75692072220,75692127670,82169.631233,82.232348,17754.101374,17.767652,462.820559,21.606646
175,75692225189,75692381413,75692284416,75692338760,32620.159566,65.214052,17399.979893,34.785948,187.472398,53.341186
176,75692381434,75692693632,75692493907,75692548453,82495.576683,82.528395,17464.656691,17.471605,472.357276,21.170416
177,75692693651,75692849950,75692702949,75692757604,32544.596574,65.031766,17499.556548,34.968234,185.973836,53.771005
178,75692849970,75693005944,75692912193,75692966669,32497.849977,65.073666,17442.243939,34.926334,186.316910,53.671994
179,75693005962,75693318274,75693121506,75693178011,81904.840578,81.907516,18091.893564,18.092484,452.715689,22.088919
180,75693318293,75693474250,75693333956,75693388719,32400.514597,64.885834,17534.136222,35.114166,184.785348,54.116845
181,75693474258,75693630492,75693543037,75693595235,33310.472326,66.589859,16712.868954,33.410141,199.310318,50.173017
182,75693630501,75693943071,75693749417,75693806174,81906.761671,81.841827,18172.579471,18.158173,450.716211,22.186910
183,75693943091,75694099381,75693961805,75694017905,32079.051697,64.105189,17962.219785,35.894811,178.591800,55.993612
184,75694099402,75694255383,75694174201,75694229046,32381.944031,64.838666,17560.391160,35.161334,184.403318,54.228959
185,75694255406,75694567779,75694383467,75694438571,82372.946912,82.359551,17643.318342,17.640449,466.878992,21.418826
186,75694567798,75694723939,75694596080,75694650427,32592.623899,65.193639,17400.940439,34.806361,187.303807,53.389198
187,75694723958,75694880360,75694805045,75694860452,32336.798345,64.573982,17740.333540,35.426018,182.278412,54.861132
188,75694880379,75695192470,75695017572,75695073046,82164.188136,82.225056,17761.785746,17.774944,462.589682,21.617430
189,75695192489,75695348481,75695229931,75695285431,32175.746713,64.421252,17770.110482,35.578748,181.066667,55.228277
190,75695348502,75695504935,75695442362,75695497168,32539.153477,64.965193,17547.904055,35.034807,185.430427,53.928582
191,75695504954,75695817079,75695654696,75695712498,81429.690237,81.481137,18507.169839,18.518863,439.989966,22.727791
192,75695817099,75695973014,75695869909,75695923542,32748.872799,65.601129,17172.330369,34.398871,190.707214,52.436401
193,75695973024,75696285787,75696079500,75696135761,82127.367187,82.011619,18013.769114,17.988381,455.914399,21.933942
194,75696285812,75696441808,75696291712,75696347440,32104.025907,64.276007,17843.112017,35.723993,179.923916,55.579048
195,75696441894,75696597942,75696504190,75696561740,31537.303464,63.120322,18426.483932,36.879678,171.152042,58.427582
196,75696597961,75696910055,75696716688,75696775269,81170.342678,81.229694,18756.591750,18.770306,432.756354,23.107691
197,75696910064,75697066196,75696931802,75696987005,32315.666322,64.643379,17675.016377,35.356621,182.832455,54.694885
198,75697066204,75697222492,75697141360,75697197617,32028.142732,64.004274,18012.488385,35.995726,177.810761,56.239566
199,75697222509,75697534754,75697353726,75697410794,81703.125810,81.723326,18272.156126,18.276674,447.145511,22.364085
200,75697534775,75697691158,75697566304,75697624890,31312.855762,62.536849,18758.192661,37.463151,166.928959,59.905723
201,75697691176,75697847303,75697781543,75697838039,31900.069864,63.814074,18089.011924,36.185926,176.350538,56.705242
202,75697847321,75698159522,75697994093,75698051219,81670.467229,81.702173,18290.726692,18.297827,446.512971,22.395766
203,75698159541,75698315675,75698206326,75698264818,31263.227526,62.537308,18728.095537,37.462692,166.932230,59.904549
204,75698315694,75698628172,75698422137,75698478373,82044.119822,82.003213,18005.764560,17.996787,455.654741,21.946441
205,75698628191,75698784218,75698634340,75698690406,32005.729980,64.066476,17951.333591,35.933524,178.291656,56.087874
206,75698784237,75698940454,75698846902,75698902587,32188.554000,64.354072,17829.344184,35.645928,180.536949,55.390323
207,75698940472,75699252830,75699059177,75699116457,81671.427776,81.662067,18340.034746,18.337933,445.317737,22.455876
208,75699252849,75699408857,75699271403,75699328277,31740.939325,63.544177,18210.040785,36.455823,174.304603,57.370831
209,75699408875,75699565024,75699483889,75699540911,31738.698050,63.482315,18257.427746,36.517685,173.839921,57.524186
210,75699565045,75699877513,75699696316,75699754414,81444.738799,81.406736,18601.943762,18.593264,437.829185,22.839958
211,75699877533,75700033714,75699911658,75699970167,31272.832991,62.537697,18733.538634,37.462303,166.935001,59.903555
212,75700033770,75700345747,75700128165,75700189084,80384.295449,80.473240,19505.177666,19.526760,412.117730,24.264911
213,75700345756,75700658067,75700501782,75700565607,79560.786905,79.563640,20435.627054,20.436360,389.323933,25.685552
214,75700658075,75700814070,75700720436,75700775555,32298.696666,64.666175,17648.121075,35.333825,183.014931,54.640351
215,75700814089,75701126940,75700929703,75700986662,81932.056063,81.793569,18237.256269,18.206431,449.256483,22.259000
216,75701126965,75701282798,75701142509,75701200039,31474.867941,63.082274,18420.080289,36.917726,170.872588,58.523138
217,75701282812,75701439067,75701354776,75701410365,32231.458411,64.424178,17798.606695,35.575822,181.089784,55.221227
218,75701439086,75701751486,75701567276,75701623414,82050.523466,82.030090,17974.386707,17.969910,456.485803,21.906486
219,75701751503,75701907552,75701779544,75701835969,31897.828589,63.841486,18066.278990,36.158514,176.560035,56.637959
220,75701907569,75702063743,75701991805,75702046754,32410.440244,64.815526,17593.690106,35.184474,184.216273,54.284021
221,75702063766,75702375851,75702201254,75702256705,82169.631233,82.232084,17754.421556,17.767916,462.812213,21.607036
222,75702375861,75702531954,75702413257,75702467728,32537.552566,65.103496,17440.643028,34.896504,186.561657,53.601582
223,75702531961,75702688523,75702622924,75702680892,31568.040953,62.974413,18560.320080,37.025587,170.083494,58.794653
224,75702688545,75703000630,75702838213,75702894596,81871.221450,81.933448,18052.831339,18.066552,453.509036,22.050277
225,75703000649,75703156909,75703051045,75703108088,31767.514445,63.494816,18264.151572,36.505184,173.933699,57.493172
226,75703156929,75703469200,75703262877,75703317313,82554.170021,82.567706,17429.436652,17.432294,473.647954,21.112727
227,75703469218,75703781746,75703628614,75703684947,82029.071260,81.975055,18036.822230,18.024945,454.786715,21.988329
228,75703781767,75703937588,75703841239,75703900680,30859.157626,61.853024,19031.948417,38.146976,162.143975,61.673584
229,75703937598,75704249943,75704056293,75704111619,82292.901369,82.286894,17714.398784,17.713106,464.553736,21.526035
230,75704249957,75704406404,75704268870,75704323826,32495.608702,64.872449,17595.931381,35.127551,184.676832,54.148644
231,75704406427,75704562625,75704478271,75704534461,32020.778542,64.026428,17991.036180,35.973572,177.981847,56.185505
232,75704562641,75704875047,75704690754,75704748512,81533.749442,81.511879,18493.081824,18.488121,440.887842,22.681505
233,75704875072,75705030903,75704906204,75704963336,31601.660081,63.337205,18292.647785,36.662795,172.756074,57.885085
234,75705030923,75705187189,75705118434,75705174576,32057.919674,64.072799,17975.667436,35.927201,178.340636,56.072470
235,75705187211,75705499371,75705330915,75705386675,82094.708605,82.137365,17853.357846,17.862635,459.827834,21.747270
236,75705499391,75705655820,75705543252,75705599140,32191.435639,64.272609,17894.341164,35.727391,179.897295,55.587273
237,75705655840,75705968051,75705755742,75705814007,81308.981558,81.337941,18655.414184,18.662059,435.846563,22.943854
238,75705968070,75706280280,75706127180,75706182796,82156.823947,82.186349,17807.251614,17.813651,461.367232,21.674708
239,75706280300,75706436268,75706339769,75706395552,32077.450786,64.234330,17860.722036,35.765670,179.597727,55.679992
240,75706436280,75706748820,75706552040,75706607451,82328.121408,82.270749,17741.614269,17.729251,464.039631,21.549884
241,75706748838,75706904803,75706764629,75706821713,31659.933236,63.399481,18277.279041,36.600519,173.220167,57.729999
242,75706904812,75707061132,75706979667,75707036037,32002.207976,63.939355,18048.668971,36.060645,177.310626,56.398199
243,75707061156,75707373290,75707192439,75707249477,81677.191055,81.726438,18262.550661,18.273562,447.238683,22.359425
244,75707373298,75707529776,75707404519,75707458478,32824.755973,65.516558,17276.709757,34.483442,189.994255,52.633170
245,75707529799,75707685914,75707613929,75707671136,31668.578154,63.355859,18316.661448,36.644141,172.894925,57.838597
246,75707685938,75707998134,75707826429,75707882478,82013.702516,82.046855,17945.890494,17.953145,457.005477,21.881576
247,75707998155,75708154285,75708038773,75708096195,31604.541720,63.221674,18385.500614,36.778326,171.899272,58.173603
248,75708154304,75708467032,75708251169,75708309751,81373.017992,81.267427,18756.911933,18.732573,433.829504,23.050530
249,75708467061,75708778748,75708623152,75708681372,81155.614298,81.321005,18641.005987,18.678995,435.360701,22.969460
250,75708778758,75708935283,75708837985,75708894709,31954.500833,63.760422,18162.013459,36.239578,175.941400,56.837106
251,75708935306,75709247665,75709050836,75709106738,82112.958989,82.103285,17898.823715,17.896715,458.761762,21.797806
252,75709247684,75709403576,75709263121,75709321892,31096.412615,62.300182,18817.426363,37.699818,165.253271,60.513174
253,75709403596,75709559632,75709478749,75709539914,30376.002731,60.800713,19583.942480,39.199287,155.106679,64.471756
254,75709559645,75709872226,75709697121,75709753699,81967.596284,81.899732,18115.266862,18.100268,452.477995,22.100522
